Title,Authors,Pages,Access,URL,Abstract,PubDate,DOI,Citations,ParsedDate
Attention Heat Map-Based Black-Box Local Adversarial Attack for Synthetic Aperture Radar Target Recognition,"Wan, Xuanshen; Liu, Wei; Niu, Chaoyang; Lu, Wanjie",pp. 601-609(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00008;jsessionid=27o0mw2ek145f.x-ic-live-03,"Synthetic aperture radar (SAR) automatic target recognition (ATR) models based on deep neural networks (DNNs) are susceptible to adversarial attacks. In this study, we proposed an SAR black-box local adversarial attack algorithm named attention heat map- based black-box local adversarial attack (AH-BLAA). First, we designed an attention heat map extraction module combined with the layer-wise relevance propagation (LRP) algorithm to obtain the high concerning areas of the SAR-ATR models. Then, to gener- ate SAR adversarial attack examples, we designed a perturbation generator module, introducing the structural dissimilarity (DSSIM) metric in the loss function to limit image distortion and the dif- ferential evolution (DE) algorithm to search for optimal perturba- tions. Experimental results on the MSTAR and FUSAR-Ship datasets showed that compared with existing adversarial attack algorithms, the attack success rate of the AH-BLAA algorithm increased by 0.63% to 33.59% and 1.05% to 17.65%, respectively. Moreover, the low- est perturbation ratios reached 0.23% and 0.13%, respectively.",,,3,2024-10-01
Development of an Automatic Feature Point Classification Method for Three-Dimensional Mapping Around Slewing and Derricking Cranes,"Shigemori, Hisakazu; Susaki, Junichi; Yoneda, Mizuki; Ososinski, Marek",pp. 538-552(15),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00007;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"Crane automation requires a three-dimensional (3D) map around cranes that should be reconstructed and updated quickly.In this study, a high-precision classification method was developed to distinguish stationary objects from moving objects in moving images captured by a monocular camera to stabilize 3D reconstruction. To develop the method, a moving image was captured while the crane was slewed with a monocular camera mounted vertically downward at the tip of the crane. The boom length and angle data were output from a control device, a controller area network. For efficient development, a simulator that imitated the environment of an actual machine was developed and used. The proposed method uses optical flow to track feature points. The classification was performed successfully, independent of derricking motion. Consequently, the proposed method contributes to stable 3D mapping around cranes in construction sites.",,,3,2024-09-01
RSODNet: Lightweight Remote Sensing Image Object Detection Combined with BCDNS Compression Algorithm,"Zhu, Xinyu; Zhang, Zhihua; Wang, Wei; Hou, Yuhao; Yang, Shuwen",pp. 35-51(17),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00013;jsessionid=7gkk40y09bk8.x-ic-live-02,"In recent years, with the gradual increase of neural network Params (the aggregate of trainable elements in a model, including weights, biases, and other adjustable elements)  and calculation volume, model compression within an acceptable range of network accuracy variations has emerged as a prominent research focus in the field of deep learning. Model  pruning and knowledge distillation have been widely used for reducing the complexity and storage cost of neural networks. This study designs the Remote Sensing Object Detection Network  (RSODNet), a lightweight model for remote sensing image object detection, and proposes bridging cross-task distillation network slimming (BCDNS) as a method that integrates model pruning and  knowledge distillation. The experiment results indicate that RSODNet outperforms the YOLOv8 model in various metrics while maintaining almost unchanged Params and calculation volume. The  BCDNS method eliminates redundant channels while preserving a priori knowledge of the initial model intact. This study offers technical support for compressed models used in object detection  from remote sensing images",,,3,2025-01-01
Sat2building: Lod-2 Building Reconstruction from Satellite Imagery Using Spatial Embeddings,"Schuegraf, Philipp; Gui, Shengxi; Qin, Rongjun; Fraundorfer, Friedrich; Bittner, Ksenia",pp. 203-212(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00009;jsessionid=4er1wfoj21hut.x-ic-live-02,"The reconstruction of buildings in level of detail–2, according to the CityGML standard, is an essential feature in applications such as urban planning, environmental simulations, and virtual reality. Existing methods work primarily only on aerial data, depend on an external digital terrain model, or do not accurately separate individual buildings. In this work, we present SAT2BUILDING, a method that predicts roof planes, building sections, and building heights in a single, fully convolutional neural network. The network relies on only orthorectified panchromatic imagery and a photogrammetric digital surface model. The three outputs are jointly processed in a level of detail–2 reconstruction pipeline that generates building models that are seamlessly connected, geometrically accurate and complete, and topologically correct. We use spatial embeddings that enable accurate segmentation of building sections and roof planes from satellite imagery. The model generalizes to data from Bonn, Germany, and Lyon, France, after being trained on data from Berlin, Germany. The training and test data differ in lighting conditions, architectural styles, and ground sampling distances. Thorough comparative evaluation shows the superiority of SAT2BUILDING over three baseline methods.",,,3,2025-04-01
Lightweight Ship Object Detection Algorithm for Remote Sensing Images Based on Multi-scale Perception and Feature Enhancement,"Sun, Wei; Shen, Xinyi; Zhang, Xiaorui; Guan, Fei",pp. 111-122(12),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00012;jsessionid=oun1mw0p67lv.x-ic-live-03,"As global trade and maritime traffic develop, exploring ship detection in remote sensing images has become a research hotspot. However, ships in remote sensing images are so small that it leads to a high detection leakage rate and excessive model parameters, making them difficult to apply on remote sensing equipment with limited resources. To address the challenge, we propose a light-weight ship object detection algorithm, adaptive layered multi-scale You Only Look Once version 8 (ALM-YOLOv8), based on multi-scale perception and feature enhancement. To enhance the model's perception of contextual information in complex backgrounds, a multi-scale channel fusion module is constructed to extract features of various scales. To enhance the extracted features, a small-object detection layer and a dynamic channel attention convolution that assigns dynamic weights are proposed. Additionally, this study embeds the large separable kernel attention mechanism into the original network, which lightens the model. Experiments on the HRSC2016 dataset demonstrate the effectiveness of ALM-YOLOv8.",,,3,2025-02-01
Remote Sensing Tailing Pond Image–Detection Method Based on YOLOv8-RVSW,"Dang, Zhengjun; Li, Kun",pp. 735-744(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000012/art00008;jsessionid=9a8ib0ew1wvq.x-ic-live-03,"This study proposes an automated tailings pond-detection method based on the YOLOv8-RVSW model to address the limitations of traditional surveys. A tailings pond dataset was created using high-resolution satellite images, and data quality was improved through data augmentation techniques. In the model, YOLOv8's backbone feature network was replaced with RepViT to effectively capture global and local information. Additionally, the C2f module was enhanced to QuadraSE_C2f to focus on essential feature channels, and WIoUv3 was used as the loss function to improve object localization and detection accuracy. Experimental results indicate that compared with the original model, accuracy increased by 3.9% to 97.4%, recall improved by 4.9% to 96.3%, and mean average precision rose by 2.4% to 98.5%. This method significantly enhances the automation and intelligence of tailings pond monitoring, providing an effective tool for emergency monitoring.",,,3,2024-12-01
A Surface Water Extraction Method Integrating Spectral and Temporal Characteristics,"Zou, Yebin",pp. 437-450(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00013;jsessionid=8r5ofsaiftek3.x-ic-live-02,"Remote sensing has been applied to observe large areas of surface water to obtain higher-resolution and long-term continuous observation records of surface water. However, limitations remain in the detection of large-scale and multi-temporal surface water mainly due to the high variability in water surface signatures in space and time. In this study, we developed a surface water remote sensing information extraction model that integrates spectral and temporal characteristics to extract surface water from multi-dimensional data of long-term Landsat scenes to explore the spatiotemporal changes in surface water over decades. The goal is to extract open water in vegetation, clouds, terrain shadows, and other land cover backgrounds from medium-resolution remote sensing images. The average overall accuracy and average kappa coefficient of the classification were verified to be 0.91 and 0.81, respectively. Experiments applied to China’s inland arid area have shown that the method is effective under complex surface environmental conditions.",,,2,2024-07-01
Adaptive Orientation Object-Detection Method for Large-scale Remote Sensing Images Based on Multi-scale Block Fusion,"Wang, Yanli; Dong, Zhipeng; Wang, Mi; Ding, Yi",pp. 27-34(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00012;jsessionid=7gkk40y09bk8.x-ic-live-02,"Object detection is crucial to extracting and analyzing information autonomously from high-resolution remote sensing images (HRSIs). To address ideal blocking for large-scale  HRSI object detection, this study uses a novel adaptive orientation object-detection method for largescale HRSIs based on multi-scale block fusion. An adaptive orientation object-detection  framework based on a convolutional neural network is applied to detect diverse objects of large-scale HRSIs through different block scales; average precision (AP) values of diverse object  detection results are calculated at different block scales. Then, block scales matching the largest AP values of diverse objects are determined based on statistical results of the AP  values of the diverse object at different block scales. Finally, object-detection results at block scales matching the largest AP values of diverse objects are fused by the non-maximum  suppression algorithm to achieve large-scale HRSI object-detection results. Experimental findings reveal that the proposed method is better than any single block-scale object-detection  method, resulting in satisfactory large-scale HRSI object-detection results.",,,2,2025-01-01
Wavelets for Self-Calibration of Aerial Metric Camera Systems,"Ye, Jun-Fu; Tsay, Jaan-Rong; Fritsch, Dieter",pp. 575-587(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00013;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"In this paper, wavelets are applied to develop new models for the self-calibration of aerial metric camera systems. It is well known and mathematically proven that additional parameters (APs) can compensate image distortions and remaining error sources by a rigorous photogrammetric bundle-block adjustment. Thus, kernel functions based on orthogonal wavelets (e. g., asymmetric Daubechies wave- lets, least asymmetric Daubechies wavelets, Battle-Lemarié wavelets, Meyer wavelets) are used to build the wavelets-based family of APs for self-calibrating digital frame cameras. These new APs are called wavelet APs. Its applications in rigorous tests are accomplished by using aerial images taken by an airborne digital mapping camera in situ and practical calibrations. The test results demonstrate that these orthogonal wavelet APs are applicable and largely avoid the risk of over-parameterization. Their external accuracy is evaluated using reliable and high precision check points in the calibration field.",,,2,2024-09-01
Real-Time Semantic Segmentation of Remote Sensing Images for Land Management,"Zhang, Yinsheng; Ji, Ru; Hu, Yuxiang; Yang, Yulong; Chen, Xin; Duan, Xiuxian; Shan, Huilin",pp. 335-343(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00006;jsessionid=ehe231hgm4fh1.x-ic-live-03,"Remote sensing image segmentation is a crucial technique in the field of land management. However, existing semantic segmentation networks require a large number of floating-point operations (FLOPs) and have long run times. In this paper, we propose a dual-path feature aggregation network (DPFANet) specifically designed for the low-latency operations required in land management applications. Firstly, we use four sets of spatially separable convolutions with varying dilation rates to extract spatial features. Additionally, we use an improved version of MobileNetV2 to extract semantic features. Furthermore, we use an asymmetric multi-scale fusion module and dual-path feature aggregation module to enhance feature extraction and fusion. Finally, a decoder is constructed to enable progressive up-sampling. Experimental results on the Potsdam data set and the Gaofen image data set (GID) demonstrate that DPFANet achieves overall accuracy of 92.2% and 89.3%, respectively. The FLOPs are 6.72 giga and the number of parameters is 2.067 million.",,,2,2024-06-01
Building Shadow Detection Based on Improved Quick Shift Algorithm in GF‐2 Images,"Chen, Yunzhi; Wang, Chao; Wang, Wei; Zhang, Xiang; Chen, Nengcheng",pp. 493-502(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00010;jsessionid=7uf52f85n58hq.x-ic-live-01,"Shadows in remote sensing images contain crucial information about various features on the ground. In this study, a method for detecting building shadows in GF‐2 images based on improved quick shift was proposed. First, six feature variables were constructed: first principal component (PC1), brightness component (I), normalized difference shadow index (NDSI), morphological shadow index (MSI), normalized difference water index (NDWI), and normalized difference vegetation index (NDVI). Then, the image was segmented to obtain homogeneous objects, which were then classified using a random forest model. Two improvements were added to the quick shift algorithm: using PC1, I, and MSI as input data instead of RGB images; and adding Canny edge constraints. Validation in six research areas yields Kappa coefficients of 0.928, 0.896, 0.89, 0.913, 0.879, and 0.909, confirming method feasibility. In addition, comparative experiments demonstrate its effectiveness and robustness across different land cover types while mitigating the segmentation scale effect.",,,2,2024-08-01
Mapping Winter Wheat Using Ensemble‐Based Positive Unlabeled Learning Approach,"Wang, Hanxiang; Yu, Fan; Xie, Junwei; Wan, Huawei; Zheng, Haotian",pp. 483-491(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00008;jsessionid=7uf52f85n58hq.x-ic-live-01,"High‐resolution remote sensing images can support machine learning methods to achieve remarkable results in agricultural monitoring. However, traditional supervised learning methods require pre-labeled training data and are unsuitable for non-fully labeled areas. Positive and Unlabeled Learning (PUL), can deal with unlabeled data. A loss function PU-Loss was proposed in this study to directly optimize the PUL evaluation metric and to address the data imbalance problem caused by unlabeled positive samples. Moreover, a hybrid normalization module Batch Instance-Layer Normalization was proposed to perform multiple normalization methods based on the resolution size and to improve the model performance further. A real‐world positive and unlabeled winter wheat data set was used to evaluate the proposed method, which outperformed widely used models such as U‐Net, DeepLabv3+, and DA‐Net. The results demonstrated the potential of PUL for winter wheat identification in remote sensing images.",,,2,2024-08-01
"Hyperspectral Reflectance Assessment for Preliminary Identification of Degraded Soil Zones in Industrial Sites, India","Dutta, Amitava; Tyagi, Rashi; Sharma, Shilpi; Datta, Manoj",pp. 503-509(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00011;jsessionid=7uf52f85n58hq.x-ic-live-01,"The study explores the potential of next-generation satellite hyperspectral imaging systems for screening and predicting surface‐soil contamination and degradation by exploiting various spectral indices and signature‐matching techniques at a heavily industrialized area in India. The soil moisture content, desertification and salinity status, clay or fine material content, heavy metal content, vegetation health status, and stress levels were assessed from continuum-removed spectral reflectance values. Results indicated the presence of water in two tailings ponds, high salinity, and desertification values in most of the tailings ponds and dump sites, clay boundary liner along four ponds, high heavy metal indices along three ponds and all dump sites, highly stressed vegetation near all tailings ponds and coal dump sites, and pollutants in nearby water channels. The results suggest a strategy for the initial identification of priority areas for ground-based investigations and an alternative rapid methodology to monitor large industrial hubs in India.",,,2,2024-08-01
A High-Quality Underwater 3D Reconstruction Solution for Coral Reef Environments Leveraging Advanced Photogrammetric Computer Vision Techniques,"Zhong, Jiageng; Li, Ming; Gruen, Armin; Liao, Xuan; Qin, Jiangying; Wang, Bing",pp. 361-370(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00014;jsessionid=1oli2sde03kjw.x-ic-live-02,"Coral reefs, with their intricate 3D structures, are vital marine ecosystems increasingly threatened by environmental stressors. Accurate 3D reconstruction of these underwater structures is essential for scientific research and conservation management. While underwater photogram- metry has emerged as a promising tool for this purpose, technical challenges persist in capturing fine-scale features under underwater conditions, particularly the intricate morphology of coral reefs and the highly complex textures that hinder high-fidelity reconstruction. Recent breakthroughs in computer vision and deep learning have introduced new opportunities for underwater photogrammetry. This study begins by outlining a photogrammetric workflow that can integrate current advanced technologies, followed by summarizing cutting-edge methods used in the key stages, i. e., sparse and dense reconstruction. Building on previous research, we propose a hierarchical reconstruction strategy for accurate and efficient dense modeling. Our approach first performs an efficient global coarse-grained reconstruction to capture the overall scene structure, followed by fine-scale modeling in key regions of interest. Using image data collected from a coral reef site at Moorea Island, we compare and evaluate various techniques, analyzing their respective strengths and limitations. In sparse reconstruction, the classical feature method scale-invariant feature transform demonstrates competitive performance. Deep learning–based methods, such as ALIKED feature and the SuperGlue matching network, achieve superior results on certain metrics. For dense reconstruction, Neural Radiance Fields and 3D Gaussian Splatting–based methods yield high-quality reconstructions but are computationally intensive. In contrast, the deep learning–based multi-view stereo approach achieves comparable reconstruction quality with greater efficiency. Experimental results on reconstruction result fusion further validate that our approach offers a scalable and practical solution for coral reef monitoring, advancing conservation science and ecosystem management practices.",,,2,2025-06-01
Spatiotemporal Behavior of Active Forest Fires Using Time-Series MODIS C6 Data,"Azimuddin, Syed; Dwivedi, R.S.",pp. 85-90(6),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00008;jsessionid=oun1mw0p67lv.x-ic-live-03,"Forest fires have a profound influence on the economy, ecology, and environment. Realizing the potential of remote sensing in forest fire management, a study was taken up to investigate the spatiotemporal behavior of active forest fires in a mountainous terrain of Uttarakhand State, north India, using 15 years' time-series historical MODIS (C6) active fire point products. Results indicate an over-all fire incidence detection accuracy of 62.3% with a KHAT value of 0.59. Moreover, a regular trend in intra-annual behavior in fire incidences with peaks during the hot and dry period of the year was observed and a large year-to-year variability in fire regimes with no significant trends over time could be noticed. The approach and results are discussed in detail along with the future perspective.",,,2,2025-02-01
Texture-Semantic Point: Registration for Point Clouds of Porcelain Relics,"Ge, Xuming; Wu, Chengze; Chen, Min; Xu, Bo; Zhu, Qing; Hu, Han",pp. 347-360(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000006/art00012;jsessionid=1oli2sde03kjw.x-ic-live-02,"Point cloud models of porcelain are captured through the multi-registration of point clouds, which presents a challenging task. On the one hand, the smooth surface of porcelain lacks geometric feature variation, making it difficult to establish corresponding points. On the other hand, the overall geometric symmetry of most porcelain relics can easily lead to iterative calculations falling into the local minimum convergence trap. To address the difficulties in feature point selection, we propose a novel approach using texture-semantic points as features for coarse registration. We first select rich texture points as 2D candidates and establish a 2D-3D matching relationship, giving each candidate its 3D spatial location and associated texture information. Using these correspondences, we perform coarse alignment of the point clouds. However, in reality, the point clouds are not aligned, and the registration calculation fails because of geometric symmetry issues. To address this, we integrate a control net into the iterative closest point (ICP) calcula- tion to guide iterations towards the correct Special Euclidean group in 3 dimensions (SE(3)) transformation, achieving refined alignment. Finally, considering porcelain's symmetrical geometry, we introduce a pose optimization constraint using the symmetry axis as a weighted parameter to limit degrees of freedom and enhance registration accuracy. Experiments were conducted on seven porcelain datasets to evaluate the proposed approach. A qualitative analysis demonstrated successful refined alignment using the proposed approach. In addition, we performed a quantitative comparison with state-of-the-art methods. Experimental results showed that our approach outperformed others across all models when applied to the registration of geometrically symmetric porcelain; Specifically, the proposed method achieved a 50% enhancement in accuracy compared with others, measured by the distance between the labeled corresponding points.",,,2,2025-06-01
Landsat-Derived Rainfed and Irrigated-Area Product for Conterminous United States for the Year 2020 (LRIP30 CONUS 2020) Using Supervised and Unsupervised Machine Learning on the Cloud,"Teluguntla, Pardhasaradhi; Thenkabail, Prasad S.; Oliphant, Adam; Aneece, Itiya; Biggs, Trent; Gumma, Murali Krishna; Foley, Daniel; McCormick, Richard; Neelam, Rohitha; Long, Emerson; Lawton, Jake",pp. 703-714(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00012;jsessionid=5mho1n1q3hadi.x-ic-live-03,"Accurate maps of irrigated and rainfed croplands are crucial for assessing global food and water security. Irrigated croplands yield two to four times more grain and biomass than rainfed croplands. To meet rising food demand, the proportion of cropland that is irrigated must be increased globally. Because agriculture uses 80% to 90% of global fresh water, understanding changes in cropland extent, crop type, and irrigation is critical for meeting nutritional needs sustainably. The United States has one of the most productive rainfed and irrigated croplands in the world and is a leading producer and exporter of agricultural crops. Precise maps of irrigated and rainfed croplands in the United States are crucial for assessing the current and the future agricultural production capacity in supporting food security. We developed a 30-m resolution rainfed and irrigated area map for the conterminous United States derived from 2019 to 2021 multi-date Landsat-8 data (LRIP30 CONUS 2020). A total of 96 harmonized spectral bands comprising monthly median value composites of eight bands (blue, green, red, NIR, SWIR1, SWIR2, TIR, and enhanced vegetation index [EVI]) were used. A cropland mask was then applied, and reference data were sourced from various sources. A pixel based supervised random forest classifier, and pixel based unsupervised ISODATA clustering classifier were implemented on Google Earth Engine and the ERDAS Imagine workstation to classify, identify, map, and assess accuracies of irrigated and rainfed cropland areas. The LRIP30 CONUS 2020 product achieved an overall accuracy of 93.9%. The irrigated and rainfed classes had producer's accuracies of 90.2% and 95.7%, respectively, and user's accuracies of 90.8% and 95.4%, respectively. The total net cropland area was estimated at 139.4 million hectares (Mha), of which 94.9 Mha (68%) was classified as rainfed and 44.5 Mha (32%) was classified as irrigated. State level summaries highlight regional differences and their implications for national and global food and water security.",,,2,2025-11-01
"Evaluating Three-Dimensional Elevation Program Lidar Consistency and Accuracy at Scale Using Cloud-Native, Open-Source Methods","Sampath, Aparajithan; Irwin, Jeffrey R.; Stoker, Jason M.",pp. 777-785(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000012/art00015;jsessionid=1ipqro8bok43i.x-ic-live-02,"The U.S. Geological Survey three-dimensional elevation program (3DEP) has significantly expanded national lidar coverage, necessitating scalable, reproducible methods for assessing data quality across diverse terrains and acquisition conditions. This study introduces a cloud-native, open-source workflow designed to evaluate the geometric accuracy and consistency of 3DEP lidar data sets at a national scale. Leveraging tools such as the Point Data Abstraction Library, Open3D, and Amazon Web Services infrastructure, the workflow integrates global navigation satellite system???surveyed ground control points and terrestrial laser scanning data to validate airborne lidar collections. Two case studies demonstrate the application of this process. In Puerto Rico, the process identified vertical biases and inconsistencies in vegetated areas, while in Iowa and Arizona, the process confirmed high vertical accuracy with minimal bias. The results underscore the effectiveness of combining cloud computing with open-source tools to perform large-scale lidar data quality assessments. This process offers a reproducible, efficient solution for nationwide validation of 3DEP data sets, supporting enhanced decision-making in geospatial applications.",,,2,2025-12-01
"Debris Flow Susceptibility Evaluation Based on Multi-level Feature Extraction CNN Model: A Case Study of Nujiang Prefecture, China","Wang, Xu; Wang, Baoyun; Yuan, Ruohao; Luo, Yumeng; Liu, Cunxi",pp. 313-323(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00010;jsessionid=3dikh5526kvw9.x-ic-live-01,"Debris flow susceptibility evaluation plays a crucial role in the prevention and control of debris flow disasters. Therefore, this article proposes a convolutional neural network model named multi-level feature extraction network (MFENet). First, a dual-channel CNN architecture incorporating the Embedding Channel Attention mechanism is used to extract shallow features from both digital elevation model images and multispectral images. Subsequently, channel shuffle and feature concatenation are applied to the features from the two channels to obtain fused feature sets. Following this, a deep feature extraction is performed on the fused feature sets using a residual module improved by maximum pooling. Finally, the susceptibility index of gullies to debris flows is calculated based on the similarity scores.",,,2,2024-05-01
Landslide Evolution Assessment Based on Sequential InSAR Methods in the Kunming Transmission Line Corridor,"Wen, Gang; Li, Yizuo; Xie, Chuhang; Zheng, Zezhong; Ma, Yi; Zhou, Fangrong; Su, Baiyan; Tang, Huahui",pp. 19-25(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000001/art00009;jsessionid=7gkk40y09bk8.x-ic-live-02,"The security of the transmission line corridor is an important guar- antee for the sustainable supply of electricity and an important prerequisite for the rapid development of the economy. Transmission corridors located in high mountains and valleys are often threatened by geological disasters, which seriously affect their stable operation. This research investigates the landslide in the Kunming transmission corridor using 79 Sentinel-1A SAR images from July 2020 to October 2021. Using interferometric synthetic aperture radar (InSAR) methods, deformation changes before the landslide are analyzed. Factors like precipitation, lithology, and vegetation coverage demonstrate a correlation with landslide occurrence. Seasonal variations in deformation were related to precipitation. The landslide's primary causes are attributed to precipitation, carbonate karstification, and vegetation coverage. Ultimately, this research establishes a correlation between deformation changes and influencing factors in the Kunming transmission corridor, contributing to a deeper understanding of landslide evolution and ensuring the corridor's security for sustainable electricity supply and economic development.",,,1,2025-01-01
Global Multi-Scale Fusion Self-Calibration Network for Remote Sensing Object Detection,"Chen, Yan; Shi, Xinlu; Wang, Xiaofeng; Gu, Qi; Zhang, Chen; Xu, Lixiang; Zhan, Shian; Yu, Wenle",pp. 607-621(15),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000010/art00007;jsessionid=3co9c5gsl9nev.x-ic-live-03,"Applications of remote sensing images in both defense and civilian sectors have spurred substantial research interest. In the field of remote sensing, object detection confronts challenges such as complex backgrounds, scale diversity, and the presence of dense small objects. To address these issues, we propose an improved deep learning-based model, the Global Multi-scale Fusion Self-calibration Network, which is expected to contribute to alleviating the challenges. It consists of three main components: the hierarchical feature aggregation backbone, which uses improved modules such as the receptive field context-aware feature extraction module, the global information acquisition module, and the simple parameter-free attention module to extract key features and minimize the background interference. To couple multi-scale features, we enhanced the fusing component and designed the multi-scale enhanced pyramid structure integrating the proposed new modules. During the detection phase, especially when focusing on small object detection, we designed a novel convolutional attention feature fusion head. This head is constructed to integrate local and global branches for feature extraction by leveraging channel shuffling and multi-head attention mechanisms for efficient and accurate detection. Experiments on the Detection in Optical Remote Sensing Images (DIOR), Northwestern Polytechnical University Very High-Resolution‐10 (NWPU VHR‐10), remote sensing object detection (RSOD), and DOTAv1.0 data sets show that our method achieves mAP50(mean average precision at 50% intersection over union) of 69.7%, 91.3%, 94.2%, and 70.0%, respectively, outperforming existing comparative methods. The proposed network is expected to provide new perspectives for remote sensing tasks and possible solutions for relevant applications in the image domain.",,,1,2025-10-01
Analysis of Landslide Susceptibility of the Darjeeling District Using a Frequency Ratio Model and Geographical Weighted Regression,"Sen, Suhel; Sarif, Md.Omar",pp. 419-432(14),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00012;jsessionid=1qoo44coqc4mt.x-ic-live-02,"India yearly experiences natural disasters such as floods, droughts, cyclones, and landslides, which not only disrupt but also significantly affect the socioeconomic activities of its people. Darjeeling, one of the most valuable districts of West Bengal, India, is located in the foothills of the mighty Himalayas. Landslides in Darjeeling, particularly during the monsoon season, severely affect the socioeconomic conditions of the local population. This research creates a landslide susceptibility map of Darjeeling using the frequency ratio model (FRM) and geographical weighted regression (GWR). The study considers 16 landslide-conditioning factors and 743 past landslide events, of which 70% are used for modeling and the remaining 30% are used for validation. The generated landslide susceptibility map categorizes the area into very low, low, moderate, high, and very high susceptibility zones. Results show that most of the study area falls within the high susceptibility zone, covering approximately 28.45% of the region. The study also reveals that the northern hilly regions of the district are more prone to landslides compared with the southern part, based on FRM and GWR. The area under curve indicates that the model achieved a 74.7% success rate. The highest value of the landslide density index was found in areas classified as having very high landslide susceptibility. Therefore, considering the landslide susceptibility, implementation of effective management strategies is essential for ensuring the future development of the district.",,,1,2025-07-01
Assessing the Accuracy of a 2021 Kansas‐Oklahoma Tallgrass Ecosystem Burn Area Map,"Iiames, John; Congalton, Russell G.; Avey, Lance; Miller, Steven; Ebert, Don; Grier, Gina",pp. 799-807(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000012/art00019;jsessionid=1ipqro8bok43i.x-ic-live-02,"Systematic spring season burning of the tallgrass prairie in eastern Kansas and northeastern Oklahoma has been used by ranchers and ecologists for over 150 years to encourage forage production and reduce invasive species propagation and woody species encroachment in the Kansas Flint Hills and Oklahoma Osage Tallgrass ecoregion. On average, 8100 km2is burned yearly during the March to April burn window. Despite the beneficial effects resulting from spring burning, air resource managers must also account for the particulates emitted from the combustion of these fuels. The Kansas Department of Health and Environment (KDHE) has mapped spring burn area over the Flint Hills (Kansas) and Osage (Oklahoma) regions since 2011 by processing satellite data from the National Aeronautics and Space Administration (NASA) Moderate Resolution Imaging Spectroradiometer (MODIS) sensor onboard both the Aqua and Terra satellite platforms. Understanding the accuracy of these maps is useful for understanding PM2.5 impacts to the local communities and the surrounding states. We conducted both a sample unit???based and an area???based assessment of the 4 April 2021 burn area map to determine map accuracy and identified potential sources of error, both “commission” (i.e., mapped a burn area where there was no burn) and “omission” (i.e., did not map a burn area where a burn actually occurred). The results indicate that the KDHE 2021 map achieved high overall accuracies (>94%), yet these accuracies were not consistent over the entire area. Omission and commission errors were three to four times larger in areas that had higher burn area percentages, partially due to increased burn edge, promoting larger numbers of mixed 250-m cells. Another source of error was from the prior year (2020) fall burn scars that were occasionally identified as spring burns over the 2021 burn season. The area-based assessment method provided additional information from the sample unit???based method and was useful in identifying anomalous assessment results dependent on the geographical location within the tallgrass system.",,,1,2025-12-01
