Title,Authors,Pages,Access,URL,Abstract
Terrain Variation Aware Surface Height Estimation Network for High-Precision Multi-view Satellite Stereo,"Guo, Wei; Chen, Min; Fang, Tong; Zhao, Junqi; Zhang, Jinbo; Zhang, Zhanhao; Liu, Kai; Hu, Han; Ge, Xuming; Zhu, Qing; Xu, Bo;","April 4, 2026",Subscribed content,https://doi.org/10.14358/PERS.26-00005R4,"Deep learning–based multi-view stereo (MVS) has shown great potential for large-scale 3D reconstruction from satellite imagery. However, existing methods struggle with the large depth ranges and complex scenes inherent to this domain. By relying on rigid range-guided sampling and local consistency assumptions, these approaches often neglect specific terrain variations. This leads to misallocated hypothesis budgets and excessive smoothing across discontinuities in complex terrain. To address these limitations, we propose a terrain variation–aware multi-view satellite imagery surface height estimation network that introduces surface normal information to construct an end-to-end terrain-guided height estimation framework. To effectively capture terrain variation, the network computes normal maps from height maps and measures local terrain variation within the neighborhood of reference pixels based on height and normal information. The network further incorporates a local terrain-guided height hypothesis module and a terrain variation–aware feature enhancement module that optimize height hypothesis sampling precision and enhance the terrain-aware features in regions with significant terrain variation, respectively. Additionally, we propose a joint height-normal loss to implicitly optimize height estimation. Extensive experiments conducted on the WHU-TLC and MVS3D data sets demonstrate that our method achieves state-of-the-art performance across all evaluation metrics. Notably, in urban areas and mixed scenes, the proposed approach achieves a significant improvement in the proportion of high-precision pixels compared to existing methods, with the maximum improvement reaching 30.25%."
Lidar-based Simultaneous Localization and Mapping with Connecting Traverse Constraints for Underground Mine Mapping,"Xu, Zhihua; Li, Yuanyuan; Xu, Ershuai; Wu, Jing; Lin, Jiaxuan; Zhang, Yuansheng; Yang, Bisheng; Peng, Suping;","April 12, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00174R2,"Underground 3D mapping plays a vital role in mineral resource exploration and development. Lidar-based simultaneous localization and mapping (SLAM) has become a key technology in this domain, offering autonomous navigation and real-time mapping capabilities. However, in narrow and geometrically repetitive underground mine corridors—characterized by long passages and a lack of loop closures—conventional lidar-SLAM systems suffer from significant error accumulation, leading to degraded mapping accuracy. To overcome these limitations, we propose a novel lidar-SLAM method incorporating connecting traverse constraints. First, edge and planar features are extracted from lidar scans via a segmentation strategy and refined using least-squares fitting. These features are then integrated into a factor graph framework to optimize pose estimation and construct a consistent point cloud map. Furthermore, we introduce an external traverse connection mechanism to impose additional constraints in the pose graph, effectively correcting trajectory drift and 3D point coordinates. Our approach mitigates the effect of noise and error accumulation commonly encountered in traditional lidar-SLAM techniques. Evaluation on a self-collected data set and two public benchmarks demonstrates that the proposed method consistently outperforms four state-of-the-art systems: LOAM, LeGO-LOAM, S-LOAM, and F-LOAM. In our self-collected data set, the trajectory root mean square error (RMSE) values for LOAM, LeGO-LOAM, S-LOAM, F-LOAM, and the proposed method are 0.693, 0.506, 4.062, 2.542, and 0.467 m, respectively. Compared to these baseline methods, our approach achieves error reductions of 32.6%, 7.7%, 88.5%, and 81.6%, respectively. On the two public data sets, the trajectory RMSE values for the same methods are 1.132, 0.351, 5.848, 8.850, and 0.084 m and 0.612, 0.590, 3.671, 9.279, and 0.558 m. This corresponds to relative error reductions of 88.6%, 67.2%, 97.5%, and 98.5% and of 8.8%, 5.4%, 84.8%, and 94.0%, respectively, confirming its robustness and accuracy in challenging underground environments."
Cross-Domain Few-Shot Hyperspectral Classification with Feature Enhancement and Loss Optimization,"Dang, Yuanyuan; Li, Mengyu ; Li, Hao","April 13, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00150R3,"Cross-domain few-shot learning has attracted increasing attention in hyperspectral image classification. However, in scenarios with scarce annotations and significant domain shifts, existing methods struggle to simultaneously adapt to the inherent spectral-spatial coupling of hyperspectral data while maintaining high-dimensional data-processing efficiency and balancing the learning of few-shot and cross-domain hard samples. This study proposes a collaborative optimization scheme based on improvements to the cross-domain few-shot learning with cross-modal alignment and supervised contrastive learning method. Specifically, an enhanced SimAM module dynamically weights spectral-spatial features to strengthen discriminative information of ground objects and mitigate domain shifts. A Channel Relation Attention module is introduced to capture channel-spatial dependencies and adaptively select key channels, improving high-dimensional feature processing efficiency. Moreover, a weighted joint loss function combining cross-entropy and focal loss is constructed, with class weights adjusted according to the joint distribution of source and target domains to balance sample learning priorities. Experiments on three benchmark hyperspectral data sets demonstrate that the proposed method achieves significant improvements in classification accuracy, robustness, and cross-domain adaptability."
Fine 3D Modeling of Tunnel Surrounding Rock and Extraction of Rock Mass Structure Features Based on RGB-D Camera,"Zhang, Rongchun; Han, Jiaqi; Chen, Song; Jiang, Yi; He, Yanlan; Ge, Yufan; Shi, Shang; Liu, Lanfa;","April 14, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00147R3,"In the context of large-scale hydropower infrastructure, the accurate extraction of tunnel rock mass structural information is vital for informed engineering design. However, this task remains inherently difficult due to the complexity of subsurface geological conditions and the inherent limitations of conventional survey techniques. This study proposes an integrated methodology that combines high-resolution 3D reconstruction with the Geo-AINet ensemble learning framework to enable automated identification of structural planes. The process involves generating detailed tunnel models, extracting multi-dimensional semantic features, performing initial segmentation, and subsequently applying cluster analysis to refine the structural interpretations. Experimental validation confirms the method’s high level of precision: the extracted structural orientations exhibit average angular deviations of less than 3 degrees, with a maximum error margin not exceeding 5 degrees relative to manual measurements. These findings demonstrate the method’s capacity to meet stringent engineering standards while enhancing both the efficiency and safety of geological data acquisition in tunneling projects."
Three-dimensional Drainage Infrastructure Modeling for Flood Vulnerability in Southeast Texas,"Ibironke, Ademola; Dhakal, Uddav; Bhusal, Shishir; Wu, Xing; Kim, Yong Je; Lai, Feilin;","April 15, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00183R2,"Urban flooding poses escalating risks to transportation infrastructure in low-lying, flood-prone regions, underscoring the need for scalable, elevation-aware assessment frameworks. This study evaluates the flood vulnerability of drainage infrastructure in Southeast Texas by developing an automated 3D modeling framework that integrates digital elevation models, airborne lidar data, and water surface elevation scenarios through a fully automated pipeline incorporating large-language-model–assisted data standardization, Python/ArcPy geometry generation, and attribute-driven computer-generated architecture procedural modeling. Using ArcGIS Pro and CityEngine, 842 culverts and 223 bridges were modeled following quality-control filtering, and flood exposure was quantified using an elevation-differencing metric for 100- and 500-year flood events. The results indicate that fewer than 2% of culverts remain above water during a 100-year flood, while fewer than 1% remain accessible under a 500-year event, with median inundation depths of approximately 0.54 and 0.90 m, respectively. The proposed workflow reduces manual processing time by approximately 80% while preserving vertical consistency, providing a transferable and uncertainty-aware framework to support regional flood-resilience planning and future integration with hydrodynamic models. The code and supporting materials associated with this study are publicly available via GitHub at: aibironke/3D-Drainage-Flood-Vulnerability"
Revealing Feature Contribution Mechanisms for Remote Sensing Scene Understanding,"Chen, He; Zheng, Xianwei; Gong, Jianya;","April 20, 2026",Open Access content,https://doi.org/10.14358/PERS.26-00007R3,"Deep learning plays a central role in remote sensing scene understanding, making interpretability essential for analyzing and trusting model decisions. Feature contribution analysis is a key interpretability tool, yet existing methods often rely on artificial feature conflicts or feature suppression, which are easily confounded by strong semantic correlations in remote sensing imagery. (In particular, the fixed overhead viewing geometry tightly couples object shape with semantic category, which biases feature contribution estimation and misleads the interpretation of intrinsic model preferences, thus obscuring the genuine feature utilization patterns of models.) To address these limitations, we propose a systematic feature contribution analysis framework that integrates multi-modal feature decoupling with dynamic contribution aggregation. By disentangling shape, texture, and spectrum representations and progressively aggregating them, the proposed method enables unbiased quantification of feature contributions. The framework supports cross-architecture and cross–data set analysis. Extensive experiments reveal clear architectural- and data set–dependent feature preference patterns: convolutional neural networks exhibit an inherent texture bias across remote sensing tasks, while Vision Transformers realize balanced integration of shape, texture, and spectrum in object-level classification and shift to spectral feature dominance in scene-level land cover classification. We further find that the feature preference of remote sensing deep learning models is jointly determined by network inductive biases and data set characteristics rather than a single architectural attribute, offering new insights into remote sensing deep learning models."
Reference-free Evaluation of Geometric–Textural Consistency for Photogrammetric Meshes,"Wang, Wenxiang; Liu, Yihang; Zhou, Yang; Jiang, Yuying; Yang, Fan; Hu, Zhongwen;","April 22, 2026",Subscribed content,https://doi.org/10.14358/PERS.26-00004R2,"Photogrammetric mesh has emerged as a novel type of remote sensing data, finding wide application in diverse remote sensing scenarios, such as urban management, forestry monitoring, and agricultural surveillance. Semantic analysis of photogrammetric meshes serves as the foundation for numerous applications, in which the quality of triangular facets exerts a significant effect on the accuracy of face-wise mesh segmentation. Specifically, the inconsistency between geometric edges and textural edges often gives rise to faces with mixed semantic labels, which substantially undermines the reliability and precision of subsequent semantic analysis. Thus, the evaluation of such quality is essential for ensuring the high quality of photogrammetric meshes for semantic analysis. However, current mesh quality assessment methods predominantly focus solely on geometric and visual fidelity, lacking dedicated metrics for assessing the intrinsic consistency between geometric edges and textural boundaries. To address this limitation, we propose a reference-free approach for photogrammetric meshes based on assessing the consistency between geometric edges and texture-derived boundaries. The proposed approach projects 3D mesh faces onto the 2D texture space and compares their geometric edges with texture-derived object contours. We quantify this consistency using a novel buffer-zone–matching strategy combined with an area-weighted intersection over union (AIoU) metric. The experiments were carried on a multi-resolution data set and the public SUM Parts benchmark data set. The results indicate that the metric exhibits high sensitivity to quality variations across different levels of detail. Furthermore, a statistically significant correlation between AIoU and upper-bound semantic purity is observed, validating its reliability in reflecting intrinsic semantic segmentation potential. The proposed method also provides new insight into 3D reconstruction and mesh quality evaluation. The code is available at https://github.com/zwhoo/geometric-textural-consistency-evaluation"
A Shallow Sea Bathymetric Inversion Method from Active–Passive Satellite Remote Sensing Data Based on a Residual Correction Model,"Dong, Zhipeng; Li, Zhixian; Liu, Yanxiong; Feng, Yikai; Chen, Yilan; Huang, Guoan;","April 23, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00219R3,"Satellite-derived bathymetry is an important method for obtaining shallow sea water depth. To address the problem that the traditional band log-ratio model exhibits significant discrepancies in bathymetric inversion accuracy in both shallow sea (<2 m) and deep sea (>12 m), where water depth is overestimated in shallow areas and underestimated in deep areas, this paper proposes a bathymetric inversion method from active–passive satellite remote sensing data based on a residual correction model. First, the proposed method uses the denoised Ice, Cloud, and Land Elevation Satellite-2 (ICESat-2) ATL03 data set as precise depth control points to construct and implement the traditional band log-ratio model, generating initial bathymetric inversion results. Second, the initial inversion result is compared with the ICESat-2 depth control points, and the residuals between the initial water depth estimates and the true water depths in the local region are calculated. Then, based on the relationship between the spectral characteristics of remote sensing images and water depth residuals, a random forest model is constructed to fit the residual distribution across the entire study area. Finally, using the residual distribution derived from this fitting process, the initial bathymetric inversion results for the entire region are corrected, thereby improving the accuracy and precision of the water depth data. Experimental results demonstrate that the proposed method achieves a bathymetric inversion accuracy with the root mean square error better than 1.57 m and the mean absolute error better than 1.15 m for islands with varying seabed topographies, providing high-precision shallow sea bathymetric inversion results."
Topologically Aware Roof Wireframe Reconstruction from Airborne Laser Scanning Point Clouds Using Persistent Homology and Hybrid Geometric–Topological Constraints,"Huo, Pengpeng; Jiang, Jinguang; Kong, Gefei; Fan, Hongchao;","April 25, 2026",Subscribed content,https://doi.org/10.14358/PERS.25-00215R3,"Airborne laser scanning point clouds constitute a primary data source for city-scale 3D building modeling. However, the automated reconstruction of geometrically accurate and topologically consistent roof wireframes persists as a formidable challenge, hindered by data noise, uneven point density, and the topological complexity of urban roofs. Existing data-driven methods exhibit high sensitivity to local fitting errors, frequently leading to topological inconsistencies, whereas model-driven approaches are constrained by predefined primitive libraries, limiting their generalization to complex composite roofs. To address these limitations, this paper proposes a novel framework for roof wireframe reconstruction that fuses topological data analysis (TDA) with hybrid geometric-topological constraints. A core innovation of this framework is the application of persistent homology to extract globally stable topological skeletons from 2.5D height scalar fields, serving as a robust topological prior independent of local geometric noise. Specifically, the method first generates regularized 3D eave lines constrained by 2D building footprints. Subsequently, a “geometry–topology” dual-domain cross-validation mechanism is used to validate geometric hypotheses derived from planar adjacencies against TDA-extracted topological critical points (ridges and valleys), thereby effectively suppressing spurious structure lines. Finally, a global optimization model governed by the minimum description length principle enforces implicit regularization to rectify local geometric distortions and guarantee topological closure. Experiments on the Trondheim dataset demonstrate that the proposed method achieves a root mean square error of 0.443 m, while enhancing the length-weighted completeness and correctness of structure lines to 96.23% and 97.41%, respectively. These results validate the efficacy of integrating height-field–based topological skeletons for reconstructing complex roof wireframes, offering a scalable and robust solution for automated large-scale urban 3D modeling."
Monitoring Large Gradient Deformation by Means of Time-Series LuTan-1 Synthetic Aperture Radar Images,"Zhang, Xiang; Li, Tao; Zhao, Hui; Huang, Hai;","April 27, 2026",Subscribed content,https://doi.org/10.14358/PERS.26-00013R2,"In order to provide a feasible technical strategy for large gradient subsidence monitoring, a time-series interferometric synthetic aperture radar (InSAR) technique combining high spatial and temporal resolution LuTan-1 SAR data was applied for subsidence monitoring. The capability of LuTan-1 images for large gradient subsidence monitoring was analyzed and discussed, and quantitative evaluation was implemented in combination with the field measurements. The accurate and recent digital elevation model generated by bistatic LuTan-1 data was used for terrain phase removal. The dynamic subsidence of Datong mining area was extracted based on the time-series InSAR techniques. In combination with the field leveling measurements and Sentinel-1 monitoring results, several conclusions were derived. Firstly, there are four main deformation areas in the monitoring area from Jan to May 2023, and the maximum cumulative deformation reach to −4.206 m. The dynamic spatial and temporal deformation details of mining areas were characterized, which also revealed the relationship between mining subsidence law and mining activities. Secondly, all of the subsidence details were extracted based on the LuTan-1 data, which indicated the capability of large gradient deformation monitoring. Thirdly, based on the field leveling measurements, the root mean square error of deformation monitoring results with LuTan-1 data is less than 40 mm, and the maximal relative error is less than 4%. The complete and accurate subsidence details of the mining area with large gradient deformation were obtained. The results indicated that LuTan-1 satellites provided an effective support for large gradient deformation monitoring, which is significant for mining subsidence law research, disaster monitoring, and management."
