Journal Title,Publisher Name,Link to Journal,printISSN,onlineISSN,LatestIssues
American Journal of Business and Management Research,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ajbmr;jsessionid=dif5jnh30f2q.x-ic-live-02,26915103,26915103,"Number 3, October 2023"
American Journal of Electronics & Communication,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ajec;jsessionid=dif5jnh30f2q.x-ic-live-02,26902087,N/A,"Number 2, October 2023"
American Journal of Physical Sciences and Applications,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ajpsa;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
American Journal of Science & Engineering,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ajse;jsessionid=dif5jnh30f2q.x-ic-live-02,26879530,26879530,"Number 1, June 2023"
International Journal of Chemical and Environmental Sciences,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ijcaes;jsessionid=dif5jnh30f2q.x-ic-live-02,26896389,26896389,"Number 1, October 2023"
International Journal of English Learning & Teaching Skills,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ijelts;jsessionid=dif5jnh30f2q.x-ic-live-02,26397412,26397412,"Number 1, October 2023"
International Journal of Innovative Research in Physics,"Society for Makers, Artists, Researchers and Technologists",/content/smart/ijiip;jsessionid=dif5jnh30f2q.x-ic-live-02,2689484X,2689484X,"Number 1, October 2023"
Journal of Mathematical Sciences & Computational Mathematics,"Society for Makers, Artists, Researchers and Technologists",/content/smart/jmscm;jsessionid=dif5jnh30f2q.x-ic-live-02,26888300,26888300,"Number 1, October 2023"
InterAction - The Journal of Solution Focus in Organisations,SFCT,/content/sfct/inter;jsessionid=dif5jnh30f2q.x-ic-live-02,18688063,N/A,"Number 2, November 2016"
Psychology and Human Development: an international journal,Scientific Journal Publishers,/content/sbp/phd;jsessionid=dif5jnh30f2q.x-ic-live-02,2537950X,N/A,"Number 2, 1989"
Social Behavior and Personality: an international journal,Scientific Journal Publishers,/content/sbp/sbp;jsessionid=dif5jnh30f2q.x-ic-live-02,03012212,N/A,"Number 10, 2024"
Third Force Psychology: an international journal of humanistic psychology,Scientific Journal Publishers,/content/sbp/tfp;jsessionid=dif5jnh30f2q.x-ic-live-02,25379518,N/A,"Number 1, 1981"
Impact,Science Impact Ltd,/content/sil/impact;jsessionid=dif5jnh30f2q.x-ic-live-02,23987073,23987073,"Number 2, October 2024"
Medical Problems of Performing Artists,"Science & Medicine, Inc.",/content/scimed/mppa;jsessionid=dif5jnh30f2q.x-ic-live-02,08851158,08851158,"Number 3, 1 September 2024"
,,,N/A,N/A,N/A
,,,N/A,N/A,N/A
,,,N/A,N/A,N/A
International Journal for Technology in Mathematics Education,Research Information,/content/resinf/tme;jsessionid=dif5jnh30f2q.x-ic-live-02,17442710,17442710,"Number 3, September 2024"
Outlooks on Pest Management,Research Information,/content/resinf/opm;jsessionid=dif5jnh30f2q.x-ic-live-02,17431026,17431026,"Number 4, August 2024"
Higher Plants Of China Vol.11: ANGIOSPERMAE,Qingdao Publishing Group,/content/qdpub/hpc11;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Higher Plants Of China Vol.4: ANGIOSPERMAE,Qingdao Publishing Group,/content/qdpub/hpc4;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Higher Plants of China Volume 7 - ANGIOSPERMAE,Qingdao Publishing Group,/content/qdpub/hpc07;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Digital and Analog Communication Systems (Eighth Edition),Publishing House of Electronics Industry,/content/phei/20030;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
College Student Journal,Project Innovation Austin,/content/prin/csj;jsessionid=dif5jnh30f2q.x-ic-live-02,01463934,N/A,"Number 1, 15 March 2023"
Education,Project Innovation Austin,/content/prin/ed;jsessionid=dif5jnh30f2q.x-ic-live-02,00131172,N/A,"Number 3, 15 March 2023"
Reading Improvement,Project Innovation Austin,/content/prin/rimp;jsessionid=dif5jnh30f2q.x-ic-live-02,00340510,N/A,"Number 4, 15 December 2020"
American Journal of Health Behavior,PNG Publications and Scientific Research Limited,/content/png/ajhb;jsessionid=dif5jnh30f2q.x-ic-live-02,10873244,10873244,"Number 4, August 2024"
Pain and Rehabilitation - the Journal of Physiotherapy Pain Association,Physiotherapy Pain Association,/content/ppa/pr;jsessionid=dif5jnh30f2q.x-ic-live-02,20510047,20510047,"Number 53, Summer 2023"
Physics Essays,Physics Essays Publication,/content/pe/pe;jsessionid=dif5jnh30f2q.x-ic-live-02,08361398,08361398,"Number 3, September 2024"
Cultura,Peter Lang Academic Publishing Group,/content/plg/cultura;jsessionid=dif5jnh30f2q.x-ic-live-02,15841057,15841057,"Number 1, 2023"
Faits de langues,Peter Lang Academic Publishing Group,/content/plg/fdl;jsessionid=dif5jnh30f2q.x-ic-live-02,12445460,12445460,"Number 1, 2016"
Jahrbuch für Internationale Germanistik,Peter Lang Academic Publishing Group,/content/plg/jfig;jsessionid=dif5jnh30f2q.x-ic-live-02,04495233,04495233,"Number 1, 2024"
Jahrbuch für Pädagogik,Peter Lang Academic Publishing Group,/content/plg/jfp;jsessionid=dif5jnh30f2q.x-ic-live-02,09411461,09411461,"Number 1, 2021"
Journal of Intercultural Communication & Interactions Research,Peter Lang Academic Publishing Group,/content/plg/jicir;jsessionid=dif5jnh30f2q.x-ic-live-02,27702499,27702499,"Number 1, 2024"
Journal of International Mobility,Peter Lang Academic Publishing Group,/content/plg/jim;jsessionid=dif5jnh30f2q.x-ic-live-02,22965165,22965165,Number 14 / 2014
Journal of Translation Studies,Peter Lang Academic Publishing Group,/content/plg/jts;jsessionid=dif5jnh30f2q.x-ic-live-02,26736926,26736926,"Number 1, 2024"
Literatur für Leser,Peter Lang Academic Publishing Group,/content/plg/lfl;jsessionid=dif5jnh30f2q.x-ic-live-02,03431657,N/A,"Number 2, 2023"
Mediaevistik,Peter Lang Academic Publishing Group,/content/plg/med;jsessionid=dif5jnh30f2q.x-ic-live-02,09347453,09347453,"Number 1, 2023"
Neue Politische Literatur,Peter Lang Academic Publishing Group,/content/plg/npl;jsessionid=dif5jnh30f2q.x-ic-live-02,00283320,00283320,"Number 3, 2018"
Pädagogische Rundschau,Peter Lang Academic Publishing Group,/content/plg/pr;jsessionid=dif5jnh30f2q.x-ic-live-02,00309273,N/A,"Number 5, 2024"
Philology,Peter Lang Academic Publishing Group,/content/plg/phil;jsessionid=dif5jnh30f2q.x-ic-live-02,22972625,N/A,"Numbers 2018-2019, 2019"
Philosophy and Theory in Higher Education,Peter Lang Academic Publishing Group,/content/plg/ptihe;jsessionid=dif5jnh30f2q.x-ic-live-02,25785753,25785753,"Number 3, 2024"
SPIEL,Peter Lang Academic Publishing Group,/content/plg/spiel;jsessionid=dif5jnh30f2q.x-ic-live-02,07227833,07227833,"Number 1, 2019"
Variations,Peter Lang Academic Publishing Group,/content/plg/var;jsessionid=dif5jnh30f2q.x-ic-live-02,14247631,14247631,"Number 1, 2017"
Zeitschrift für Germanistik,Peter Lang Academic Publishing Group,/content/plg/zfg;jsessionid=dif5jnh30f2q.x-ic-live-02,03237982,03237982,"Number 3, 2024"
Zeitschrift für Weltgeschichte,Peter Lang Academic Publishing Group,/content/plg/zfw;jsessionid=dif5jnh30f2q.x-ic-live-02,16152581,16152581,"Number 1, 2024"
Zeitschrift für Wortbildung / Journal of Word Formation,Peter Lang Academic Publishing Group,/content/plg/jwf;jsessionid=dif5jnh30f2q.x-ic-live-02,23673877,N/A,"Number 2, 2022"
Entomologist's Gazette,Pemberley Books (Publishing),/content/pemberley/eg;jsessionid=dif5jnh30f2q.x-ic-live-02,00138894,N/A,"Number 4, January 2023"
Entomologist's Monthly Magazine,Pemberley Books (Publishing),/content/pemberley/emm;jsessionid=dif5jnh30f2q.x-ic-live-02,00138908,N/A,"Number 4, 25 October 2024"
Health Behavior and Policy Review,Paris Scholar Publishing Ltd.,/content/psp/hbpr;jsessionid=dif5jnh30f2q.x-ic-live-02,23264403,23264403,"Number 4, August 2024"
European Journal of Commercial Contract Law,Paris Legal Publishers,/content/plp/ejccl;jsessionid=dif5jnh30f2q.x-ic-live-02,18771467,18771467,"Number 1, June 2024"
"Journal of Human Trafficking, Enslavement and Conflict-Related Sexual Violence",Paris Legal Publishers,/content/plp/jhec;jsessionid=dif5jnh30f2q.x-ic-live-02,2666447X,2666447X,"Number 2, July 2024"
Journal of Trafficking and Human Exploitation,Paris Legal Publishers,/content/plp/jthe;jsessionid=dif5jnh30f2q.x-ic-live-02,24522775,24522775,"Number 1, February 2019"
Review of European Administrative Law,Paris Legal Publishers,/content/plp/real;jsessionid=dif5jnh30f2q.x-ic-live-02,18747981,18747981,"Number 2, July 2024"
Pacific Affairs,"Pacific Affairs, a division of the University of British Columbia",/content/paaf/paaf;jsessionid=dif5jnh30f2q.x-ic-live-02,0030851X,0030851X,"Number 3, September 2024"
Oriental Art,Oriental Art,/content/orart/orart;jsessionid=dif5jnh30f2q.x-ic-live-02,17931584,N/A,"Number 4, May 2021"
GAIA - Ecological Perspectives for Science and Society,oekom verlag,/content/oekom/gaia;jsessionid=dif5jnh30f2q.x-ic-live-02,09405550,09405550,"Number 3, 2024"
Allergy and Asthma Proceedings,"OceanSide Publications, Inc",/content/ocean/aap;jsessionid=dif5jnh30f2q.x-ic-live-02,10885412,10885412,"Number 6, 1 November 2024"
Journal of Food Allergy (USA),"OceanSide Publications, Inc",/content/ocean/jfa;jsessionid=dif5jnh30f2q.x-ic-live-02,26890267,26890267,"Number 1, July 2024"
Journal of Precision Respiratory Medicine,"OceanSide Publications, Inc",/content/ocean/jprm;jsessionid=dif5jnh30f2q.x-ic-live-02,26374269,N/A,"Number 1, 1 October 2024"
Journal of Psychology in Africa,NISC Pty Ltd,/content/nisc/jpa;jsessionid=dif5jnh30f2q.x-ic-live-02,14330237,14330237,"Number 2, December 2005"
South African Journal of Marine Science,NISC Pty Ltd,/content/nisc/sajms;jsessionid=dif5jnh30f2q.x-ic-live-02,02577615,N/A,"Number 1, June 2002"
Southern African Forestry Journal,NISC Pty Ltd,/content/nisc/safj;jsessionid=dif5jnh30f2q.x-ic-live-02,10295925,N/A,"Number 1, November 2006"
Southern Hemisphere Forestry Journal,NISC Pty Ltd,/content/nisc/shfj;jsessionid=dif5jnh30f2q.x-ic-live-02,1991931X,N/A,"Number 3, December 2007"
JOURNAL- OPERATIONAL RESEARCH SOCIETY,Nature Publishing,/content/np/01605682;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
"Blumea - Biodiversity, Evolution and Biogeography of Plants",Naturalis Biodiversity Center,/content/nhn/blumea;jsessionid=dif5jnh30f2q.x-ic-live-02,00065196,00065196,"Number 2, 2024"
Persoonia - Molecular Phylogeny and Evolution of Fungi,Naturalis Biodiversity Center,/content/nhn/pimj;jsessionid=dif5jnh30f2q.x-ic-live-02,00315850,00315850,"Number 2, 2007"
Journal of The First-Year Experience & Students in Transition,National Resource Center for The First-Year Experience & Students in Transition,/content/fyesit/fyesit;jsessionid=dif5jnh30f2q.x-ic-live-02,15423077,15423077,"Number 2, Fall 2024"
Social Education,National Council for the Social Studies,/content/ncss/se;jsessionid=dif5jnh30f2q.x-ic-live-02,00377724,N/A,"Number 6, November/December 2024"
Social Studies and the Young Learner,National Council for the Social Studies,/content/ncss/ssyl;jsessionid=dif5jnh30f2q.x-ic-live-02,10560300,N/A,"Number 1, September 2024"
Language Issues: The ESOL Journal,National Association for Teaching English and other Community Languages to Adults (NATECLA),/content/natecla/esol;jsessionid=dif5jnh30f2q.x-ic-live-02,02685833,02685833,"Number 1, Summer 2024"
Technology & Innovation,National Academy of Inventors,/content/nai/ti;jsessionid=dif5jnh30f2q.x-ic-live-02,19498241,19498241,"Number 4, December 2023"
Journal of Psychiatric Intensive Care,NAPICU (National Association of Psychiatric Intensive Care Units),/content/napicu/jpic;jsessionid=dif5jnh30f2q.x-ic-live-02,17426464,17426464,"Number 2, September 2024"
Mycotaxon,Mycotaxon,/content/mtax/mt;jsessionid=dif5jnh30f2q.x-ic-live-02,00934666,00934666,N/A
Acta Chiropterologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actac;jsessionid=dif5jnh30f2q.x-ic-live-02,15081109,N/A,"Number 1, June 2024"
Acta Ornithologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actao;jsessionid=dif5jnh30f2q.x-ic-live-02,00016454,00016454,"Number 2, December 2014"
Annales Zoologici,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/annales;jsessionid=dif5jnh30f2q.x-ic-live-02,00034541,N/A,"Number 4, December 2014"
Journal of Applied Research in the Community College,Montezuma Publishing,/content/montezuma/jarcc;jsessionid=dif5jnh30f2q.x-ic-live-02,1068610X,N/A,"Number 2, October 2024"
"Middle East Journal, The",Middle East Institute,/content/mei/mei;jsessionid=dif5jnh30f2q.x-ic-live-02,00263141,N/A,"Number 1, Summer/Autumn 2024"
Marine Technology Society Journal,Marine Technology Society,/content/mts/mtsj;jsessionid=dif5jnh30f2q.x-ic-live-02,00253324,N/A,"Number 3, 10 September 2024"
"Journal of Faculty Development, The",Magna Publications,/content/magna/jfd;jsessionid=dif5jnh30f2q.x-ic-live-02,21531900,21531900,"Number 3, September 2024"
JOURNAL OF SPINAL DISORDERS AND TECHNIQUES,"Lippincott, Williams and Wilkins",/content/lwaw/15360652;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Music Theory and Analysis (MTA),Leuven University Press,/content/leuven/mta;jsessionid=dif5jnh30f2q.x-ic-live-02,22955917,22955917,"Number 1, May 2024"
New Zealand Law Review,Legal Research Foundation Inc.,/content/lrf/nzlr;jsessionid=dif5jnh30f2q.x-ic-live-02,11735864,N/A,"Number 3, November 2024"
Anarchist Studies,Lawrence and Wishart,/content/lwish/as;jsessionid=dif5jnh30f2q.x-ic-live-02,26338270,N/A,"Number 2, Autumn 2024"
FORUM,Lawrence and Wishart,/content/lwish/forum;jsessionid=dif5jnh30f2q.x-ic-live-02,09638253,N/A,"Number 1, Spring 2024"
New Formations,Lawrence and Wishart,/content/lwish/nf;jsessionid=dif5jnh30f2q.x-ic-live-02,09502378,09502378,"Number 112, March 2024"
Soundings,Lawrence and Wishart,/content/lwish/sou;jsessionid=dif5jnh30f2q.x-ic-live-02,13626620,13626620,"Number 87, Summer 2024"
Twentieth Century Communism,Lawrence and Wishart,/content/lwish/tcc;jsessionid=dif5jnh30f2q.x-ic-live-02,17586437,N/A,"Number 26, Spring 2024"
Romanische Forschungen,"Klostermann, Vittorio",/content/klos/rofo;jsessionid=dif5jnh30f2q.x-ic-live-02,00358126,N/A,"Number 2, June 2024"
Zeitschrift für philosophische Forschung,"Klostermann, Vittorio",/content/klos/zphf;jsessionid=dif5jnh30f2q.x-ic-live-02,00443301,00443301,"Number 3, September 2024"
Attachment,Karnac Books,/content/phoenix/att;jsessionid=dif5jnh30f2q.x-ic-live-02,17535980,17535980,"Number 1, June 2024"
Couple and Family Psychoanalysis,Karnac Books,/content/phoenix/cfp;jsessionid=dif5jnh30f2q.x-ic-live-02,20444133,20444133,"Number 2, Autumn 2024"
"International Journal of Forensic Psychotherapy, The",Karnac Books,/content/phoenix/ijfp;jsessionid=dif5jnh30f2q.x-ic-live-02,26320118,26320118,"Number 1, August 2024"
Journal of Psychological Therapies,Karnac Books,/content/phoenix/jpt;jsessionid=dif5jnh30f2q.x-ic-live-02,26322099,26322099,"Number 2, December 2020"
Organisational and Social Dynamics,Karnac Books,/content/phoenix/osd;jsessionid=dif5jnh30f2q.x-ic-live-02,14742780,14742780,"Number 1, July 2024"
Psychoanalysis and Psychotherapy in China,Karnac Books,/content/phoenix/ppc;jsessionid=dif5jnh30f2q.x-ic-live-02,26320134,26320134,"Numbers 1-2, December 2023"
Journal of Transport Economics and Policy (JTEP),Journal of Transport Economics and Policy,/content/lse/jtep;jsessionid=dif5jnh30f2q.x-ic-live-02,00225258,N/A,"Number 4, October 2024"
Johnson Matthey Technology Review,Johnson Matthey,/content/matthey/jmtr;jsessionid=dif5jnh30f2q.x-ic-live-02,20565135,N/A,"Number 1, 1 January 2025"
Platinum Metals Review,Johnson Matthey,/content/matthey/pmr;jsessionid=dif5jnh30f2q.x-ic-live-02,00321400,00321400,"Number 2, May 2014"
"Agenda Setting Journal. Theory, Practice, Critique, The",John Benjamins Publishing Company,/content/jbp/asj;jsessionid=dif5jnh30f2q.x-ic-live-02,24520063,24520063,"Number 2, 31 December 2021"
AILA Review,John Benjamins Publishing Company,/content/jbp/aila;jsessionid=dif5jnh30f2q.x-ic-live-02,14610213,14610213,"Number 1, 2024"
Annual Review of Cognitive Linguistics,John Benjamins Publishing Company,/content/jbp/arcl;jsessionid=dif5jnh30f2q.x-ic-live-02,15720268,15720268,"Number 1, 2009"
Annual Review of Language Acquisition,John Benjamins Publishing Company,/content/jbp/arla;jsessionid=dif5jnh30f2q.x-ic-live-02,15681467,15681467,"Number 1, 2003"
Applied Pragmatics,John Benjamins Publishing Company,/content/jbp/ap;jsessionid=dif5jnh30f2q.x-ic-live-02,2589109X,2589109X,"Number 1, 8 February 2024"
Asian Languages and Linguistics,John Benjamins Publishing Company,/content/jbp/alal;jsessionid=dif5jnh30f2q.x-ic-live-02,26659336,26659336,"Number 1, 5 July 2024"
Asia-Pacific Language Variation,John Benjamins Publishing Company,/content/jbp/aplv;jsessionid=dif5jnh30f2q.x-ic-live-02,22151354,22151354,"Number 1, 29 August 2024"
Australian Review of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/aral;jsessionid=dif5jnh30f2q.x-ic-live-02,01550640,N/A,"Number 2, 9 July 2024"
Babel,John Benjamins Publishing Company,/content/jbp/bab;jsessionid=dif5jnh30f2q.x-ic-live-02,05219744,05219744,"Number 6, 2023"
Belgian Journal of Linguistics,John Benjamins Publishing Company,/content/jbp/bjl;jsessionid=dif5jnh30f2q.x-ic-live-02,07745141,07745141,"Number 1, 2023"
Bochumer Philosophisches Jahrbuch fur Antike und Mittelalter,John Benjamins Publishing Company,/content/jbp/bpj;jsessionid=dif5jnh30f2q.x-ic-live-02,13846663,13846663,"Number 1, 2022"
Chinese as a Second Language,John Benjamins Publishing Company,/content/jbp/csl;jsessionid=dif5jnh30f2q.x-ic-live-02,2451828X,N/A,"Number 2, 31 December 2023"
Chinese Language & Discourse,John Benjamins Publishing Company,/content/jbp/cld;jsessionid=dif5jnh30f2q.x-ic-live-02,18777031,18777031,"Number 2, 2024"
Cognitive Linguistic Studies,John Benjamins Publishing Company,/content/jbp/cogls;jsessionid=dif5jnh30f2q.x-ic-live-02,22138722,22138722,"Number 2, 10 October 2024"
Concentric: Studies in Linguistics,John Benjamins Publishing Company,/content/jbp/consl;jsessionid=dif5jnh30f2q.x-ic-live-02,18107478,N/A,"Number 1, 21 May 2024"
Concepts and Transformation,John Benjamins Publishing Company,/content/jbp/cat;jsessionid=dif5jnh30f2q.x-ic-live-02,13846639,13846639,"Number 3, 2004"
Consciousness & Emotion,John Benjamins Publishing Company,/content/jbp/ce;jsessionid=dif5jnh30f2q.x-ic-live-02,15665836,15665836,"Number 2, 2003"
Constructions and Frames,John Benjamins Publishing Company,/content/jbp/cf;jsessionid=dif5jnh30f2q.x-ic-live-02,18761933,18761933,"Number 1, 2024"
Diachronica,John Benjamins Publishing Company,/content/jbp/dia;jsessionid=dif5jnh30f2q.x-ic-live-02,01764225,01764225,"Number 2, 2024"
Digital Translation,John Benjamins Publishing Company,/content/jbp/dt;jsessionid=dif5jnh30f2q.x-ic-live-02,29496861,N/A,"Number 1, 26 July 2024"
Document Design,John Benjamins Publishing Company,/content/jbp/dd;jsessionid=dif5jnh30f2q.x-ic-live-02,13888951,13888951,"Number 3, 2003"
Dutch Journal of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/dujal;jsessionid=dif5jnh30f2q.x-ic-live-02,22117245,22117245,"Numbers 1-2, 31 December 2020"
English Text Construction,John Benjamins Publishing Company,/content/jbp/etc;jsessionid=dif5jnh30f2q.x-ic-live-02,18748767,18748767,"Number 1, 2024"
English World-Wide,John Benjamins Publishing Company,/content/jbp/eww;jsessionid=dif5jnh30f2q.x-ic-live-02,01728865,01728865,"Number 2, 2024"
EUROSLA Yearbook,John Benjamins Publishing Company,/content/jbp/eusy;jsessionid=dif5jnh30f2q.x-ic-live-02,15681491,15681491,"Number 1, 2016"
Evolution of Communication,John Benjamins Publishing Company,/content/jbp/evco;jsessionid=dif5jnh30f2q.x-ic-live-02,13875337,13875337,"Number 2, 2002"
Evolutionary Linguistic Theory,John Benjamins Publishing Company,/content/jbp/elt;jsessionid=dif5jnh30f2q.x-ic-live-02,25891588,25891588,"Number 2, 31 December 2023"
FORUM. Revue internationale d’interprétation et de traduction / International Journal of Interpretation and Translation,John Benjamins Publishing Company,/content/jbp/forum;jsessionid=dif5jnh30f2q.x-ic-live-02,15987647,15987647,"Number 2, 13 September 2024"
Functions of Language,John Benjamins Publishing Company,/content/jbp/fol;jsessionid=dif5jnh30f2q.x-ic-live-02,0929998X,0929998X,"Number 1, 2024"
Gesture,John Benjamins Publishing Company,/content/jbp/gest;jsessionid=dif5jnh30f2q.x-ic-live-02,15681475,15681475,"Number 2, 2023"
Historiographia Linguistica,John Benjamins Publishing Company,/content/jbp/hl;jsessionid=dif5jnh30f2q.x-ic-live-02,03025160,03025160,"Number 1, 2023"
Information Design Journal,John Benjamins Publishing Company,/content/jbp/idj;jsessionid=dif5jnh30f2q.x-ic-live-02,01425471,01425471,"Number 1, 2024"
Interaction Studies,John Benjamins Publishing Company,/content/jbp/is;jsessionid=dif5jnh30f2q.x-ic-live-02,15720373,15720373,"Number 1, 2024"
Interactional Linguistics,John Benjamins Publishing Company,/content/jbp/il;jsessionid=dif5jnh30f2q.x-ic-live-02,26664224,N/A,"Number 1, 11 July 2024"
International Journal of Chinese Linguistics,John Benjamins Publishing Company,/content/jbp/ijchl;jsessionid=dif5jnh30f2q.x-ic-live-02,22138706,22138706,"Number 1, 17 June 2024"
International Journal of Cognition and Technology,John Benjamins Publishing Company,/content/jbp/ijct;jsessionid=dif5jnh30f2q.x-ic-live-02,15692167,15692167,"Number 2, 2002"
International Journal of Corpus Linguistics,John Benjamins Publishing Company,/content/jbp/ijcl;jsessionid=dif5jnh30f2q.x-ic-live-02,13846655,13846655,"Number 2, 2024"
International Journal of Language and Culture,John Benjamins Publishing Company,/content/jbp/ijolc;jsessionid=dif5jnh30f2q.x-ic-live-02,22143157,22143157,"Number 1, 17 June 2024"
International Journal of Learner Corpus Research,John Benjamins Publishing Company,/content/jbp/ijlcr;jsessionid=dif5jnh30f2q.x-ic-live-02,22151478,22151478,"Number 1, 28 June 2024"
Internet Pragmatics,John Benjamins Publishing Company,/content/jbp/ip;jsessionid=dif5jnh30f2q.x-ic-live-02,25423851,25423851,"Number 1, 27 June 2024"
Interpreting,John Benjamins Publishing Company,/content/jbp/intp;jsessionid=dif5jnh30f2q.x-ic-live-02,13846647,13846647,"Number 1, 2024"
ITL - International Journal of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/itl;jsessionid=dif5jnh30f2q.x-ic-live-02,00190829,00190829,"Number 1, 10 October 2024"
Journal of Argumentation in Context,John Benjamins Publishing Company,/content/jbp/jaic;jsessionid=dif5jnh30f2q.x-ic-live-02,22114742,22114742,"Number 2, 10 September 2024"
Journal of Asian Pacific Communication,John Benjamins Publishing Company,/content/jbp/japc;jsessionid=dif5jnh30f2q.x-ic-live-02,09576851,09576851,"Number 1, 2023"
Journal of English for Research Publication Purposes,John Benjamins Publishing Company,/content/jbp/jerpp;jsessionid=dif5jnh30f2q.x-ic-live-02,25900994,25900994,"Number 2, 19 December 2023"
Journal of English-Medium Instruction,John Benjamins Publishing Company,/content/jbp/jemi;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Journal of Historical Linguistics,John Benjamins Publishing Company,/content/jbp/jhl;jsessionid=dif5jnh30f2q.x-ic-live-02,22102116,22102116,"Number 1, 29 March 2024"
Journal of Historical Pragmatics,John Benjamins Publishing Company,/content/jbp/jhp;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Journal of Immersion and Content-Based Language Education,John Benjamins Publishing Company,/content/jbp/jicb;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
"Journal of Internationalization and Localization, The",John Benjamins Publishing Company,/content/jbp/jial;jsessionid=dif5jnh30f2q.x-ic-live-02,20326904,N/A,"Number 2, 31 December 2022"
Journal of Language Aggression and Conflict,John Benjamins Publishing Company,/content/jbp/jlac;jsessionid=dif5jnh30f2q.x-ic-live-02,22131272,22131272,"Number 1, 7 June 2024"
Journal of Language and Politics,John Benjamins Publishing Company,/content/jbp/jlp;jsessionid=dif5jnh30f2q.x-ic-live-02,15692159,15692159,"Number 6, 2024"
Journal of Language and Sexuality,John Benjamins Publishing Company,/content/jbp/jls;jsessionid=dif5jnh30f2q.x-ic-live-02,22113770,22113770,"Number 2, 12 July 2024"
Journal of Pidgin and Creole Languages,John Benjamins Publishing Company,/content/jbp/jpcl;jsessionid=dif5jnh30f2q.x-ic-live-02,09209034,09209034,"Number 1, 2024"
Journal of Second Language Pronunciation,John Benjamins Publishing Company,/content/jbp/jslp;jsessionid=dif5jnh30f2q.x-ic-live-02,22151931,22151931,"Number 1, 1 July 2024"
Journal of Second Language Studies,John Benjamins Publishing Company,/content/jbp/jsls;jsessionid=dif5jnh30f2q.x-ic-live-02,25423835,25423835,"Number 2, 31 December 2023"
Journal of Uralic Linguistics,John Benjamins Publishing Company,/content/jbp/jul;jsessionid=dif5jnh30f2q.x-ic-live-02,27723720,N/A,"Number 1, 14 May 2024"
Korean Linguistics,John Benjamins Publishing Company,/content/jbp/kl;jsessionid=dif5jnh30f2q.x-ic-live-02,02573784,02573784,"Number 1, 30 May 2024"
Language and Dialogue,John Benjamins Publishing Company,/content/jbp/ld;jsessionid=dif5jnh30f2q.x-ic-live-02,22104119,22104119,"Number 3, 4 October 2024"
Language and Linguistics,John Benjamins Publishing Company,/content/jbp/lali;jsessionid=dif5jnh30f2q.x-ic-live-02,1606822X,1606822X,"Number 4, 7 October 2024"
"Language, Context and Text. The Social Semiotics Forum",John Benjamins Publishing Company,/content/jbp/langct;jsessionid=dif5jnh30f2q.x-ic-live-02,25897233,25897233,"Number 1, 20 August 2024"
"Language, Culture and Society",John Benjamins Publishing Company,/content/jbp/lcs;jsessionid=dif5jnh30f2q.x-ic-live-02,25433164,25433164,"Number 1, 10 October 2024"
Language Ecology,John Benjamins Publishing Company,/content/jbp/le;jsessionid=dif5jnh30f2q.x-ic-live-02,24521949,N/A,"Number 2, 31 December 2020"
"Language, Interaction and Acquisition / Langage, Interaction et Acquisition",John Benjamins Publishing Company,/content/jbp/lia;jsessionid=dif5jnh30f2q.x-ic-live-02,18797865,18797865,"Number 2, 2022"
Language Problems & Language Planning,John Benjamins Publishing Company,/content/jbp/lplp;jsessionid=dif5jnh30f2q.x-ic-live-02,02722690,02722690,"Number 1, 2023"
Language Teaching for Young Learners,John Benjamins Publishing Company,/content/jbp/ltyl;jsessionid=dif5jnh30f2q.x-ic-live-02,25892053,N/A,"Number 1, 11 April 2023"
Languages in Contrast,John Benjamins Publishing Company,/content/jbp/lic;jsessionid=dif5jnh30f2q.x-ic-live-02,13876759,13876759,"Number 1, 2023"
Linguistic Approaches to Bilingualism,John Benjamins Publishing Company,/content/jbp/lab;jsessionid=dif5jnh30f2q.x-ic-live-02,18799264,18799264,"Number 3, 8 June 2023"
Linguistic Landscape: An international journal,John Benjamins Publishing Company,/content/jbp/ll;jsessionid=dif5jnh30f2q.x-ic-live-02,22149953,22149953,"Number 4, 18 September 2023"
