Title,Authors,Pages,Access,URL,Abstract
Automatic Estimation of Road Slopes and Superelevations Using Point Clouds,"Wang, Jin; Hu, Zhenqi; Chen, Yanyan; Zhang, Zhiqing",pp. 217-223(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000003/art00018;jsessionid=2it8u4t2au2gx.x-ic-live-03,"Road slopes and superelevations are important elements in road widening and self-navigation investigations. This article proposes to automatically extract road slopes and superelevations from data collected by a mobile laser scanning (MLS) system. The proposed method is implemented as follows: (a) a hierarchical segmentation is constructed to dynamically retain point clouds on the road surface; (b) the point clouds are divided into dynamically segmented blocks using trajectory points, and plane estimation is investigated to continuously estimate road slopes and superelevations; and (c) the estimated slopes and superelevations are iterated and filtered to decrease the influence of outliers. The proposed method was tested and validated for inclining and winding road types. The estimated slopes and superelevations satisfied real road conditions."
Unsupervised Object-Based Differencing for Land-Cover Change Detection,"Zhu, Jinxia; Su, Yanjun; Guo, Qinghua; Harmon, Thomas C.",pp. 225-236(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000003/art00020;jsessionid=2it8u4t2au2gx.x-ic-live-03,"One main problem of the spectral decomposition-based change detection method is the lack of efficient automatic techniques for developing the difference image. Traditional techniques generally assume that gray-level values in a difference image are independent and multitemporal images are co-registered/rectified perfectly without error. However, such assumptions are often violated because of the inevitable image misregistration and the interference of correlations between spectral bands. This study proposes an automated method based on the object-based multivariate alteration detection/maximum autocorrelation factor approach and the Gaussian mixture model-expectation maximization algorithm to obtain unsupervised difference images. This procedure is applied to bi-temporal (2005 and 2006)SPOT-HRVimages at Panyu District Ponds, China. Results show that the proposed method successfully excludes the correlations of spectral bands and the influence of misregistration, as evidenced by a higher accuracy (up to 93.6 percent). These unique technical characteristics make this analytical framework suitable for detecting changes."
Operational Shoreline Mapping with High Spatial Resolution Radar and Geographic Processing,"Rangoonwala, Amina; Jones, Cathleen E.; Chi, Zhaohui; Ramsey III, Elijah",pp. 237-246(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000003/art00021;jsessionid=2it8u4t2au2gx.x-ic-live-03,"A comprehensive mapping technology was developed utilizing standard image processing and availableGISprocedures to automate shoreline identification and mapping from 2 m synthetic aperture radar (SAR)HHamplitude data. The development used fourNASAUninhabited Aerial Vehicle SAR (UAVSAR) data collections between summer 2009 and 2012 and a fall 2012 collection of wetlands dominantly fronted by vegetated shorelines along the Mississippi River Delta that are beset by severe storms, toxic releases, and relative sea-levelrise. In comparison to shorelines interpreted from 0.3 m and 1 m orthophotography, the automatedGIS10 m alongshore sampling foundSARshoreline mapping accuracy to be ±2 m, well within the lower range of reported shoreline mapping accuracies. The high comparability was obtained even though water levels differed between theSARand photography image pairs and included all shorelines regardless of complexity. TheSARmapping technology is highly repeatable and extendable to otherSARinstruments with similar operational functionality."
Shadow Identification in High Resolution Satellite Images in the Presence of Water Regions,"Mostafa, Y.; Abdelhafiz, A.",pp. 87-94(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00010;jsessionid=6vzun0pgik7m.x-ic-live-02,"Shadow is a main obstacle in features extraction from high resolution satellite images. Water areas provide low reflectance; therefore, they are commonly classified as shadow. In traditional shadow identification procedures, shadow is identified from image histogram in which, water and shadow pixels are mixed. In this study, a new image index is presented. The index histogram separates non-shadow, shadow, and water pixels using a proposed threshold method. The developed index is then integrated into a complete approach for shadow identification. Five study areas including water, shadow on water, and shallow water regions are tested using the developed approach. Afterward, an accuracy assessment is made to demonstrate the approach efficiency. The experimental results show that the proposed approach achieved overall accuracy about ninety-three percent. The rate of detecting shadow on water is about seventy-four percent. On the other hand, shallow water is still misclassified as shadow."
Aerial Lidar Point Cloud Voxelization with its 3D Ground Filtering Application,"Wang, Liying; Xu, Yan; Li, Yu",pp. 95-107(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00011;jsessionid=6vzun0pgik7m.x-ic-live-02,"Compared to raster grid, Triangulated Irregular Network (TIN), and point cloud, the benefit of voxel representation lies in that the implicit notion of adjacency and the true 3D representation can be presented simultaneously. A binary voxel-based data (BVD) model is proposed to reconstruct aerial lidar point cloud and based on the constructed model 3D ground filtering (V3GF) is developed for separating ground points from unground ones. The proposed V3GF algorithm selects the lowest voxels with a value of 1 as ground seeds and then labels them and their 3D connected set as ground voxels. The ISPRS benchmark dataset are used to compare the performance of V3GF with those of eight other publicized filtering methods. Results indicate that the V3GF improves on Axelsson's performance on five samples in terms of total error. The average Kappa coefficients for sites with relatively flat urban areas, rough slope and discontinuous surfaces are 92.49 percent, 72.23 percent and 61.27 percent, respectively."
Integrating Multiple Textural Features for Remote Sensing Image Change Detection,"Li, Qingyu; Huang, Xin; Wen, Dawei; Liu, Hui",pp. 109-121(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00013;jsessionid=6vzun0pgik7m.x-ic-live-02,"This paper proposes a multi-texture change detection method by integrating macro- and micro-texture features. Macro-textures are related to the information defined by the whole image scene, while micro-textures describe distributions and relationships of the gray levels within a local window. Moreover, we propose two strategies, random forests (RF) and a fuzzy set model, to integrate different characteristics of the textures. Experiments were conducted onZY-3(the first civilian high-resolution stereo mapping satellite of China) orthographic images of the cities of Wuhan and Tokyo, as well as WorldView-2 multi-spectral images of the city of Kuala Lumpur. Results showed that the wavelet-based features obtained the highest accuracy among the macro-textures, while the morphological attributes obtained the best results for the micro-textures. By integrating both micro- and macro-textures, the texture combination using both RF and a fuzzy set model can further improve the accuracy of change detection."
On the Fusion of Lidar and Aerial Color Imagery to Detect Urban Vegetation and Buildings,"Bandyopadhyay, Madhurima; van Aardt, Jan A.N.; Cawse-Nicholson, Kerry; Ientilucci, Emmett",pp. 123-136(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00014;jsessionid=6vzun0pgik7m.x-ic-live-02,"Three-dimensional (3D) data from light detection and ranging (lidar) sensor have proven advantageous in the remote sensing domain for characterization of object structure and dimensions. Fusion-based approaches of lidar and aerial imagery also becoming popular. In this study, aerial color (RGB) imagery, along with co-registered airborne discrete lidar data were used to separate vegetation and buildings from other urban classes/cover-types, as a precursory step towards the assessment of urban forest biomass. Both spectral and structural features such as object height, distribution of surface normals from the lidar, and a novel vegetation metric derived from combined lidar andRGBimagery, referred to as the lidar-infused vegetation index (LDVI) were used in this classification method. The proposed algorithm was tested on different cityscape regions to verify its robustness. Results showed a good separation of buildings and vegetation from other urban classes with on average an overall classification accuracy of 92 percent, with a kappa statistic of 0.85. These results bode well for the operational fusion of lidar andRGBimagery, often flown on the same platform, towards improved characterization of the urban forest and built environments."
Automatic 3D Surface Co-Registration Using Keypoint Matching,"Persad, Ravi Ancil; Armenakis, Costas",pp. 137-151(15),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00015;jsessionid=6vzun0pgik7m.x-ic-live-02,"A framework for co-registering multi-temporal3Dpoint cloud surfaces (PCSs) is presented, which addresses the co-registration of urban and non-urban3Dsurfaces formed by3Dpoints. These surfaces are acquired from different surface measurement sensors and are in different coordinate systems. No prior information about initial transformation parameters or proximate matching is assumed. A keypoint matching approach is proposed to co-register twoPCSs. First, surface curvature information is utilized for scale-invariant keypoint extraction. Then, every keypoint is characterized by a scale, rotation, and translation invariant surface descriptor called the radial geodesic distance-slope histogram. Keypoints with similar surface descriptors on the twoPCSsare matched using bipartite graph matching. Given scale, rotation and translation changes between PCS pairs, co-registration tests on multi-sensor urban and non-urban datasets gave rotation errors from 0.017° to 0.023°, translation errors from 0.007 m to 0.013 m and scale factor errors from 0.0002 to 0.0014."
Using Relative Orientation to Improve the Accuracy of Exterior Orientation Parameters of Low Cost POS,"Yan, Wenlin; Bastos, Luísa; Madeira, Sérgio; Magalhães, Américo; Gonçalves, José A.",pp. 153-161(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000002/art00017;jsessionid=6vzun0pgik7m.x-ic-live-02,"A simple and inexpensivePOSfor application to light airborne platforms was developed, and a modified Kalman Filtering was designed to integrateGNSS/IMU/Image data, which uses the relative orientation information to improve the accuracy of the exterior orientation parameters. The precise relative orientation of conjugate images was obtained using aSIFT/SFMmatching algorithm. The relative exterior orientations were transformed from the camera frame to the navigation frame before they were used as external update information of the Kalman Filter. Combining all the relative orientation information retrieved from images, the Kalman Filter can give an improved output for the exterior orientation parameters. Airborne result from the tests of one straight strip shows that the heading accuracy of aGNSS/MEMS-IMUwas improved from 0.26° to 0.10°, and the result from one closed strip shows that heading accuracy was improved from 1.11° to 0.85° and roll accuracy from 0.54° to 0.43°."
Fire Risk Prediction Using Remote Sensed Products: A Case of Cambodia,"Yu, Bo; Chen, Fang; Li, Bin; Wang, Li; Wu, Mingquan",pp. 19-25(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000001/art00010;jsessionid=3mjkb0mlvvqiq.x-ic-live-01,"Forest fire is threatening human life in monsoon countries, such as Cambodia, which suffers from forest fire frequently. Developing an efficient method to predict fire risk for large areas is becoming significantly important. However, the methods used in fire risk prediction are mostly based on field-based meteorological data, and the coefficients are hard-defined, heavily depending on user experience. We propose to use a user-friendly machine learning method, Random Forest™, to train a regression model by synthesizing publicly available remote sensed products to predict fire risk ratings at pixel-level in eight-day advance. The structure of our model synthesizes features in three-time intervals T1, T2, and T3 to predict fire occurrence probability in T4. The experiment demonstrates the efficiency of such model in predicting fire occurrence with a correlation coefficient of 0.987 and mean square error being 0.00285. It results in a practical way to predict fire risk and prevent fires."
"Object-based Wetland Characterization Using Radarsat-2 Quad-Polarimetric SAR Data, Landsat-8 OLI Imagery, and Airborne Lidar-Derived Geomorphometric Variables","Franklin, Steven E.; Ahmed, Oumer S.",pp. 27-36(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000001/art00012;jsessionid=3mjkb0mlvvqiq.x-ic-live-01,"The goal of this research was to classify four wetland types in the Hudson Bay Lowlands in northern Canada using Radarsat-2 quad-polarization and Landsat-8 satellite sensor data and geomorphometric variables extracted from an airborne lidar digital elevation model. Segmentation was followed by object-based image classification implemented with a Radom Forest machine learning algorithm. The classification accuracy was determined to be approximately 91 percent. This is a significant improvement over the accuracy that was obtained using the Radarsat-2 (80 percent) or Landsat-8 sensor data alone (84 percent). Variable importance (VI) was measured for geomorphometric measures related to the gravity-, wind- and solar-fields, which were developed to explain eco-hydrological differences and increase the separability of wetland classes. Further research will consider additional geomorphometric and spectral response variables that are useful in more detailed boreal wetland classifications and analysis of wetland characteristics over time."
Fusion of Graph Embedding and Sparse Representation for Feature Extraction and Classification of Hyperspectral Imagery,"Luo, Fulin; Huang, Hong; Liu, Jiamin; Ma, Zezhong",pp. 37-46(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000001/art00014;jsessionid=3mjkb0mlvvqiq.x-ic-live-01,"The graph embedding algorithms have been widely applied for feature extraction (FE) of hyperspectral imagery (HSI). These methods need to construct a similarity graph with k-nearest neighbors or ∈-radius ball. However, the neighborhood size is difficult to select in real-world applications. To solve the problem, we propose a new unsupervisedFEmethod, called sparsity preserving analysis (SPA), based on sparse representation and graph embedding. The proposed algorithm utilizes sparse representation to obtain the sparse coefficients of data. Then, it constructs a new graph with the sparse coefficients that reveals the sparse properties of data. Finally, the structure of the graph is preserved in low-dimensional space to obtain a transformation matrix forFE. In addition, a new classification method, termed sparse neighborhood classifier (SNC), is designed using the sparse representation-based methodology. It uses the sparse coefficients of a new sample to obtain the similarity weights in each class. Then, the label information of the new sample is obtained by the weights. The classification accuracies ofSPAwithSNCreach to 86.9 percent and 80.6 percent on PaviaU and UrbanHSIdata sets, respectively. The results demonstrate thatSPAwithSNCcan effectively extract low-dimensional features and improve the discriminating power forHSIclassification."
Exterior Orientation Revisited: A Robust Method Based onlq-norm,"Li, Jiayuan; Hu, Qingwu; Zhong, Ruofei; Ai, Mingyao",pp. 47-56(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000001/art00015;jsessionid=3mjkb0mlvvqiq.x-ic-live-01,"Camera exterior orientation is essential in many photogrammetry and computer vision applications, including 3D reconstruction, digital orthophoto map (DOM) generation, and localization. In this paper, we propose a new formulation of exterior orientation that is robust against gross errors (outliers). Different from classic optimization methods whose cost function is based on thelq-norm of residuals, we uselq-norm (0<q<1) instead. We reformulate the new cost function as an augmented Lagrangian function because it is not strictly convex. In addition, we employ the alternating direction method of multipliers (ADMM) to decompose the augmented Lagrangian function into three simple sub-problems and solve them iteratively. Our work recovers the orientation and position of a camera from outliers contaminating observations without any gross error detection stage such as random sample consensus (RANSAC). Extensive experiments on both synthetic and real data demonstrate that the proposed method significantly outperforms state-of-the-art methods and can easily handle situations with up to 85 percent outliers. The source code of the proposed algorithm is made public."
"Mapping the Spatio-Temporal Evolution of Irrigation in the Coastal Plain of Georgia, USA","Williams, Marcus D.; Hawley, Christie M.S.; Madden, Marguerite; Shepherd, J. Marshall",pp. 57-67(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2017/00000083/00000001/art00016;jsessionid=3mjkb0mlvvqiq.x-ic-live-01,"This study maps the spatial and temporal evolution of acres irrigated in the Coastal Plain of Georgia over a 38 year period. The goal of this analysis is to create a time-series of irrigated areas in the Coastal Plain of Georgia at a sub-county level. From 1976 through 2013, Landsat images were obtained and sampled at four year intervals to manually detect Center-Pivot irrigation (CPI) systems in the analysis region. During the 38 year analysis period there was a 4,500 percent increase inCPIsystems detected that corresponded to an approximate 2,000 percent increase in total acreage. The bulk of the total acreage irrigated is contained in southwest Georgia, as seven counties in the region contained 38 percent of the total acreage irrigated in 2013. There was substantial growth throughout the entire Coastal Plain Region, but southwest Georgia was identified as the most heavily irrigated region of the state."
Image-Based Mobile Mapping for 3D Urban Data Capture,"Cavegn, Stefan; Haala, Norbert",pp. 925-933(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00013;jsessionid=6f5g9732ljapu.x-ic-live-02,"Ongoing innovations in dense multi-view stereo image matching meanwhile allow for 3Ddata collection using image sequences captured from mobile mapping platforms even in complex and densely built-up areas. However, the extraction of dense and precise 3Dpoint clouds from such street-level imagery presumes high quality georeferencing as a first processing step. While standard direct georeferencing solves this task in open areas, poorGNSScoverage in densely built-up areas and urban canyons frequently prevents sufficient accuracy and reliability. Thus, we use bundle block adjustment, which additionally integrates tie and control point information for precise georeferencing of our multi-camera mobile mapping system. Subsequently, this allows the adaption of a state-of-the-art dense image matching pipeline to provide a suitable 3Drepresentation of the captured urban structures. In addition to the presentation of different processing steps, this paper also provides an evaluation of the achieved image-based 3Dcapture in a dense urban environment."
Bundle Adjustment of Spherical Images Acquired with a Portable Panoramic Image Mapping System (PPIMS),"Tseng, Yi-Hsing; Chen, Yung-Chuan; Lin, Kuan-Ying",pp. 935-943(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00015;jsessionid=6f5g9732ljapu.x-ic-live-02,"Thanks to the development of mobile mapping technologies, close-range photogrammetry (CRP) has advanced to be an efficient mapping method for a variety of applications. A compactCRPsystem equipped with multiple cameras and aGPSreceiver is one of those advanced portable mapping systems. A portable panoramic image mapping system (PPIMS) was specially designed to capture panoramic images with eight cameras and to obtain the position of image station with aGPSreceiver. A PPIMS can be considered as a panoramicCRPsystem. The coordinates of an object point can be determined by the intersection of panoramic image points. For the implementation, we propose a new concept of photogrammetry by using panoramic images. Eight images captured byPPIMSforms a spherical panorama image (SPI). Instead of using the original images, PPIMSSPIsare then used for photogrammetric triangulation and mapping. Under this circumstance, oneSPIis formed for each station, and it is associated with only one set of exterior orientation (EO) parameters. Traditional collinearity equations are not applicable toSPItriangulation and mapping. Therefore, a novel bundle adjustment algorithm is proposed to solveEOof multi-stationSPIs. BecausePPIMSSPIsare not idealSPIs, a correction scheme was also developed to correct the imperfect geometry ofPPIMS SPI. Two test studies were performed for the data collected at a campus test field of National Cheng Kung University (NCKU) and at a historical site of Tainan. Both cases demonstrate the feasibility ofSPIbundle adjustment and applying corrections forPPIMSSPIsnecessary for effective for bundle adjustment. Furthermore, the experiment's results also confirm thatSPIscan replace original images forPPIMStriangulation."
Rigorous Strip Adjustment of UAV-based Laserscanning Data Including Time-Dependent Correction of Trajectory Errors,"Glira, Philipp; Pfeifer, Norbert; Mandlburger, Gottfried",pp. 945-954(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00016;jsessionid=6f5g9732ljapu.x-ic-live-02,"A new generation of laser scanners mounted on Unmanned Aerial Vehicles (UAVs) have the potential to provide high-quality point clouds of comparatively small areas (a few hectares). The high maneuverability of theUAVs, a typically large field of view of the laser scanners, and a comparatively small measurement range lead to point clouds with very high point density, less occlusions, and low measurement noise. However, due to the limited payload ofUAVs, lightweight navigation sensors with a moderate level of accuracy are used to estimate the platform's trajectory. As a consequence, the georeferencing quality of the point clouds is usually sub-optimal; for this, strip adjustment can be performed. The main goal of strip adjustment is to simultaneously optimize the relative and absolute orientation of the strip-wise collected point clouds. This is done by fully re-calibrating the laser scanning system and by correcting systematic measurement errors of the trajectory. In this paper, we extend our previous work on the topic of strip adjustment by the estimation of time-dependent trajectory errors. The errors are thereby modelled by natural cubic splines with constant segment length in time domain. First results confirm the suitability of this flexible correction model by reducing the relative and absolute strip discrepancies to 1.38 cm and 1.65 cm, respectively."
Planar-Based Adaptive Down-Sampling of Point Clouds,"Lin, Yun-Jou; Benziger, Ronald R; Habib, Ayman",pp. 955-966(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00017;jsessionid=6f5g9732ljapu.x-ic-live-02,"Derived point clouds from laser scanners and image-based dense-matching techniques usually include tremendous number of points. Processing (e.g., segmenting) such huge dataset is time-consuming and might not be necessary. For example, a planar surface just needs few points to be defined. In contrast, linear/cylindrical and rough features require more points for reliable modeling since during the data acquisition process, only a portion of linear/cylindrical features is present in the point cloud.This paper introduces an adaptive down-sampling strategy for removing redundant points from high density planar regions while retaining points in planar areas with sparse points and all the points within linear/cylindrical and rough neighborhoods. To demonstrate the feasibility and performance of the proposed procedure, a comparison of segmentation results using original laser and image-based point clouds as well as the adaptively, uniformly, and point-spacing-based down-sampled point clouds are presented while commenting on the computational efficiency and the segmentation quality."
Generating a Hazard Map of Dynamic Objects Using Lidar Mobile Mapping,"Schlichting, Alexander; Brenner, Claus",pp. 967-972(6),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00018;jsessionid=6f5g9732ljapu.x-ic-live-02,"One of the hardest problems for future self-driving cars is to predict hazardous situations involving pedestrians and cyclists. Human drivers solve this problem typically by having a deeper understanding of the scene. The technical equivalent of this is to provide a hazard map, which serves as a prior for self-driving cars, enabling them to adjust driving speed and processing thresholds.In this paper, we present a method to derive such a hazard map using lidar mobile mapping. Pedestrians and cyclists are obtained from a sequence of point clouds by segmentation and classification. Their locations are then accumulated in a grid map, which serves as a ""heat map"" for possible hazardous situations. To demonstrate our approach, we generated a map using lidar mobile mapping, obtained by twelve measurement campaigns in Hanover (Germany). Our results show different outcomes for the city center, residential areas, busy roads, and road junctions."
Improved Urban Scene Classification Using Full-Waveform Lidar,"Azadbakht, M.; Fraser, C. S.; Khoshelham, K.",pp. 973-980(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000012/art00019;jsessionid=6f5g9732ljapu.x-ic-live-02,"Full-waveform lidar data provides supplementary radiometric as well as more accurate geometric target information, when compared to discrete return systems. In this research, a wide range of classes in an urban scene; including trees, medium vegetation, low vegetation (grass), water bodies, pitched roofs, flat roofs, asphalt, vehicles, power lines, walls (fences) and concrete are considered. In order to tackle the challenge of distinguishing geometrically similar classes and enhancing the separability of other targets, a new set of features based on deconvolved waveforms is introduced. The positive effect of the proposed feature dataset on classification accuracy in individual classes is shown using two ensemble classifiers (random forests and RUSBoost). Performance of the classifiers is improved by integration with sampling techniques, especially for the under-represented classes. The final output of the proposed method is a highly detailed land cover map of the urban scene, which affords good separability between critical classes."
The Weight Matrix Determination of Systematic Bias Calibration for a Laser Altimeter,"Yue, Ma; Song, Li; Xiushan, Lu; Hong, Yi; Hui, Zhou; Tingwei, Cui",pp. 847-852(6),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000011/art00012;jsessionid=be0mb0mqba5d.x-ic-live-02,"The geolocation accuracy of satellite laser altimeters is significantly influenced by on-orbit misalignment and ranging biases. Few researchers have investigated the weight matrix determination method, which plays a critical role in bias estimation. In this article, a systematic misalignment and ranging bias model was deduced. Based on the least squares criterion, a bias calibration method was designed for use with solid natural surfaces; and the weight matrix was defined according to the ranging uncertainty theory. Referring to the Geoscience Laser Altimeter System (GLAS) parameters, the established model and method were verified using programming simulations, which indicated with a misalignment of tens of arcseconds in the pitch and roll directions and a ranging bias of several centimeters, by using the weight matrix, the estimation accuracies of the misalignment and ranging bias increased by 0.22 and 2 cm, respectively. Consequently, the geolocation accuracy increased by approximately 0.64 m horizontally and 3 cm vertically for a 1° sloping surface."
Quantifying Early-Seral Forest Composition with Remote Sensing,"Cooley, Rayma A.; Wolter, Peter T.; Sturtevant, Brian R.",pp. 853-863(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000011/art00013;jsessionid=be0mb0mqba5d.x-ic-live-02,"Spatially explicit modeling of recovering forest structure within two years following wildfire disturbance has not been attempted, yet such knowledge is critical for determining successional pathways. We used remote sensing and field data, along with digital climate and terrain data, to model and map early-seral aspen structure and vegetation species richness following wildfire. Richness was the strongest model (RMSE= 2.47 species, Adj. R2= 0.60), followed by aspen stem diameter, basal area (BA), height, density, and percent cover (Adj. R2range = 0.22 to 0.53). Effects of pre-fire aspenBAand fire severity on post-fire aspen structure and richness were analyzed. Post-fire recovery attributes were not significantly related to fire severity, while all but percent cover and richness were sensitive to pre-fire aspenBA(Adj. R2range = 0.12 to 0.33, p <0.001). This remote mapping capability will enable improved prediction of future forest composition and structure, and associated carbon stocks."
Robust Multi-Source Image Registration for Optical Satellite Based on Phase Information,"Li, Haichao; Man, Yiyun",pp. 865-878(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000011/art00015;jsessionid=be0mb0mqba5d.x-ic-live-02,"Robust image registration is a vital challenging task, especially for multi-source satellite images that may have significant different illumination. A coarse-to-fine registration algorithm based on phase information is proposed. The coarse registration is implemented using Fourier-polar transform and phase correction based on phase congruency. The fine registration is first implemented by dividing large images into blocks. Then, the uniformly distributed corners and Principal Phase Congruency (PPC) images are extracted. After that, the corresponding points of extracted corners are obtained based on Phase Correlation of Principal Phase Congruency (PCPPC), followed by a new outlier removal method. Experiment results revealed the robustness, accuracy, and distribution quality less than 1.0 of the proposed algorithm. The matching correct rate is about 94.7 percent for Data Set 2 due to considerable topography variations, and more than 96.6 percent for data set 4 despite significant different or inverse intensity, which can reach 100 percent with our outlier removal method."
Automated Relative Orientation of UAV-Based Imagery in the Presence of Prior Information for the Flight Trajectory,"He, Fangning; Habib, Ayman",pp. 879-891(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000011/art00016;jsessionid=be0mb0mqba5d.x-ic-live-02,"UAV-based 3D reconstruction has been used in various applications. However, mitigating the impact of outliers in automatically matched points remains to be a challenging task. Assuming the availability of prior information regarding theUAVtrajectory, this paper presents two approaches for reliable estimation of Relative Orientation Parameters (ROPs) in the presence of high percentage of matching outliers. The first approach, which assumes that theUAVplatform is moving at a constant flying height while maintaining the camera in a nadir-looking orientation, provides a two-point closed-form solution. The second approach starts from prior information regarding the flight trajectory to define a linearized model, which is augmented with a built-in outlier removal procedure, to estimate a refined set ofROPs. Experimental results from real datasets demonstrate the feasibility of the proposed approaches in providing reliableROPsfromUAV-based imagery in the presence of a high percentage of matching outliers (up to 90 percent)."
Geometric Calibration of Ziyuan-3 Three-Line Cameras Using Ground Control Lines,"Cao, Jinshan; Yuan, Xiuxiao; Fang, Yi; Gong, Jianya",pp. 893-902(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000011/art00018;jsessionid=be0mb0mqba5d.x-ic-live-02,"Owing to the large biases of laboratory-calibrated imaging parameters, the initial direct georeferencing accuracy of Ziyuan-3 (ZY-3) three-line camera (TLC) images can only reach the kilometer level. In this paper, a line-based geometric calibration model is established by using the line-coplanarity constraint, and a feasible geometric calibration approach for theZY-3 TLCs using ground control lines (GCLs) is presented. Experimental results show that the calibration accuracy achieved by usingGCLsreached about 1.0 pixel, which was almost the same as that achieved by using ground control points (GCPs). After substitutingGCLsforGCPsin the geometric calibration, the georeferencing accuracy of theZY-3 TLCimages without ground controls was significantly improved from the kilometer level to better than 11 m in planimetry and 8 m in height. A better georeferencing accuracy of about 3.0 m in planimetry and 2.5 m in height was achieved after the block adjustment with fourGCPs."
The Influence of Elliptical Gaussian Laser Beam on Inversion of Terrain Information for Satellite Laser Altimeter,"Hui, Zhou; Song, Li; Chi, Yang",pp. 767-773(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000010/art00012;jsessionid=bq1p78dogsf1.x-ic-live-03,"The transmitted laser mode of Geosciences Laser Altimeter System (GLAS) is a significant factor in determining the received pulse waveforms, which are used for inversing target information. The inversion algorithms in the scientific literature are based on the assumption that the transmitted laser is circular Gaussian. The practical laser pattern ofGLASis not circularly symmetric, but elliptical Gaussian. The received pulse shape will contain a bias, which would cause an error in the inversion information. In this paper, we describe new theoretical models about received pulse signal and inversion errors of range, surface slope and roughness. We present the results of waveforms shape and inversion errors for three representative terrains with different surface slope and roughness. The results show that the maximal inversion errors of range, surface slope, and roughness will reach 24.25 cm, 8.82° and 4.58 m, respectively, which cannot be negligible. Therefore, the inversion information should be reevaluated and amended depending on the type of terrain."
Evaluation of Geometric Elements of Repeat Station Imaging and Registration,"Stow, Douglas A.; Coulter, Lloyd C.; Lippitt, Christopher D.; MacDonald, Garrick; McCreight, Richard; Zamora, Nicholas",pp. 775-789(15),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2016/00000082/00000010/art00014;jsessionid=bq1p78dogsf1.x-ic-live-03,"Repeat station imaging (RSI) is an approach to precise aerial image registration and change detection. It involves planning and conducting aerial imaging flights such that the same sensor returns to the same imaging stations over time, replicating view geometry, and the resultant images are geometrically processed on a frame-by-frame basis. The objective of this paper is to elucidate and model the geometric elements associated with RSI capture and processing that influence the accuracy of co-registration. When each type of offset or difference in orientation is modeled separately, relative displacement of features in RSI pairs are linear functions of the varying orientation parameters and focal length, with the exception of an inverse square relationship with altitude above ground level; the combination of higher altitude and longer focal length reduces image displacements approximately in half. The average difference (bias) between modeled and measured parallax in ground dimensions is 0.1 m. Isolating the effects of orientation and offset factors is a useful first step towards developing a robust analytical model of the geometry of RSI pairs."
