Journal Title,Publisher Name,Link to Journal
Journal of Precision Respiratory Medicine,"OceanSide Publications, Inc",/content/ocean/jprm;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Psychology in Africa,NISC Pty Ltd,/content/nisc/jpa;jsessionid=dif5jnh30f2q.x-ic-live-02
South African Journal of Marine Science,NISC Pty Ltd,/content/nisc/sajms;jsessionid=dif5jnh30f2q.x-ic-live-02
Southern African Forestry Journal,NISC Pty Ltd,/content/nisc/safj;jsessionid=dif5jnh30f2q.x-ic-live-02
Southern Hemisphere Forestry Journal,NISC Pty Ltd,/content/nisc/shfj;jsessionid=dif5jnh30f2q.x-ic-live-02
JOURNAL- OPERATIONAL RESEARCH SOCIETY,Nature Publishing,/content/np/01605682;jsessionid=dif5jnh30f2q.x-ic-live-02
"Blumea - Biodiversity, Evolution and Biogeography of Plants",Naturalis Biodiversity Center,/content/nhn/blumea;jsessionid=dif5jnh30f2q.x-ic-live-02
Persoonia - Molecular Phylogeny and Evolution of Fungi,Naturalis Biodiversity Center,/content/nhn/pimj;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of The First-Year Experience & Students in Transition,National Resource Center for The First-Year Experience & Students in Transition,/content/fyesit/fyesit;jsessionid=dif5jnh30f2q.x-ic-live-02
Social Education,National Council for the Social Studies,/content/ncss/se;jsessionid=dif5jnh30f2q.x-ic-live-02
Social Studies and the Young Learner,National Council for the Social Studies,/content/ncss/ssyl;jsessionid=dif5jnh30f2q.x-ic-live-02
Language Issues: The ESOL Journal,National Association for Teaching English and other Community Languages to Adults (NATECLA),/content/natecla/esol;jsessionid=dif5jnh30f2q.x-ic-live-02
Technology & Innovation,National Academy of Inventors,/content/nai/ti;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Psychiatric Intensive Care,NAPICU (National Association of Psychiatric Intensive Care Units),/content/napicu/jpic;jsessionid=dif5jnh30f2q.x-ic-live-02
Mycotaxon,Mycotaxon,/content/mtax/mt;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Chiropterologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actac;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Ornithologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actao;jsessionid=dif5jnh30f2q.x-ic-live-02
Annales Zoologici,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/annales;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Applied Research in the Community College,Montezuma Publishing,/content/montezuma/jarcc;jsessionid=dif5jnh30f2q.x-ic-live-02
"Middle East Journal, The",Middle East Institute,/content/mei/mei;jsessionid=dif5jnh30f2q.x-ic-live-02
Marine Technology Society Journal,Marine Technology Society,/content/mts/mtsj;jsessionid=dif5jnh30f2q.x-ic-live-02
"Journal of Faculty Development, The",Magna Publications,/content/magna/jfd;jsessionid=dif5jnh30f2q.x-ic-live-02
JOURNAL OF SPINAL DISORDERS AND TECHNIQUES,"Lippincott, Williams and Wilkins",/content/lwaw/15360652;jsessionid=dif5jnh30f2q.x-ic-live-02
Music Theory and Analysis (MTA),Leuven University Press,/content/leuven/mta;jsessionid=dif5jnh30f2q.x-ic-live-02
New Zealand Law Review,Legal Research Foundation Inc.,/content/lrf/nzlr;jsessionid=dif5jnh30f2q.x-ic-live-02
Anarchist Studies,Lawrence and Wishart,/content/lwish/as;jsessionid=dif5jnh30f2q.x-ic-live-02
FORUM,Lawrence and Wishart,/content/lwish/forum;jsessionid=dif5jnh30f2q.x-ic-live-02
New Formations,Lawrence and Wishart,/content/lwish/nf;jsessionid=dif5jnh30f2q.x-ic-live-02
Soundings,Lawrence and Wishart,/content/lwish/sou;jsessionid=dif5jnh30f2q.x-ic-live-02
Twentieth Century Communism,Lawrence and Wishart,/content/lwish/tcc;jsessionid=dif5jnh30f2q.x-ic-live-02
Romanische Forschungen,"Klostermann, Vittorio",/content/klos/rofo;jsessionid=dif5jnh30f2q.x-ic-live-02
Zeitschrift für philosophische Forschung,"Klostermann, Vittorio",/content/klos/zphf;jsessionid=dif5jnh30f2q.x-ic-live-02
Attachment,Karnac Books,/content/phoenix/att;jsessionid=dif5jnh30f2q.x-ic-live-02
Couple and Family Psychoanalysis,Karnac Books,/content/phoenix/cfp;jsessionid=dif5jnh30f2q.x-ic-live-02
"International Journal of Forensic Psychotherapy, The",Karnac Books,/content/phoenix/ijfp;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Psychological Therapies,Karnac Books,/content/phoenix/jpt;jsessionid=dif5jnh30f2q.x-ic-live-02
Organisational and Social Dynamics,Karnac Books,/content/phoenix/osd;jsessionid=dif5jnh30f2q.x-ic-live-02
Psychoanalysis and Psychotherapy in China,Karnac Books,/content/phoenix/ppc;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Transport Economics and Policy (JTEP),Journal of Transport Economics and Policy,/content/lse/jtep;jsessionid=dif5jnh30f2q.x-ic-live-02
Johnson Matthey Technology Review,Johnson Matthey,/content/matthey/jmtr;jsessionid=dif5jnh30f2q.x-ic-live-02
Platinum Metals Review,Johnson Matthey,/content/matthey/pmr;jsessionid=dif5jnh30f2q.x-ic-live-02
"Agenda Setting Journal. Theory, Practice, Critique, The",John Benjamins Publishing Company,/content/jbp/asj;jsessionid=dif5jnh30f2q.x-ic-live-02
AILA Review,John Benjamins Publishing Company,/content/jbp/aila;jsessionid=dif5jnh30f2q.x-ic-live-02
Annual Review of Cognitive Linguistics,John Benjamins Publishing Company,/content/jbp/arcl;jsessionid=dif5jnh30f2q.x-ic-live-02
Annual Review of Language Acquisition,John Benjamins Publishing Company,/content/jbp/arla;jsessionid=dif5jnh30f2q.x-ic-live-02
Applied Pragmatics,John Benjamins Publishing Company,/content/jbp/ap;jsessionid=dif5jnh30f2q.x-ic-live-02
Asian Languages and Linguistics,John Benjamins Publishing Company,/content/jbp/alal;jsessionid=dif5jnh30f2q.x-ic-live-02
Asia-Pacific Language Variation,John Benjamins Publishing Company,/content/jbp/aplv;jsessionid=dif5jnh30f2q.x-ic-live-02
Australian Review of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/aral;jsessionid=dif5jnh30f2q.x-ic-live-02
Babel,John Benjamins Publishing Company,/content/jbp/bab;jsessionid=dif5jnh30f2q.x-ic-live-02
Belgian Journal of Linguistics,John Benjamins Publishing Company,/content/jbp/bjl;jsessionid=dif5jnh30f2q.x-ic-live-02
Bochumer Philosophisches Jahrbuch fur Antike und Mittelalter,John Benjamins Publishing Company,/content/jbp/bpj;jsessionid=dif5jnh30f2q.x-ic-live-02
Chinese as a Second Language,John Benjamins Publishing Company,/content/jbp/csl;jsessionid=dif5jnh30f2q.x-ic-live-02
Chinese Language & Discourse,John Benjamins Publishing Company,/content/jbp/cld;jsessionid=dif5jnh30f2q.x-ic-live-02
Cognitive Linguistic Studies,John Benjamins Publishing Company,/content/jbp/cogls;jsessionid=dif5jnh30f2q.x-ic-live-02
Concentric: Studies in Linguistics,John Benjamins Publishing Company,/content/jbp/consl;jsessionid=dif5jnh30f2q.x-ic-live-02
Concepts and Transformation,John Benjamins Publishing Company,/content/jbp/cat;jsessionid=dif5jnh30f2q.x-ic-live-02
Consciousness & Emotion,John Benjamins Publishing Company,/content/jbp/ce;jsessionid=dif5jnh30f2q.x-ic-live-02
Constructions and Frames,John Benjamins Publishing Company,/content/jbp/cf;jsessionid=dif5jnh30f2q.x-ic-live-02
Diachronica,John Benjamins Publishing Company,/content/jbp/dia;jsessionid=dif5jnh30f2q.x-ic-live-02
Digital Translation,John Benjamins Publishing Company,/content/jbp/dt;jsessionid=dif5jnh30f2q.x-ic-live-02
Document Design,John Benjamins Publishing Company,/content/jbp/dd;jsessionid=dif5jnh30f2q.x-ic-live-02
Dutch Journal of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/dujal;jsessionid=dif5jnh30f2q.x-ic-live-02
English Text Construction,John Benjamins Publishing Company,/content/jbp/etc;jsessionid=dif5jnh30f2q.x-ic-live-02
English World-Wide,John Benjamins Publishing Company,/content/jbp/eww;jsessionid=dif5jnh30f2q.x-ic-live-02
EUROSLA Yearbook,John Benjamins Publishing Company,/content/jbp/eusy;jsessionid=dif5jnh30f2q.x-ic-live-02
Evolution of Communication,John Benjamins Publishing Company,/content/jbp/evco;jsessionid=dif5jnh30f2q.x-ic-live-02
Evolutionary Linguistic Theory,John Benjamins Publishing Company,/content/jbp/elt;jsessionid=dif5jnh30f2q.x-ic-live-02
FORUM. Revue internationale d’interprétation et de traduction / International Journal of Interpretation and Translation,John Benjamins Publishing Company,/content/jbp/forum;jsessionid=dif5jnh30f2q.x-ic-live-02
Functions of Language,John Benjamins Publishing Company,/content/jbp/fol;jsessionid=dif5jnh30f2q.x-ic-live-02
Gesture,John Benjamins Publishing Company,/content/jbp/gest;jsessionid=dif5jnh30f2q.x-ic-live-02
Historiographia Linguistica,John Benjamins Publishing Company,/content/jbp/hl;jsessionid=dif5jnh30f2q.x-ic-live-02
Information Design Journal,John Benjamins Publishing Company,/content/jbp/idj;jsessionid=dif5jnh30f2q.x-ic-live-02
Interaction Studies,John Benjamins Publishing Company,/content/jbp/is;jsessionid=dif5jnh30f2q.x-ic-live-02
Interactional Linguistics,John Benjamins Publishing Company,/content/jbp/il;jsessionid=dif5jnh30f2q.x-ic-live-02
International Journal of Chinese Linguistics,John Benjamins Publishing Company,/content/jbp/ijchl;jsessionid=dif5jnh30f2q.x-ic-live-02
International Journal of Cognition and Technology,John Benjamins Publishing Company,/content/jbp/ijct;jsessionid=dif5jnh30f2q.x-ic-live-02
International Journal of Corpus Linguistics,John Benjamins Publishing Company,/content/jbp/ijcl;jsessionid=dif5jnh30f2q.x-ic-live-02
International Journal of Language and Culture,John Benjamins Publishing Company,/content/jbp/ijolc;jsessionid=dif5jnh30f2q.x-ic-live-02
International Journal of Learner Corpus Research,John Benjamins Publishing Company,/content/jbp/ijlcr;jsessionid=dif5jnh30f2q.x-ic-live-02
Internet Pragmatics,John Benjamins Publishing Company,/content/jbp/ip;jsessionid=dif5jnh30f2q.x-ic-live-02
Interpreting,John Benjamins Publishing Company,/content/jbp/intp;jsessionid=dif5jnh30f2q.x-ic-live-02
ITL - International Journal of Applied Linguistics,John Benjamins Publishing Company,/content/jbp/itl;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Argumentation in Context,John Benjamins Publishing Company,/content/jbp/jaic;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Asian Pacific Communication,John Benjamins Publishing Company,/content/jbp/japc;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of English for Research Publication Purposes,John Benjamins Publishing Company,/content/jbp/jerpp;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of English-Medium Instruction,John Benjamins Publishing Company,/content/jbp/jemi;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Historical Linguistics,John Benjamins Publishing Company,/content/jbp/jhl;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Historical Pragmatics,John Benjamins Publishing Company,/content/jbp/jhp;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Immersion and Content-Based Language Education,John Benjamins Publishing Company,/content/jbp/jicb;jsessionid=dif5jnh30f2q.x-ic-live-02
"Journal of Internationalization and Localization, The",John Benjamins Publishing Company,/content/jbp/jial;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Language Aggression and Conflict,John Benjamins Publishing Company,/content/jbp/jlac;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Language and Politics,John Benjamins Publishing Company,/content/jbp/jlp;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Language and Sexuality,John Benjamins Publishing Company,/content/jbp/jls;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Pidgin and Creole Languages,John Benjamins Publishing Company,/content/jbp/jpcl;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Second Language Pronunciation,John Benjamins Publishing Company,/content/jbp/jslp;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Second Language Studies,John Benjamins Publishing Company,/content/jbp/jsls;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of Uralic Linguistics,John Benjamins Publishing Company,/content/jbp/jul;jsessionid=dif5jnh30f2q.x-ic-live-02
Korean Linguistics,John Benjamins Publishing Company,/content/jbp/kl;jsessionid=dif5jnh30f2q.x-ic-live-02
Language and Dialogue,John Benjamins Publishing Company,/content/jbp/ld;jsessionid=dif5jnh30f2q.x-ic-live-02
Language and Linguistics,John Benjamins Publishing Company,/content/jbp/lali;jsessionid=dif5jnh30f2q.x-ic-live-02
"Language, Context and Text. The Social Semiotics Forum",John Benjamins Publishing Company,/content/jbp/langct;jsessionid=dif5jnh30f2q.x-ic-live-02
"Language, Culture and Society",John Benjamins Publishing Company,/content/jbp/lcs;jsessionid=dif5jnh30f2q.x-ic-live-02
Language Ecology,John Benjamins Publishing Company,/content/jbp/le;jsessionid=dif5jnh30f2q.x-ic-live-02
"Language, Interaction and Acquisition / Langage, Interaction et Acquisition",John Benjamins Publishing Company,/content/jbp/lia;jsessionid=dif5jnh30f2q.x-ic-live-02
Language Problems & Language Planning,John Benjamins Publishing Company,/content/jbp/lplp;jsessionid=dif5jnh30f2q.x-ic-live-02
Language Teaching for Young Learners,John Benjamins Publishing Company,/content/jbp/ltyl;jsessionid=dif5jnh30f2q.x-ic-live-02
Languages in Contrast,John Benjamins Publishing Company,/content/jbp/lic;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistic Approaches to Bilingualism,John Benjamins Publishing Company,/content/jbp/lab;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistic Landscape: An international journal,John Benjamins Publishing Company,/content/jbp/ll;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistic Variation,John Benjamins Publishing Company,/content/jbp/lv;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistic Variation Yearbook,John Benjamins Publishing Company,/content/jbp/livy;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistics in the Netherlands,John Benjamins Publishing Company,/content/jbp/avt;jsessionid=dif5jnh30f2q.x-ic-live-02
Linguistics of the Tibeto-Burman Area,John Benjamins Publishing Company,/content/jbp/ltba;jsessionid=dif5jnh30f2q.x-ic-live-02
Lingvisticae Investigationes,John Benjamins Publishing Company,/content/jbp/li;jsessionid=dif5jnh30f2q.x-ic-live-02
"Mental Lexicon, The",John Benjamins Publishing Company,/content/jbp/ml;jsessionid=dif5jnh30f2q.x-ic-live-02
Metaphor and the Social World,John Benjamins Publishing Company,/content/jbp/msw;jsessionid=dif5jnh30f2q.x-ic-live-02
Narrative Inquiry,John Benjamins Publishing Company,/content/jbp/nari;jsessionid=dif5jnh30f2q.x-ic-live-02
NOWELE: North-Western European Language Evolution,John Benjamins Publishing Company,/content/jbp/nowele;jsessionid=dif5jnh30f2q.x-ic-live-02
Pedagogical Linguistics,John Benjamins Publishing Company,/content/jbp/pl;jsessionid=dif5jnh30f2q.x-ic-live-02
Pragmatics,John Benjamins Publishing Company,/content/jbp/prag;jsessionid=dif5jnh30f2q.x-ic-live-02
Pragmatics and Society,John Benjamins Publishing Company,/content/jbp/ps;jsessionid=dif5jnh30f2q.x-ic-live-02
Pragmatics & Cognition,John Benjamins Publishing Company,/content/jbp/pc;jsessionid=dif5jnh30f2q.x-ic-live-02
Register Studies,John Benjamins Publishing Company,/content/jbp/rs;jsessionid=dif5jnh30f2q.x-ic-live-02
Reinardus,John Benjamins Publishing Company,/content/jbp/rein;jsessionid=dif5jnh30f2q.x-ic-live-02
Review of Cognitive Linguistics,John Benjamins Publishing Company,/content/jbp/rcl;jsessionid=dif5jnh30f2q.x-ic-live-02
Revista Española de Lingüística Aplicada,John Benjamins Publishing Company,/content/jbp/resla;jsessionid=dif5jnh30f2q.x-ic-live-02
Revue Romane,John Benjamins Publishing Company,/content/jbp/rro;jsessionid=dif5jnh30f2q.x-ic-live-02
Revue Romane,John Benjamins Publishing Company,/content/jbp/rr;jsessionid=dif5jnh30f2q.x-ic-live-02
Scientific Study of Literature,John Benjamins Publishing Company,/content/jbp/ssol;jsessionid=dif5jnh30f2q.x-ic-live-02
Sign Language & Linguistics,John Benjamins Publishing Company,/content/jbp/sll;jsessionid=dif5jnh30f2q.x-ic-live-02
Spanish in Context,John Benjamins Publishing Company,/content/jbp/sic;jsessionid=dif5jnh30f2q.x-ic-live-02
Studies in Language,John Benjamins Publishing Company,/content/jbp/sl;jsessionid=dif5jnh30f2q.x-ic-live-02
Study Abroad Research in Second Language Acquisition and International Education,John Benjamins Publishing Company,/content/jbp/sar;jsessionid=dif5jnh30f2q.x-ic-live-02
Target,John Benjamins Publishing Company,/content/jbp/targ;jsessionid=dif5jnh30f2q.x-ic-live-02
TASK. Journal on Task-Based Language Teaching and Learning,John Benjamins Publishing Company,/content/jbp/task;jsessionid=dif5jnh30f2q.x-ic-live-02
Terminology,John Benjamins Publishing Company,/content/jbp/term;jsessionid=dif5jnh30f2q.x-ic-live-02
Translation and Interpreting Studies,John Benjamins Publishing Company,/content/jbp/tis;jsessionid=dif5jnh30f2q.x-ic-live-02
Translation and Translanguaging in Multilingual Contexts,John Benjamins Publishing Company,/content/jbp/ttmc;jsessionid=dif5jnh30f2q.x-ic-live-02
"Translation, Cognition & Behavior",John Benjamins Publishing Company,/content/jbp/tcb;jsessionid=dif5jnh30f2q.x-ic-live-02
Translation in Society,John Benjamins Publishing Company,/content/jbp/tris;jsessionid=dif5jnh30f2q.x-ic-live-02
Translation Spaces,John Benjamins Publishing Company,/content/jbp/ts;jsessionid=dif5jnh30f2q.x-ic-live-02
Written Language & Literacy,John Benjamins Publishing Company,/content/jbp/wll;jsessionid=dif5jnh30f2q.x-ic-live-02
Curriculum and Teaching,James Nicholas Publishers,/content/jnp/ct;jsessionid=dif5jnh30f2q.x-ic-live-02
Education and Society,James Nicholas Publishers,/content/jnp/es;jsessionid=dif5jnh30f2q.x-ic-live-02
Educational Practice and Theory,James Nicholas Publishers,/content/jnp/ept;jsessionid=dif5jnh30f2q.x-ic-live-02
"Information Technology, Education and Society",James Nicholas Publishers,/content/jnp/ites;jsessionid=dif5jnh30f2q.x-ic-live-02
Learning and Teaching,James Nicholas Publishers,/content/jnp/lt;jsessionid=dif5jnh30f2q.x-ic-live-02
Political Crossroads,James Nicholas Publishers,/content/jnp/pc;jsessionid=dif5jnh30f2q.x-ic-live-02
World Studies in Education,James Nicholas Publishers,/content/jnp/wse;jsessionid=dif5jnh30f2q.x-ic-live-02
Irish Journal of French Studies,Irish Journal of French Studies,/content/irjofs/ijfs;jsessionid=dif5jnh30f2q.x-ic-live-02
IJTLD OPEN,International Union Against Tuberculosis and Lung Disease,/content/iuatld/ijtldo;jsessionid=dif5jnh30f2q.x-ic-live-02
"International Journal of Tuberculosis and Lung Disease, The",International Union Against Tuberculosis and Lung Disease,/content/iuatld/ijtld;jsessionid=dif5jnh30f2q.x-ic-live-02
Public Health Action,International Union Against Tuberculosis and Lung Disease,/content/iuatld/pha;jsessionid=dif5jnh30f2q.x-ic-live-02
"Journal of Solid Waste Technology and Management, The","International Society of Waste Management, Air and Water (ISWMAW)",/content/jswt/jswt;jsessionid=dif5jnh30f2q.x-ic-live-02
International Rules for Seed Testing,International Seed Testing Association,/content/ista/rules;jsessionid=dif5jnh30f2q.x-ic-live-02
Seed Science and Technology,International Seed Testing Association,/content/ista/sst;jsessionid=dif5jnh30f2q.x-ic-live-02
"Journal of Health, Sports, and Kinesiology","International Organization for Health, Sports, and Kinesiology (IOHSK)",/content/iohsk/johsk;jsessionid=dif5jnh30f2q.x-ic-live-02
"Journal of Management, Spirituality & Religion","International Association of Management, Spirituality & Religion",/content/jmsr/rmsr20;jsessionid=dif5jnh30f2q.x-ic-live-02
Journal of the International Association for Shell and Spatial Structures,International Association for Shell and Spatial Structures (IASS),/content/iass/jiass;jsessionid=dif5jnh30f2q.x-ic-live-02
Proceedings of IASS Annual Symposia,International Association for Shell and Spatial Structures (IASS),/content/iass/piass;jsessionid=dif5jnh30f2q.x-ic-live-02
Alternative Worlds in Hollywood Cinema,Intellect Books,/content/intelb/31mz8s;jsessionid=dif5jnh30f2q.x-ic-live-02
"Architecture of the Screen, The",Intellect Books,/content/intelb/2y60r7;jsessionid=dif5jnh30f2q.x-ic-live-02
Australian Film Theory and Criticism,Intellect Books,/content/intelb/2y60yc;jsessionid=dif5jnh30f2q.x-ic-live-02
Australian Post-war Documentary Film,Intellect Books,/content/intelb/31mz8z;jsessionid=dif5jnh30f2q.x-ic-live-02
Berlin School Glossary,Intellect Books,/content/intelb/2y60n1;jsessionid=dif5jnh30f2q.x-ic-live-02
Beyond Auteurism,Intellect Books,/content/intelb/31mz8v;jsessionid=dif5jnh30f2q.x-ic-live-02
"Cinema Makers, The",Intellect Books,/content/intelb/2y60n9;jsessionid=dif5jnh30f2q.x-ic-live-02
"Cinema of Mika Kaurismäki, The",Intellect Books,/content/intelb/31mzec;jsessionid=dif5jnh30f2q.x-ic-live-02
Cinemas of the Other: A Personal Journey with Film-Makers from Central Asia,Intellect Books,/content/intelb/31mzn2;jsessionid=dif5jnh30f2q.x-ic-live-02
Cinemas of the Other: A Personal Journey with Film-Makers from Iran and Turkey,Intellect Books,/content/intelb/31mzn1;jsessionid=dif5jnh30f2q.x-ic-live-02
Cinemas of the Other: A Personal Journey with Film-makers from the Middle East and Central Asia,Intellect Books,/content/intelb/31mzsh;jsessionid=dif5jnh30f2q.x-ic-live-02
"Danish Directors 3, The",Intellect Books,/content/intelb/2y60ud;jsessionid=dif5jnh30f2q.x-ic-live-02
"Danish Directors, The",Intellect Books,/content/intelb/31mzou;jsessionid=dif5jnh30f2q.x-ic-live-02
David Cronenberg,Intellect Books,/content/intelb/31mzt2;jsessionid=dif5jnh30f2q.x-ic-live-02
Declarations of Independence,Intellect Books,/content/intelb/31mz7u;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Africa,Intellect Books,/content/intelb/2y60w8;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: American Hollywood,Intellect Books,/content/intelb/31mzg8;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: American Hollywood 2,Intellect Books,/content/intelb/2y60yz;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: American Independent,Intellect Books,/content/intelb/31mzch;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Australia and New Zealand 2,Intellect Books,/content/intelb/2y60yp;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Brazil,Intellect Books,/content/intelb/2y60rq;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Britain,Intellect Books,/content/intelb/31mzin;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Britain 2,Intellect Books,/content/intelb/2y60we;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: China,Intellect Books,/content/intelb/31mzid;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema China 2,Intellect Books,/content/intelb/2y60wh;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: East Europe,Intellect Books,/content/intelb/31mzg6;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Finland,Intellect Books,/content/intelb/31mzka;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: France,Intellect Books,/content/intelb/31mzl9;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Germany,Intellect Books,/content/intelb/31mzhy;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema India,Intellect Books,/content/intelb/2y60zh;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Italy,Intellect Books,/content/intelb/31mzgn;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Japan,Intellect Books,/content/intelb/31mzie;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Japan 3,Intellect Books,/content/intelb/2y60wk;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Russia 2,Intellect Books,/content/intelb/2y60yn;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema Scotland,Intellect Books,/content/intelb/2y60wb;jsessionid=dif5jnh30f2q.x-ic-live-02
Directory of World Cinema: Spain,Intellect Books,/content/intelb/31mzht;jsessionid=dif5jnh30f2q.x-ic-live-02
Downtown Film and TV Culture 1975-2001,Intellect Books,/content/intelb/2y60x4;jsessionid=dif5jnh30f2q.x-ic-live-02
Drive in Cinema,Intellect Books,/content/intelb/2y60yv;jsessionid=dif5jnh30f2q.x-ic-live-02
Educating Film-makers,Intellect Books,/content/intelb/2y60st;jsessionid=dif5jnh30f2q.x-ic-live-02
Engaging with Reality,Intellect Books,/content/intelb/2y60s0;jsessionid=dif5jnh30f2q.x-ic-live-02
Europe and Love in Cinema,Intellect Books,/content/intelb/31mzkg;jsessionid=dif5jnh30f2q.x-ic-live-02
Feminist Ethics in Film,Intellect Books,/content/intelb/31mzkq;jsessionid=dif5jnh30f2q.x-ic-live-02
Film on the Faultline,Intellect Books,/content/intelb/2y60xe;jsessionid=dif5jnh30f2q.x-ic-live-02
Flesh Into Light,Intellect Books,/content/intelb/31mzkr;jsessionid=dif5jnh30f2q.x-ic-live-02
Frontiers of Screen History,Intellect Books,/content/intelb/2y60pl;jsessionid=dif5jnh30f2q.x-ic-live-02
Futures of Chinese Cinema,Intellect Books,/content/intelb/31mzbd;jsessionid=dif5jnh30f2q.x-ic-live-02
Green Documentary,Intellect Books,/content/intelb/2y60sf;jsessionid=dif5jnh30f2q.x-ic-live-02
Historical Comedy On Screen,Intellect Books,/content/intelb/31mzga;jsessionid=dif5jnh30f2q.x-ic-live-02
Hong Kong New Wave Cinema (1978–2000),Intellect Books,/content/intelb/31mz81;jsessionid=dif5jnh30f2q.x-ic-live-02
Immigration Cinema in the New Europe,Intellect Books,/content/intelb/2y60x5;jsessionid=dif5jnh30f2q.x-ic-live-02
Inclusion in New Danish Cinema,Intellect Books,/content/intelb/2y60sz;jsessionid=dif5jnh30f2q.x-ic-live-02
Iranian Cinema and Globalization,Intellect Books,/content/intelb/31mzl0;jsessionid=dif5jnh30f2q.x-ic-live-02
Italian TV Drama and Beyond,Intellect Books,/content/intelb/31mzkx;jsessionid=dif5jnh30f2q.x-ic-live-02
Lure of the Big Screen,Intellect Books,/content/intelb/2y60vz;jsessionid=dif5jnh30f2q.x-ic-live-02
"Ned Kelly Films, The",Intellect Books,/content/intelb/2y60pv;jsessionid=dif5jnh30f2q.x-ic-live-02
New Zealand Cinema,Intellect Books,/content/intelb/31mzgd;jsessionid=dif5jnh30f2q.x-ic-live-02
New Zealand Film and Television,Intellect Books,/content/intelb/31mzip;jsessionid=dif5jnh30f2q.x-ic-live-02
"Open Roads, Closed Borders",Intellect Books,/content/intelb/2y60n7;jsessionid=dif5jnh30f2q.x-ic-live-02
Peter Weir,Intellect Books,/content/intelb/31mzn3;jsessionid=dif5jnh30f2q.x-ic-live-02
Polanski & Perception,Intellect Books,/content/intelb/31mzl4;jsessionid=dif5jnh30f2q.x-ic-live-02
Real Objects in Unreal Situations,Intellect Books,/content/intelb/2y60s8;jsessionid=dif5jnh30f2q.x-ic-live-02
Recording Memories from Political Violence,Intellect Books,/content/intelb/31mzdw;jsessionid=dif5jnh30f2q.x-ic-live-02
Reframing Reality,Intellect Books,/content/intelb/2y60q1;jsessionid=dif5jnh30f2q.x-ic-live-02
Rhetoric of Modern Death in American Living Dead Films,Intellect Books,/content/intelb/2y60vw;jsessionid=dif5jnh30f2q.x-ic-live-02
"Roots of Modern Hollywood, The",Intellect Books,/content/intelb/2y60vq;jsessionid=dif5jnh30f2q.x-ic-live-02
