Journal Title,Publisher Name,Link to Journal,Print ISSN,Online ISSN,Latest Issue
Cerâmica,Directory of Open Access Journals,/content/doaj/03666913;jsessionid=dif5jnh30f2q.x-ic-live-02,03666913,N/A,"Number 369, 2018"
Ceramics-Silikáty,Directory of Open Access Journals,/content/doaj/08625468;jsessionid=dif5jnh30f2q.x-ic-live-02,08625468,N/A,"Number 1, 2017"
Cerebrospinal Fluid Research,Directory of Open Access Journals,/content/doaj/17438454;jsessionid=dif5jnh30f2q.x-ic-live-02,17438454,N/A,"Number 1, 2010"
Cerebrovascular Diseases Extra,Directory of Open Access Journals,/content/doaj/16645456;jsessionid=dif5jnh30f2q.x-ic-live-02,16645456,N/A,"Number 1, 2015"
Cerne,Directory of Open Access Journals,/content/doaj/01047760;jsessionid=dif5jnh30f2q.x-ic-live-02,01047760,N/A,"Number 2, 2016"
CeROArt : Conservation,Directory of Open Access Journals,/content/doaj/17845092;jsessionid=dif5jnh30f2q.x-ic-live-02,17845092,N/A,"Number 1, 2012"
CES Working Papers,Directory of Open Access Journals,/content/doaj/20677693;jsessionid=dif5jnh30f2q.x-ic-live-02,20677693,N/A,"Number 1, 2017"
"CESS (Journal of Computer Engineering, System and Science)",Directory of Open Access Journals,/content/doaj/25027131;jsessionid=dif5jnh30f2q.x-ic-live-02,25027131,N/A,"Number 1, 2017"
Challenge,"Routledge, part of the Taylor & Francis Group",/content/routledg/mcha20;jsessionid=dif5jnh30f2q.x-ic-live-02,05775132,N/A,"Numbers 5-6, 2 November 2023"
Challenges,Directory of Open Access Journals,/content/doaj/20781547;jsessionid=dif5jnh30f2q.x-ic-live-02,20781547,N/A,"Number 1, 2016"
Challenges of the Knowledge Society,Directory of Open Access Journals,/content/doaj/20687796;jsessionid=dif5jnh30f2q.x-ic-live-02,20687796,N/A,"Number 1, 2017"
CHANCE,Taylor and Francis Ltd,/content/tandf/ucha20;jsessionid=dif5jnh30f2q.x-ic-live-02,09332480,09332480,"Number 2, 2 April 2024"
Change and Adaptation in Socio-Ecological Systems,Directory of Open Access Journals,/content/doaj/23003669;jsessionid=dif5jnh30f2q.x-ic-live-02,23003669,N/A,"Number 1, 2015"
Change: The Magazine of Higher Learning,"Routledge, part of the Taylor & Francis Group",/content/routledg/chn;jsessionid=dif5jnh30f2q.x-ic-live-02,00091383,00091383,"Number 4, 3 July 2024"
Change:Survey Report by the Press on China's Environment(2006),CNPIEC,/content/cnpiec/24143;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Changing English,"Routledge, part of the Taylor & Francis Group",/content/routledg/ccen;jsessionid=dif5jnh30f2q.x-ic-live-02,1358684X,1358684X,"Number 3, 2 July 2024"
Channels,Taylor and Francis Ltd,/content/tandf/kchl20;jsessionid=dif5jnh30f2q.x-ic-live-02,19336950,N/A,"Number 1, 31 December 2022"
"Charleston Advisor, The",Annual Reviews,/content/annurev/tca;jsessionid=dif5jnh30f2q.x-ic-live-02,15254011,15254011,"Number 5, 1 July 2024"
Charrette,association of architectural educators (aae),/content/arched/char;jsessionid=dif5jnh30f2q.x-ic-live-02,20546718,N/A,"Number 2, Autumn 2023"
Chasqui,Directory of Open Access Journals,/content/doaj/13901079;jsessionid=dif5jnh30f2q.x-ic-live-02,13901079,N/A,"Number 21, 2015"
Chemical and Biochemical Engineering Quarterly,Directory of Open Access Journals,/content/doaj/03529568;jsessionid=dif5jnh30f2q.x-ic-live-02,03529568,N/A,"Number 4, 2018"
Chemical and Process Engineering,Directory of Open Access Journals,/content/doaj/23001925;jsessionid=dif5jnh30f2q.x-ic-live-02,23001925,N/A,"Number 1, 2017"
Chemical Bulletin of Kazakh National University,Directory of Open Access Journals,/content/doaj/15630331;jsessionid=dif5jnh30f2q.x-ic-live-02,15630331,N/A,"Number 2, 2017"
Chemical Engineering Communications,Taylor and Francis Ltd,/content/tandf/gcec;jsessionid=dif5jnh30f2q.x-ic-live-02,00986445,00986445,"Number 10, 2 October 2024"
Chemical Industry and Chemical Engineering Quarterly,Directory of Open Access Journals,/content/doaj/14519372;jsessionid=dif5jnh30f2q.x-ic-live-02,14519372,N/A,"Number 4, 2017"
Chemical Speciation and Bioavailability,Taylor and Francis Ltd,/content/tandf/csb;jsessionid=dif5jnh30f2q.x-ic-live-02,09542299,N/A,"Number 4, November 2014"
Chemical Speciation & Bioavailability,Directory of Open Access Journals,/content/doaj/09542299;jsessionid=dif5jnh30f2q.x-ic-live-02,09542299,N/A,"Number 1, 2017"
Chemistry and Ecology,Taylor and Francis Ltd,/content/tandf/gche;jsessionid=dif5jnh30f2q.x-ic-live-02,02757540,02757540,"Number 7, 8 August 2024"
Chemistry Central Journal,Directory of Open Access Journals,/content/doaj/1752153x;jsessionid=dif5jnh30f2q.x-ic-live-02,1752153X,N/A,"Number 1, 2012"
Chemistry International,De Gruyter,/content/degruyter/ci;jsessionid=dif5jnh30f2q.x-ic-live-02,01936484,N/A,"Number 4, 1 October 2024"
Chemistry Journal of Moldova: General,Directory of Open Access Journals,/content/doaj/18571727;jsessionid=dif5jnh30f2q.x-ic-live-02,18571727,N/A,"Number 1, 2018"
Chemosensors,Directory of Open Access Journals,/content/doaj/22279040;jsessionid=dif5jnh30f2q.x-ic-live-02,22279040,N/A,"Number 3, 2016"
Child and Adolescent Psychiatry and Mental Health,Directory of Open Access Journals,/content/doaj/17532000;jsessionid=dif5jnh30f2q.x-ic-live-02,17532000,N/A,"Number 1, 2012"
Child Care in Practice,"Routledge, part of the Taylor & Francis Group",/content/routledg/cccp;jsessionid=dif5jnh30f2q.x-ic-live-02,13575279,13575279,"Number 3, 2 July 2024"
Child & Family Behavior Therapy,"Routledge, part of the Taylor & Francis Group",/content/routledg/wcfb20;jsessionid=dif5jnh30f2q.x-ic-live-02,07317107,07317107,"Number 3, 2 July 2024"
"Child Neuropsychology (Neuropsychology, Development and Cognition: Section C)","Routledge, part of the Taylor & Francis Group",/content/routledg/chin;jsessionid=dif5jnh30f2q.x-ic-live-02,09297049,09297049,"Number 6, 17 August 2024"
Child & Youth Services,"Routledge, part of the Taylor & Francis Group",/content/routledg/wcys20;jsessionid=dif5jnh30f2q.x-ic-live-02,0145935X,0145935X,"Number 3, 2 July 2024"
Childhood Education,"Routledge, part of the Taylor & Francis Group",/content/routledg/uced20;jsessionid=dif5jnh30f2q.x-ic-live-02,00094056,00094056,"Number 4, 3 July 2024"
Childhood in the Past,"Routledge, part of the Taylor & Francis Group",/content/routledg/ycip20;jsessionid=dif5jnh30f2q.x-ic-live-02,17585716,N/A,"Number 1, 2 January 2024"
Children (Basel),Directory of Open Access Journals,/content/doaj/22279067;jsessionid=dif5jnh30f2q.x-ic-live-02,22279067,N/A,"Number 3, 2016"
Children's Geographies,"Routledge, part of the Taylor & Francis Group",/content/routledg/cchg;jsessionid=dif5jnh30f2q.x-ic-live-02,14733285,14733285,"Number 4, 3 July 2024"
Children's Health Care,"Routledge, part of the Taylor & Francis Group",/content/routledg/hchc20;jsessionid=dif5jnh30f2q.x-ic-live-02,02739615,02739615,"Number 4, 2 October 2022"
Chilean Journal of Agricultural Research,Directory of Open Access Journals,/content/doaj/07185839;jsessionid=dif5jnh30f2q.x-ic-live-02,07185839,N/A,"Number 1, 2016"
Chimica Techno Acta,Directory of Open Access Journals,/content/doaj/24095613;jsessionid=dif5jnh30f2q.x-ic-live-02,24095613,N/A,"Number 4, 2017"
China Agricultural Economic Review,Emerald Group Publishing Limited,/content/mcb/caer;jsessionid=dif5jnh30f2q.x-ic-live-02,1756137X,N/A,"Number 4, 2024"
China Economic Journal,"Routledge, part of the Taylor & Francis Group",/content/routledg/rcej20;jsessionid=dif5jnh30f2q.x-ic-live-02,17538963,17538963,"Number 2, 3 May 2024"
China Finance Review International,Emerald Group Publishing Limited,/content/mcb/cfri;jsessionid=dif5jnh30f2q.x-ic-live-02,20441398,N/A,"Number 3, 2024"
China Foundry,Directory of Open Access Journals,/content/doaj/16726421;jsessionid=dif5jnh30f2q.x-ic-live-02,16726421,N/A,"Number 2, 2018"
China Journal of Accounting Research,Directory of Open Access Journals,/content/doaj/17553091;jsessionid=dif5jnh30f2q.x-ic-live-02,17553091,N/A,"Number 1, 2018"
China Journal of Accounting Studies,"Routledge, part of the Taylor & Francis Group",/content/routledg/rcja20;jsessionid=dif5jnh30f2q.x-ic-live-02,21697213,N/A,"Number 1, 2 January 2024"
China Journal of Social Work,"Routledge, part of the Taylor & Francis Group",/content/routledg/rcsw20;jsessionid=dif5jnh30f2q.x-ic-live-02,17525098,17525098,"Number 3, 2 September 2023"
China Photography Art History,CNPIEC,/content/cnpiec/24201;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese as a Second Language,John Benjamins Publishing Company,/content/jbp/csl;jsessionid=dif5jnh30f2q.x-ic-live-02,2451828X,N/A,"Number 2, 31 December 2023"
Chinese as a Second Language Research,De Gruyter,/content/degruyter/caslar;jsessionid=dif5jnh30f2q.x-ic-live-02,21932263,N/A,"Number 2, 25 October 2020"
Chinese Card: the Origin and Collection of Export Porcelain in the Ming and Qing Dynasties,CNPIEC,/content/cnpiec/24194;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
"Chinese Economy, The","Routledge, part of the Taylor & Francis Group",/content/routledg/mces20;jsessionid=dif5jnh30f2q.x-ic-live-02,10971475,N/A,"Number 5, 2 September 2024"
Chinese Education & Society,"Routledge, part of the Taylor & Francis Group",/content/routledg/mced20;jsessionid=dif5jnh30f2q.x-ic-live-02,10611932,N/A,"Numbers 5-6, 2 November 2023"
"Chinese Historical Review, The","Routledge, part of the Taylor & Francis Group",/content/routledg/ytcr20;jsessionid=dif5jnh30f2q.x-ic-live-02,1547402X,N/A,"Number 1, 2 January 2024"
Chinese history of the latest century,CNPIEC,/content/cnpiec/24122;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Journal of Aeronautics,Directory of Open Access Journals,/content/doaj/10009361;jsessionid=dif5jnh30f2q.x-ic-live-02,10009361,N/A,"Number 3, 2018"
Chinese Journal of Applied Linguistics,De Gruyter,/content/degruyter/cjal;jsessionid=dif5jnh30f2q.x-ic-live-02,21929505,N/A,"Number 3, 25 September 2024"
Chinese Journal of Biology,Directory of Open Access Journals,/content/doaj/23147474;jsessionid=dif5jnh30f2q.x-ic-live-02,23147474,N/A,"Number 1, 2016"
Chinese Journal of Communication,"Routledge, part of the Taylor & Francis Group",/content/routledg/cjoc;jsessionid=dif5jnh30f2q.x-ic-live-02,17544750,17544750,"Number 2, 2 April 2024"
Chinese Journal of Contemporary Neurology and Neurosurgery,Directory of Open Access Journals,/content/doaj/16726731;jsessionid=dif5jnh30f2q.x-ic-live-02,16726731,N/A,"Number 3, 2018"
Chinese Journal of Engineering,Directory of Open Access Journals,/content/doaj/23148063;jsessionid=dif5jnh30f2q.x-ic-live-02,23148063,N/A,"Number 1, 2016"
Chinese Journal of Lung Cancer,Directory of Open Access Journals,/content/doaj/10093419;jsessionid=dif5jnh30f2q.x-ic-live-02,10093419,N/A,"Number 4, 2018"
Chinese Journal of Magnetic Resonance,Directory of Open Access Journals,/content/doaj/10004556;jsessionid=dif5jnh30f2q.x-ic-live-02,10004556,N/A,"Number 4, 2017"
Chinese Journal of Mathematics,Directory of Open Access Journals,/content/doaj/23148071;jsessionid=dif5jnh30f2q.x-ic-live-02,23148071,N/A,"Number 1, 2016"
Chinese Journal of Pharmaceutical Analysis,Editorial Office of Journal of Pharmaceutical Analysis,/content/jpa/cjpa;jsessionid=dif5jnh30f2q.x-ic-live-02,02541793,N/A,"Number 5, 2017"
Chinese Journal of Population Resources and Environment,Taylor and Francis Ltd,/content/tandf/tpre20;jsessionid=dif5jnh30f2q.x-ic-live-02,10042857,10042857,"Number 3, 3 July 2019"
Chinese Journal of Traumatology,Directory of Open Access Journals,/content/doaj/10081275;jsessionid=dif5jnh30f2q.x-ic-live-02,10081275,N/A,"Number 1, 2018"
Chinese Language & Discourse,John Benjamins Publishing Company,/content/jbp/cld;jsessionid=dif5jnh30f2q.x-ic-live-02,18777031,18777031,"Number 2, 2024"
Chinese Law & Government,"Routledge, part of the Taylor & Francis Group",/content/routledg/mclg20;jsessionid=dif5jnh30f2q.x-ic-live-02,00094609,N/A,"Numbers 5-6, 2 November 2019"
Chinese Librarianship: An International Electronic Journal,Directory of Open Access Journals,/content/doaj/10894667;jsessionid=dif5jnh30f2q.x-ic-live-02,10894667,N/A,"Number 42, 2016"
Chinese Literature Today,"Routledge, part of the Taylor & Francis Group",/content/routledg/uclt20;jsessionid=dif5jnh30f2q.x-ic-live-02,21514399,N/A,"Number 2, 3 July 2021"
Chinese Management Studies,Emerald Group Publishing Limited,/content/mcb/cms;jsessionid=dif5jnh30f2q.x-ic-live-02,1750614X,N/A,"Number 4, 2023"
Chinese Medical Diagnosis,"Southern Publishing & Media Co., Ltd",/content/gdpg/cmdiag;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Medical Journal,Wolters Kluwer,/content/wk/cm9;jsessionid=dif5jnh30f2q.x-ic-live-02,03666999,03666999,"Number 21, 24 September 2024"
Chinese Medical Journal,Directory of Open Access Journals,/content/doaj/03666999;jsessionid=dif5jnh30f2q.x-ic-live-02,03666999,N/A,"Number 6, 2018"
Chinese Medicinal Prescription in Clinic,"Southern Publishing & Media Co., Ltd",/content/gdpg/cmpre;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Medicine,Directory of Open Access Journals,/content/doaj/17498546;jsessionid=dif5jnh30f2q.x-ic-live-02,17498546,N/A,"Number 1, 2012"
Chinese Medicine and Culture,Wolters Kluwer,/content/wk/mc9;jsessionid=dif5jnh30f2q.x-ic-live-02,25899627,N/A,"Number 3, 3 September 2024"
Chinese Medicine and Western Medicine Treatment and Caring towards Respiratory,"Southern Publishing & Media Co., Ltd",/content/gdpg/rbba;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese medicine and western medicine treatment and recuperation on diabetes,"Southern Publishing & Media Co., Ltd",/content/gdpg/diabete;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Medicine in Pictures 1 (Zhongcaoyao Tupu 1),"Southern Publishing & Media Co., Ltd",/content/gdpg/cmp1;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Medicine Recipes for Hepatitis,"Hebei Publishing & Media Group Co., Ltd",/content/hbpg/cmrh;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Medicine Treatment of Maternal Illnesses,"Southern Publishing & Media Co., Ltd",/content/gdpg/mateil;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Philosophy and the Science of Historical Data,CNPIEC,/content/cnpiec/24085;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Semiotic Studies,De Gruyter,/content/degruyter/css;jsessionid=dif5jnh30f2q.x-ic-live-02,21989605,N/A,"Number 1, 26 February 2024"
Chinese Sociological Review,"Routledge, part of the Taylor & Francis Group",/content/routledg/mcsa20;jsessionid=dif5jnh30f2q.x-ic-live-02,21620555,N/A,"Number 3, 26 May 2024"
Chinese Studies in History,"Routledge, part of the Taylor & Francis Group",/content/routledg/mcsh20;jsessionid=dif5jnh30f2q.x-ic-live-02,00094633,N/A,"Number 1, 2 January 2024"
Chinese Tea Economics,China Publishing Group,/content/cnpubg/cnte;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chinese Traffic History,CNPIEC,/content/cnpiec/24082;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Chironomus Newsletter on Chironomidae Research,Directory of Open Access Journals,/content/doaj/01721941;jsessionid=dif5jnh30f2q.x-ic-live-02,01721941,N/A,"Number 27, 2014"
Chiropractic and Osteopathy,Directory of Open Access Journals,/content/doaj/17461340;jsessionid=dif5jnh30f2q.x-ic-live-02,17461340,N/A,"Number 1, 2010"
Chiropractic & Manual Therapies,Directory of Open Access Journals,/content/doaj/2045709x;jsessionid=dif5jnh30f2q.x-ic-live-02,2045709X,N/A,"Number 1, 2013"
Choregia,Directory of Open Access Journals,/content/doaj/17914027;jsessionid=dif5jnh30f2q.x-ic-live-02,17914027,N/A,"Number 2, 2016"
Choreographic Practices,Intellect,/content/intellect/chor;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
Christian Higher Education,"Routledge, part of the Taylor & Francis Group",/content/routledg/uche;jsessionid=dif5jnh30f2q.x-ic-live-02,15363759,15363759,"Number 4, 7 August 2024"
Christian Journal for Global Health,Directory of Open Access Journals,/content/doaj/21672415;jsessionid=dif5jnh30f2q.x-ic-live-02,21672415,N/A,"Number 1, 2017"
Chromatography,Directory of Open Access Journals,/content/doaj/22279075;jsessionid=dif5jnh30f2q.x-ic-live-02,22279075,N/A,"Number 1, 2016"
Chronic Diseases and Translational Medicine,Directory of Open Access Journals,/content/doaj/2095882x;jsessionid=dif5jnh30f2q.x-ic-live-02,2095882X,N/A,"Number 2, 2018"
Chronic Wound Care Management and Research,Directory of Open Access Journals,/content/doaj/2324481x;jsessionid=dif5jnh30f2q.x-ic-live-02,2324481X,N/A,"Number unknown, 2017"
Chronicles of Young Scientists,Directory of Open Access Journals,/content/doaj/09759212;jsessionid=dif5jnh30f2q.x-ic-live-02,09759212,N/A,"Number 1, 2014"
Chronika,Directory of Open Access Journals,/content/doaj/21599904;jsessionid=dif5jnh30f2q.x-ic-live-02,21599904,N/A,"Number 1, 2013"
Chroniques Yéménites,Directory of Open Access Journals,/content/doaj/19964978;jsessionid=dif5jnh30f2q.x-ic-live-02,19964978,N/A,"Number 16, 2010"
Chronobiology International,Taylor and Francis Ltd,/content/tandf/icbi20;jsessionid=dif5jnh30f2q.x-ic-live-02,07420528,N/A,"Number 9, 2 September 2022"
ChronoPhysiology and Therapy,Directory of Open Access Journals,/content/doaj/22302026;jsessionid=dif5jnh30f2q.x-ic-live-02,22302026,N/A,"Number unknown, 2017"
"Church, Communication and Culture","Routledge, part of the Taylor & Francis Group",/content/routledg/rchu20;jsessionid=dif5jnh30f2q.x-ic-live-02,23753234,N/A,"Number 1, 2 January 2024"
Ciberlegenda,Directory of Open Access Journals,/content/doaj/15190617;jsessionid=dif5jnh30f2q.x-ic-live-02,15190617,N/A,"Number 30, 2014"
Ciencia,Directory of Open Access Journals,/content/doaj/24093459;jsessionid=dif5jnh30f2q.x-ic-live-02,24093459,N/A,"Number 2, 2017"
Ciencia Amazónica (Iquitos),Directory of Open Access Journals,/content/doaj/22215948;jsessionid=dif5jnh30f2q.x-ic-live-02,22215948,N/A,"Number 1, 2016"
Ciência Animal Brasileira,Directory of Open Access Journals,/content/doaj/15182797;jsessionid=dif5jnh30f2q.x-ic-live-02,15182797,N/A,"Number 4, 2016"
Ciencia Cognitiva,Directory of Open Access Journals,/content/doaj/19887884;jsessionid=dif5jnh30f2q.x-ic-live-02,19887884,N/A,"Number 2, 2017"
Ciencia del Suelo,Directory of Open Access Journals,/content/doaj/03263169;jsessionid=dif5jnh30f2q.x-ic-live-02,03263169,N/A,"Number 2, 2012"
"Ciencia, Docencia y Tecnologia",Directory of Open Access Journals,/content/doaj/03275566;jsessionid=dif5jnh30f2q.x-ic-live-02,03275566,N/A,"Number 53, 2016"
Ciência e Agrotecnologia,Directory of Open Access Journals,/content/doaj/14137054;jsessionid=dif5jnh30f2q.x-ic-live-02,14137054,N/A,"Number 1, 2018"
Ciencia e Ingeniería Neogranadina,Directory of Open Access Journals,/content/doaj/01248170;jsessionid=dif5jnh30f2q.x-ic-live-02,01248170,N/A,"Number 1, 2017"
Ciência & Educação,Directory of Open Access Journals,/content/doaj/15167313;jsessionid=dif5jnh30f2q.x-ic-live-02,15167313,N/A,"Number 1, 2018"
Ciencia Ergo Sum,Directory of Open Access Journals,/content/doaj/14050269;jsessionid=dif5jnh30f2q.x-ic-live-02,14050269,N/A,"Number 3, 2017"
Ciência Florestal,Directory of Open Access Journals,/content/doaj/01039954;jsessionid=dif5jnh30f2q.x-ic-live-02,01039954,N/A,"Number 3, 2017"
Ciencia Politica,Directory of Open Access Journals,/content/doaj/1909230x;jsessionid=dif5jnh30f2q.x-ic-live-02,1909230X,N/A,"Number 24, 2017"
Ciência Rural,Directory of Open Access Journals,/content/doaj/01038478;jsessionid=dif5jnh30f2q.x-ic-live-02,01038478,N/A,"Number 9, 2016"
Ciência & Saúde,Directory of Open Access Journals,/content/doaj/1983652x;jsessionid=dif5jnh30f2q.x-ic-live-02,1983652X,N/A,"Number 2, 2017"
Ciência & Saúde Coletiva,Directory of Open Access Journals,/content/doaj/14138123;jsessionid=dif5jnh30f2q.x-ic-live-02,14138123,N/A,"Number 3, 2018"
Ciencia UNEMI,Directory of Open Access Journals,/content/doaj/13904272;jsessionid=dif5jnh30f2q.x-ic-live-02,13904272,N/A,"Number 25, 2017"
Ciencia y Agricultura,Directory of Open Access Journals,/content/doaj/01228420;jsessionid=dif5jnh30f2q.x-ic-live-02,01228420,N/A,"Number 2, 2016"
Ciencia y Cuidado,Directory of Open Access Journals,/content/doaj/17949831;jsessionid=dif5jnh30f2q.x-ic-live-02,17949831,N/A,"Number 2, 2017"
Ciencia y Poder Aéreo,Directory of Open Access Journals,/content/doaj/19097050;jsessionid=dif5jnh30f2q.x-ic-live-02,19097050,N/A,"Number 1, 2015"
Ciencia y Tecnología,Directory of Open Access Journals,/content/doaj/13904051;jsessionid=dif5jnh30f2q.x-ic-live-02,13904051,N/A,"Number 2, 2017"
Ciencias Administrativas,Directory of Open Access Journals,/content/doaj/00096784;jsessionid=dif5jnh30f2q.x-ic-live-02,00096784,N/A,"Number 10, 2017"
Ciencias Ambientales,Directory of Open Access Journals,/content/doaj/14092158;jsessionid=dif5jnh30f2q.x-ic-live-02,14092158,N/A,"Number 1, 2017"
Ciencias Económicas,Directory of Open Access Journals,/content/doaj/16668359;jsessionid=dif5jnh30f2q.x-ic-live-02,16668359,N/A,"Number 15, 2014"
Ciencias Marinas,Directory of Open Access Journals,/content/doaj/01853880;jsessionid=dif5jnh30f2q.x-ic-live-02,01853880,N/A,"Number 4, 2005"
Ciências Sociais Unisinos,Directory of Open Access Journals,/content/doaj/15197050;jsessionid=dif5jnh30f2q.x-ic-live-02,15197050,N/A,"Number 2, 2017"
Ciencias Sociales y Educación,Directory of Open Access Journals,/content/doaj/22565000;jsessionid=dif5jnh30f2q.x-ic-live-02,22565000,N/A,"Number 7, 2015"
Cihannüma: Tarih ve Coğrafya Araştırmaları Dergisi,Directory of Open Access Journals,/content/doaj/21490678;jsessionid=dif5jnh30f2q.x-ic-live-02,21490678,N/A,"Number 1, 2018"
CIMEL: Ciencia e Investigación Médica Estudiantil Latinoamericana,Directory of Open Access Journals,/content/doaj/16808398;jsessionid=dif5jnh30f2q.x-ic-live-02,16808398,N/A,"Number 1, 2013"
CINEJ Cinema Journal,Directory of Open Access Journals,/content/doaj/21592411;jsessionid=dif5jnh30f2q.x-ic-live-02,21592411,N/A,"Number 2, 2018"
"Cinema Makers, The",Intellect Books,/content/intelb/2y60n9;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
"Cinema of Mika Kaurismäki, The",Intellect Books,/content/intelb/31mzec;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Cinemas of the Other: A Personal Journey with Film-Makers from Central Asia,Intellect Books,/content/intelb/31mzn2;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Cinemas of the Other: A Personal Journey with Film-Makers from Iran and Turkey,Intellect Books,/content/intelb/31mzn1;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Cinemas of the Other: A Personal Journey with Film-makers from the Middle East and Central Asia,Intellect Books,/content/intelb/31mzsh;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Cinergis,Directory of Open Access Journals,/content/doaj/15192512;jsessionid=dif5jnh30f2q.x-ic-live-02,15192512,N/A,"Number 4, 2017"
Cinq Continents,Directory of Open Access Journals,/content/doaj/22472290;jsessionid=dif5jnh30f2q.x-ic-live-02,22472290,N/A,"Number 14, 2016"
Circuit World,Emerald Group Publishing Limited,/content/mcb/217;jsessionid=dif5jnh30f2q.x-ic-live-02,03056120,N/A,"Number 4, 2024"
Circulation,Wolters Kluwer,/content/wk/cir;jsessionid=dif5jnh30f2q.x-ic-live-02,00097322,00097322,"Number 4, 04 June 2024"
Circulation: Arrhythmia and Electrophysiology,Wolters Kluwer,/content/wk/hae;jsessionid=dif5jnh30f2q.x-ic-live-02,19413149,N/A,"Number 2, February 2018"
Circulation: Cardiovascular Genetics,Wolters Kluwer,/content/wk/hcg;jsessionid=dif5jnh30f2q.x-ic-live-02,1942325X,N/A,"Number 2, February 2018"
Circulation: Cardiovascular Imaging,Wolters Kluwer,/content/wk/hci;jsessionid=dif5jnh30f2q.x-ic-live-02,19419651,N/A,"Number 2, February 2018"
Circulation: Cardiovascular Interventions,Wolters Kluwer,/content/wk/hcv;jsessionid=dif5jnh30f2q.x-ic-live-02,19417640,N/A,"Number 5, 1 May 2020"
Circulation: Cardiovascular Quality and Outcomes,Wolters Kluwer,/content/wk/cicq;jsessionid=dif5jnh30f2q.x-ic-live-02,19417713,N/A,"Number 2, February 2018"
Circulation: Genomic and Precision Medicine,Wolters Kluwer,/content/wk/hcg2;jsessionid=dif5jnh30f2q.x-ic-live-02,25748300,N/A,"Number 1, January 2018"
Circulation: Heart Failure,Wolters Kluwer,/content/wk/hhf;jsessionid=dif5jnh30f2q.x-ic-live-02,19413289,N/A,"Number 2, February 2018"
Circulation Research,Wolters Kluwer,/content/wk/res;jsessionid=dif5jnh30f2q.x-ic-live-02,00097330,00097330,"Number 11, 08 November 2024"
Cirugia Cardiovascular,Directory of Open Access Journals,/content/doaj/11340096;jsessionid=dif5jnh30f2q.x-ic-live-02,11340096,N/A,"Number 2, 2018"
Cirugía Plástica Ibero-Latinoamericana,Directory of Open Access Journals,/content/doaj/03767892;jsessionid=dif5jnh30f2q.x-ic-live-02,03767892,N/A,"Number 3, 2018"
Cities and the Environment,Directory of Open Access Journals,/content/doaj/19327048;jsessionid=dif5jnh30f2q.x-ic-live-02,19327048,N/A,"Number 1, 2011"
Cities & Health,"Routledge, part of the Taylor & Francis Group",/content/routledg/rcah20;jsessionid=dif5jnh30f2q.x-ic-live-02,23748834,N/A,"Number 3, 3 May 2024"
Citius Altius Fortius,Directory of Open Access Journals,/content/doaj/15828131;jsessionid=dif5jnh30f2q.x-ic-live-02,15828131,N/A,"Number 4, 2010"
Citizenship: Jurnal Pendidikan Pancasila dan Kewarganegaraan,Directory of Open Access Journals,/content/doaj/2302433x;jsessionid=dif5jnh30f2q.x-ic-live-02,2302433X,N/A,"Number 1, 2018"
Citizenship Studies,"Routledge, part of the Taylor & Francis Group",/content/routledg/ccst;jsessionid=dif5jnh30f2q.x-ic-live-02,13621025,13621025,"Number 2, 17 February 2024"
Citizenship Teaching & Learning,Intellect,/content/intellect/ctl;jsessionid=dif5jnh30f2q.x-ic-live-02,N/A,N/A,N/A
"City: analysis of urban trends, culture, theory, policy, action","Routledge, part of the Taylor & Francis Group",/content/routledg/ccit;jsessionid=dif5jnh30f2q.x-ic-live-02,13604813,13604813,"Numbers 1-2, 3 March 2024"
Ciudad Paz-ando,Directory of Open Access Journals,/content/doaj/20115253;jsessionid=dif5jnh30f2q.x-ic-live-02,20115253,N/A,"Number 1, 2018"
Civil and Environmental Engineering,Directory of Open Access Journals,/content/doaj/13365835;jsessionid=dif5jnh30f2q.x-ic-live-02,13365835,N/A,"Number 2, 2017"
