Title,Authors,Pages,Access,URL,Abstract,Citations
Mapping Matters: your Questions Answered,"Abdullah, Qassim",pp. 383-383(1),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00014;jsessionid=4snrbdtstgq8i.x-ic-live-02,No Abstract,1
ASPRS Code of Ethics,,pp. 384-384(1),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000006/art00015;jsessionid=4snrbdtstgq8i.x-ic-live-02,No Abstract,
Best Practices in Evaluating Geospatial Mapping Accuracy according to the New ASPRS Accuracy Standards,"Abdullah, Qassim",pp. 265-272(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00003;jsessionid=1b3ce8siah6k2.x-ic-live-03,No Abstract,
A Pixel Texture Index Algorithm and Its Application,"Sun, Xiaodan; Sun, Xiaofang",pp. 277-292(16),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00007;jsessionid=1b3ce8siah6k2.x-ic-live-03,"Image segmentation is essential for object-oriented analysis, and classification is a critical parameter influencing analysis accuracy. However, image classification and segmentation based on spectral features are easily perturbed by the high-frequency information of a high spatial resolution remotely sensed (HSRRS) image, degrading its classification and segmentation quality. This article first presents a pixel texture index (PTI) by describing the texture and edge in a local area surrounding a pixel. Indeed.. The experimental results highlight that the HSRRS image classification and segmentation quality can be effectively improved by combining it with the PTI image. Indeed, the overall accuracy improved from 7% to 14%, and the kappa can be increased from 11% to 24%, respectively.",
Parcel-Level Crop Classification in Plain Fragmented Regions Based on Multi-Source Remote Sensing Images,"Zhang, Qiao; Luo, Ziyi; Shen, Yang; Wang, Zhoufeng",pp. 293-302(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00008;jsessionid=1b3ce8siah6k2.x-ic-live-03,"Accurately obtaining crop cultivation extent and estimating the cultivated area are significant for adjusting regional planting structure. This article proposes a parcel-level crop classification method using time-series, medium-resolution, remote sensing images and single-phase, high-spatial-resolution, remote sensing images. The deep learning semantic segmentation network feature pyramid network with squeeze-and-excitation network (FPN???SENet) and multi-scale segmentation were used to extract cultivated land parcels from Gaofen-2 imagery, while the pixel-level crop types were classified by using support vector machine algorithms from time-series Sentinel-2 images. Then, the parcel-level crop classification was obtained from the pixel-level crop types and land parcels.",1
Evaluation of SMAP and CYGNSS Soil Moistures in Drought Prediction Using Multiple Linear Regression and GLDAS Product,"Edokossi, Komi; Jin, Shuanggen; Calabia, Andres; Molina, Iñigo; Mazhar, Usman",pp. 303-312(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00009;jsessionid=1b3ce8siah6k2.x-ic-live-03,"Drought is a devastating natural hazard and exerts profound effects on both the environment and society. Predicting drought occurrences is significant in aiding decision-making and implementing effective mitigation strategies. In regions characterized by limited data availability, such as Southern Africa, the use of satellite remote sensing data promises an excellent opportunity for achieving this predictive goal. In this article, we assess the effectiveness of Soil Moisture Active Passive (SMAP) and Cyclone Global Navigation Satellite System (CYGNSS) soil moisture data in predicting drought conditions using multiple linear regression???predicted data and Global Land Data Assimilation System (GLDAS) soil moisture data.",
"Debris Flow Susceptibility Evaluation Based on Multi-level Feature Extraction CNN Model: A Case Study of Nujiang Prefecture, China","Wang, Xu; Wang, Baoyun; Yuan, Ruohao; Luo, Yumeng; Liu, Cunxi",pp. 313-323(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00010;jsessionid=1b3ce8siah6k2.x-ic-live-03,"Debris flow susceptibility evaluation plays a crucial role in the prevention and control of debris flow disasters. Therefore, this article proposes a convolutional neural network model named multi-level feature extraction network (MFENet). First, a dual-channel CNN architecture incorporating the Embedding Channel Attention mechanism is used to extract shallow features from both digital elevation model images and multispectral images. Subsequently, channel shuffle and feature concatenation are applied to the features from the two channels to obtain fused feature sets. Following this, a deep feature extraction is performed on the fused feature sets using a residual module improved by maximum pooling. Finally, the susceptibility index of gullies to debris flows is calculated based on the similarity scores.",1
Using Improved YOLOv5 and SegFormer to Extract Tailings Ponds from Multi-Source Data,"Sun, Zhenhui; Xu, Ying; Wang, Dongchuan; Meng, Qingyan; Sun, Yunxiao",pp. 223-231(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00008;jsessionid=1l6gk7d113m1c.x-ic-live-02,"This paper proposes a framework that combines the improved ""You Only Look Once"" version 5 (YOLOv5) and SegFormer to extract tailings ponds from multi-source data. Points of interest (POIs) are crawled to capture potential tailings pond regions. Jeffries–Matusita distance is used to evaluate the optimal band combination. The improved YOLOv5 replaces the backbone with the PoolFormer to form a PoolFormer backbone. The neck introduces the CARAFE operator to form a CARAFE feature pyramid network neck (CRF-FPN). The head is substituted with an efficiency decoupled head. POIs and classification data optimize improved YOLOv5 results. After that, the SegFormer is used to delineate the boundaries of tailings ponds. Experimental results demonstrate that the mean average precision of the improved YOLOv5s has increased by 2.78% compared to the YOLOv5s, achieving 91.18%. The SegFormer achieves an intersection over union of 88.76% and an accuracy of 94.28%.",
GDP Spatialization in City of Zhengzhou Based on NPP/VIIRS Night-time Light and Socioeconomic Statistical Data Using Machine Learning,"Ullah, Inam; Li, Weidong; Meng, Fanqian; Nadeem, Muhammad Imran; Ahmed, Kanwal",pp. 233-240(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00009;jsessionid=1l6gk7d113m1c.x-ic-live-02,"This article introduces a comprehensive methodology for mapping and assessing the urban built-up areas and establishing a spatial gross domestic product (GDP) model for Zhengzhou using night-time light (NTL) data, alongside socioeconomic statistical data from 2012 to 2017. Two supervised sorting algorithms, namely the support vector machine (SVM) algorithm and the deep learning (DL) algorithm, which includes the U-Net and fully convolutional neural (FCN) network models, are proposed for urban built-up area identification and image classification. Comparisons with Municipal Bureau of Statistics data highlight the U-Net neural network model exhibits superior accuracy, especially in areas with diverse characteristics. For each year from 2012 to 2017, a spatial GDP model was developed based on Zhengzhou's urban GDP and U-Net sorted images. This research provides valuable insights into urban development and economic assessment for the city.",
"Monitoring Based on InSAR for the Xinmo Village Landslide in Western Sichuan, China","Zheng, Zezhong; Yu, Shuang; Xie, Chuhang; Yang, Jiali; Zhu, Mingcang; He, Yong",pp. 243-249(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00010;jsessionid=1l6gk7d113m1c.x-ic-live-02,"A devastating landslide incident occurred on 24 June 2017, causing huge losses for Xinmo Village in western Sichuan. In this paper, we used two interferometric synthetic aperture radar (InSAR) methods, permanent scatterer (PS)-InSAR and small baseline subset (SBAS)- InSAR, to analyze deformation signals in the area in the 2 years leading up to the landslide event using Sentinel-1A ascending data. Our experimental findings from PS-InSAR and SBAS-InSAR revealed that the deformation rates in the study region ranged between –50 to 20 mm/year and –30 to 10 mm/year, respectively. Furthermore, the deformation rates of the same points, as determined by these methods, exhibited a significant increase prior to the event. We also investigated the causal relationship between rainfall and landslide events, demonstrating that deformation rates correlate with changes in rainfall, albeit with a time lag. Therefore, using time-series InSAR for landslide monitoring in Xinmo Village is a viable approach.",
Investigation of Underwater Photogrammetry Method with Cost-Effective Action Cameras and Comparative Analysis between Reconstructed 3D Point Clouds,"Hamal, Seda Nur Gamze; Ulvi, Ali",pp. 251-259(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000004/art00011;jsessionid=1l6gk7d113m1c.x-ic-live-02,"Currently, digital cameras and equipment used underwater are often inaccessible to the general public due to their professional-grade quality and high cost. Therefore alternative solutions have been sought that are both cost-effective and suitable for nonprofessional use. A review of the literature shows that researchers primarily use GoPro action cameras, while other action cameras with similar capabilities are rarely used. This study thus examines underwater photogrammetry methods using a widely recognized action camera as a reference and compares it with another camera of similar characteristics as a potential alternative. For a comprehensive temporal analysis in underwater studies, both cameras were used to capture photographic and video imagery, and the resulting 3D point clouds were compared. Comparison criteria included data collection and processing times, point cloud densities, cloud-to-cloud analysis, and assessments of surface density and roughness. Having analysed, the study concluded that the proposed alternative action camera can feasibly be used in underwater photogrammetry.",
Scan Angle Analysis of Airborne Lidar Data for Missing Return Approximation in Urban Areas,"Gharibi, Hamid; Habib, Ayman",pp. 143-154(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00006;jsessionid=35mnh0cjldnun.x-ic-live-03,"The density and uniformity of lidar data play crucial roles in the cor-responding data processing steps. One factor influencing point density and spacing in lidar data is the presence of empty pulses, where no return is detected. Missing returns can occur due to atmospheric absorption, specular and diffusive reflection, etc. To address this issue and enhance point density, this paper introduces a novel method for approximating missing returns in airborne lidar data collected over urban areas. This technique focuses on approximating returns for empty pulses that hit spots near abrupt slope changes on building and ground surfaces. The proposed methodology is validated through experiments using a lidar data set from downtown Dublin, Ireland. The collected data contained numerous gaps associated with wet surfaces, as well as missing returns on vertical and oblique surfaces.",
"Assessment, Specification, and Validation of a Geolocation System's Accuracy and Predicted Accuracy","Dolloff, John; Theiss, Henry; Bollin, Brian",pp. 157-168(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00007;jsessionid=35mnh0cjldnun.x-ic-live-03,"This article presents recommendations and corresponding detailed procedures for the assessment of a geolocation system's accuracy, as well as the specification of accuracy requirements and their subsequent validation when they are available. Applicable metrics and related processing are based on samples of corresponding geolocation errors. This article also presents similar recommendations for the predicted accuracy of a geolocation system, based on samples of geolocation error, as well as corresponding predicted error covariance matrices associated with the geolocations. Reliable error covariance matrices enable optimal use of a geolocation system's products, such as the optimal fusion of multiple geolocations or multiple products for higher confidence and increased accuracy. The recommendations presented in this article enable reliable estimates of accuracy and reliable predicted accuracies, both of which are critical to many geolocation-based applications. The recommendations associated with predicted accuracy are also relatively new and innovative.",
A Keyframe Extraction Approach for 3D Videogrammetry Based on Baseline Constraints,"Liu, Xinyi; Hu, Qingwu; Huang, Xianfeng",pp. 171-180(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00008;jsessionid=35mnh0cjldnun.x-ic-live-03,"In this paper, we propose a novel approach for the extraction of high-quality frames to enhance the fidelity of videogrammetry by combining fuzzy frames removal and baseline constraints. We first implement a gradient-based mutual information method to filter out low-quality frames while preserving the integrity of the videos. After frame pose estimation, the geometric properties of the baseline are constrained by three aspects to extract the keyframes: quality of relative orientation, baseline direction, and base to distance ratio. The three-dimensional model is then reconstructed based on these extracted keyframes. Experimental results demonstrate that our approach maintains a strong robustness throughout the aerial triangulation, leading to high levels of reconstruction precision across diverse video scenarios. Compared to other methods, this paper improves the reconstruction accuracy by more than 0.2 mm while simultaneously maintaining the completeness.",
Extraction of Terraces in Hilly Areas from Remote Sensing Images Using DEM and Improved U-Net,"Peng, Fengcan; Peng, Qiuzhi; Chen, Di; Lu, Jiating; Song, Yufei",pp. 181-188(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000003/art00009;jsessionid=35mnh0cjldnun.x-ic-live-03,"To extract terraced fields in hilly areas on a large scale in an automated and high-precision manner, this paper proposes a terrace extraction method that combines the Digital Elevation Model (DEM), Sentinel-2 imagery, and the improved U-Net semantic segmentation model. The U-Net model is modified by introducing Attention Gate modules into its decoding modules to suppress the interference of redundant features and adding Dropout and Batch Normalization layers to improve training speed, robustness, and fitting ability. In addition, the DEM band is combined with the red, green, and blue bands of the remote sensing images to make full use of terrain information. The experimental results show that the Precision, Recall, F1 score, and Mean Intersection over Union of the proposed method for terrace extraction are improved to other mainstream advanced methods, and the internal information of the terraces extracted is more complete, with fewer false positive and false negative results.",
Lidar Point Cloud Quality Control: Automating Accuracy and Precision Testing,"Flood, Martin; Seube, Nicolas; Wagg, Darrick",pp. 69-74(6),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00002;jsessionid=1uh143vt2refc.x-ic-live-03,No Abstract,
"Remote Sensing Application in Water Quality of Lake Burdur, Türkiye","Kokal, Aylin Tuzcu; Kacikoc, Meltem; Musaoglu, Nebiye; Tanik, Aysegul",pp. 85-87(3),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00008;jsessionid=1uh143vt2refc.x-ic-live-03,"The advancements in space technology have facilitated water quality (WQ) monitoring of lake conditions at a spatial resolution of 10 m by freely accessible Sentinel-2 images. The main aim of this article was to elucidate the necessity of spatiotemporal WQ monitoring of the shrinking Lake Burdur in Türkiye by examining the relation between field and satellite data with a state-of-the-art machine learning- based regression algorithm. This study focuses on detection of algal blooms and WQ parameters, which are chlorophyll-a (Chl-a) and suspended solids (SS). Furthermore, this study leverages the advantage of geographic position of Lake Burdur, located at the overlap of two Sentinel-2 frames, which enables the acquisition of satellite images at a temporal resolution of 2–3 days. The findings enrich the understanding of the lake's dynamic structure by rapidly monitoring the occurrence of algal blooms. High accuracies were achieved for Chl-a (R-squared: 0.93) and SS (R-squared: 0.94) detection.",
The Sight-Aesthetic Value of the Underwater Landscapes of Lakes in the Context of Exploration Tourism,"Dynowski, Piotr; Źróbek-Sokolnik, Anna; Czaplicka, Marta; Senetra, Adam",pp. 89-97(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00009;jsessionid=1uh143vt2refc.x-ic-live-03,"The aim of the study is to identify factors affecting the sight-aesthetic value of the underwater landscapes of lakes for the purposes of exploration tourism. The reason for undertaking this topic is the lack of such studies for inland water bodies. The results will contribute to expanding and supplementing the knowledge on the assessment of the sight-aesthetic attractiveness of landscapes and fill gaps in knowledge about the underwater landscapes of lakes. The questionnaire survey implemented the direct comparison method described by Kendall (Kendall, M. G. 1970.Rank Correlation Methods. Charles Griffin and Co: Glasgow, Scotland). According to respondents, animals and submerged anthropogenic elements are the most visually attractive in an aquatic environment The results obtained are the reason for conducting further research and developing the methodology for the assessment of the sight-aesthetic value of inland bodies of water based on the experience of terrestrial landscape researchers.",
Crop Monitoring System Using MODIS Time-Series Data for Within-Season Prediction of Yield and Production of US Corn and Soybeans,"Sakamoto, Toshihiro",pp. 99-119(21),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00010;jsessionid=1uh143vt2refc.x-ic-live-03,"In terms of contribution to global food security, this study aimed to build a crop monitoring system for within-season yield prediction of US corn and soybeans by using the Moderate Resolution Imaging Spectroradiometer (time-series data, which consists of three essential core algorithms (crop phenology detection, early crop classification, and crop yield prediction methods)). Within-season predictions for 2018–2022 were then made to evaluate the perfor- mance of the proposed system by comparing it with the United States Department of Agriculture's (USDA's) monthly forecasts and the fixed statistical data. The absolute percentage errors of the proposed system for predicting national-level yield and production were less than 5% for all simulation years as of day of year (DOY) 279. The prediction accuracy as of DOY 247 and DOY 279 were comparable to the USDA's forecasts. The proposed system would enable us to make a comprehensive understanding about overview of US corn and soybean crop condition by visualizing detail spatial pattern of good- or poor harvest regions on a within-season basis.",
A Few-Shot Semi-Supervised Learning Method for Remote Sensing Image Scene Classification,"Zhu, Yuxuan; Li, Erzhu; Su, Zhigang; Liu, Wei; Samat, Alim; Liu, Yu",pp. 121-125(5),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000002/art00011;jsessionid=1uh143vt2refc.x-ic-live-03,"Few-shot scene classification methods aim to obtain classification discriminative ability from few labeled samples and has recently seen substantial advancements. However, the current few-shot learning approaches still suffer from overfitting due to the scarcity of labeled samples. To this end, a few-shot semi-supervised method is proposed to address this issue. Specifically, semi-supervised learning method is used to increase target domain samples; then we train multiple classification models using the augmented samples. Finally, we perform decision fusion of the results obtained from the multiple models to accomplish the image classification task. According to the experiments conducted on two real few-shot remote sensing scene datasets, our proposed method achieves significantly higher accuracy (approximately 1.70% to 4.33%) compared to existing counterparts.",
Terrain Complexity and Maximal Poisson-Disk Sampling-Based Digital Elevation Model Simplification,"Dong, Jingxian; Ming, Fan; Kabika, Twaha; Jiang, Jiayao; Zhang, Siyuan; Chervan, Aliaksandr; Natallia, Zhukouskaya; Hou, Wenguang",pp. 13-20(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00007;jsessionid=drbllrt21gkj.x-ic-live-01,"With the rapid development of lidar, the accuracy and density of the Digital Elevation Model (DEM) point clouds have been continuously improved. However, in some applications, dense point cloud has no practical meaning. How to effectively sample from the dense points and maximize the preservation of terrain features is extremely important. This paper will propose a DEM sampling algorithm that utilizes terrain complexity and maximal Poisson-disk sampling to extract key feature points for adaptive DEM sampling. The algorithm estimates terrain complexity based on local terrain variation and prioritizes points with high complexity for sampling. The sampling radius is inversely proportional to terrain complexity, while ensuring that points within the radius of accepted samples are not considered new samples. This way makes more points of concern in the rugged regions. The results show that the proposed algorithm has higher global accuracy than the classic six sampling methods.",
I2-FaçadeNet: An Illumination-invariant Façade Recognition Network Leveraging Sparsely Gated Mixture of Multi-color Space Experts for Aerial Oblique Imagery,"Huang, Shengzhi; Hu, Han; Zhu, Qing",pp. 21-31(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00008;jsessionid=drbllrt21gkj.x-ic-live-01,"Façade image recognition under complex illumination conditions is crucial for various applications, including urban three-dimensional modeling and building identification. Existing methods relying solely on Red-Green-Blue (RGB) images are prone to texture ambiguity in complex illumination environments. Furthermore, façades display varying orientations and camera viewing angles, resulting in performance issues within the RGB color space. In this study, we introduce an illumination-invariant façade recognition network (I2-FaçadeNet) that leverages sparsely gated multi-color space experts for enhanced façade image recognition in challenging illumination environments. First, RGB façade images are converted into multi-color spaces to eliminate the ambiguous texture in complex illumination. Second, we train expert networks using separate channels of multi-color spaces. Finally, a sparsely gated mechanism is introduced to manage the expert networks, enabling dynamic activation of expert networks and the merging of results. Experimental evaluations leveraging both the International Society for Photogrammetry and Remote Sensing benchmark data sets and the Shenzhen data sets reveal that our proposed I2-FaçadeNet surpasses various depths of ResNet in façade recognition under complex illumination conditions. Specifically, the classification accuracy for poorly illuminated façades in Zurich improves by nearly 8%, while the accuracy for over-illuminated areas in Shenzhen increases by approximately 3%. Moreover, ablation studies conducted on façade images with complex illumination indicate that compared to traditional RGB-based ResNet, the proposed network achieves an accuracy improvement of 3% to 4% up to 100% for overexposed images and an accuracy improvement of 3% to 10% for underexposed images.",
Development of Soil-Suppressed Impervious Surface Area Index for Automatic Urban Mapping,"Javed, Akib; Shao, Zhenfeng; Ara, Iffat; Ahmad, Muhammad Nasar; Huq, Md.Enamul; Saleem, Nayyer; Karim, Fazlul",pp. 33-43(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00009;jsessionid=drbllrt21gkj.x-ic-live-01,"Expanding urban impervious surface area (ISA) mapping is crucial to sustainable development, urban planning, and environmental studies. Multispectral ISA mapping is challenging because of the mixed-pixel problems with bare soil. This study presents a novel approach using spectral and temporal information to develop a Soil-Suppressed Impervious Surface Area Index (SISAI) using the Landsat Operational Land Imager (OLI) data set, which reduces the soil but enhances the ISA signature. This study mapped the top 12 populated megacities using SISAI and achieved an over-all accuracy of 0.87 with an F1-score of 0.85. It also achieved a higher Spatial Dissimilarity Index between the ISA and bare soil. However, it is limited by bare gray soil and shadows of clouds and hills. SISAI encourages urban dynamics and inter-urban compari- son studies owing to its automatic and unsupervised methodology.",1
Dual-branch Branch Networks Based on Contrastive Learning for Long-Tailed Remote Sensing,"Zhang, Lei; Peng, Lijia; Xia, Pengfei; Wei, Chuyuan; Yang, Chengwei; Zhang, Yanyan",pp. 45-53(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00010;jsessionid=drbllrt21gkj.x-ic-live-01,"Deep learning has been widely used in remote sensing image classification and achieves many excellent results. These methods are all based on relatively balanced data sets. However, in real-world scenarios, many data sets belong to the long-tailed distribution, resulting in poor performance. In view of the good performance of contrastive learning in long-tailed image classification, a new dual-branch fusion learning classification model is proposed to fuse the discriminative features of remote sensing images with spatial data, making full use of valuable image representation information in imbalance data. This paper also presents a hybrid loss, which solves the problem of poor discrimination of extracted features caused by large intra-class variation and inter-class ambiguity. Extended experiments on three long-tailed remote sensing image classification data sets demonstrate the advantages of the proposed dual-branch model based on contrastive learning in long-tailed image classification.",
Comparison of 3D Point Cloud Completion Networks for High Altitude Lidar Scans of Buildings,"Kulawiak, Marek",pp. 55-64(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000001/art00011;jsessionid=drbllrt21gkj.x-ic-live-01,"High altitude lidar scans allow for rapid acquisition of big spatial data representing entire city blocks. Unfortunately, the raw point clouds acquired by this method are largely incomplete due to object occlusions and restrictions in scanning angles and sensor resolution, which can negatively affect the obtained results. In recent years, many new solutions for 3D point cloud completion have been created and tested on various objects; however, the application of these methods to high-altitude lidar point clouds of buildings has not been properly investigated yet. In the above context, this paper presents the results of applying several state-of-the-art point cloud completion networks to various building exteriors acquired by simulated airborne laser scanning. Moreover, the output point clouds generated from partial data are compared with complete ground-truth point clouds. The performed tests show that the SeedFormer network trained on the ShapeNet-55 data set provides promising shape completion results.",
Introduction for Innovative Methods for Geospatial Data using Remote Sensing and GIS ‐ Part II,"Bak??rman, Tolga; Arampatzis, George",pp. 733-733(1),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00004;jsessionid=1fz8yak6po6w2.x-ic-live-03,No Abstract,
IMU and Bluetooth Data Fusion to Achieve Submeter Position Accuracy in Indoor Positioning,"Acar, Ugur",pp. 735-740(6),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00006;jsessionid=1fz8yak6po6w2.x-ic-live-03,"Indoor navigation applications have become widespread in recent years with the ability of mobile phones which determine the position. Due to the inefficiency of global positioning system (GPS) indoors, other positioning methods have been developed based on local networks using technologies such as Bluetooth, wireless networks, ultra-wideband signals, ultrasonic signals, and radio frequency identification modules. Various technologies yield high or medium accuracy. Combining data from multiple sources via fusion enhances location precision. In this study, indoor positions were estimated using trilateration with Bluetooth devices, and the accuracy was improved by applying filters to the data from inertial measurement unit (IMU) sensors on the phone. As a result of combining Bluetooth and IMU data with data fusion, submeter accuracy was achieved. The results obtained were tested at Yildiz Technical University-Istanbul Türkiye. It was determined that 92% of the data was obtained with submeter accuracy.",
Rice Identification Under Complex Surface Conditions with CNN and Integrated Remote Sensing Spectral-Temporal-Spatial Features,"Liu, Tianjiao; Duan, Sibo; Chen, Jiankui; Zhang, Li; Li, Dong; Li, Xuqing",pp. 741-752(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00007;jsessionid=1fz8yak6po6w2.x-ic-live-03,"Accurate and effective rice identification has great significance for the sustainable development of agricultural management and food security. This paper proposes an accurate rice identification method that can solve the confused problem between fragmented rice fields and the surroundings in complex surface areas. The spectral, temporal, and spatial features extracted from the created Sentinel-2 time series were integrated and collaboratively displayed in the form of visual images, and a convolutional neural network model embedded with integrated information was established to further mine the key information that distinguishes rice from other types. The results showed that the overall accuracy, precision, recall, and F1-score of the proposed method for rice identification reached 99.4%, 99.5%, 99.5%, and 99.5%, respectively, achieving a better performance than the support vector machine classifier. Therefore, the proposed method can effectively reduce the confusion between rice and other types and accurately extract rice distribution information under complex surface conditions.",
Combination of Terrestrial Laser Scanning and Unmanned Aerial Vehicle Photogrammetry for Heritage Building Information Modeling: A Case Study of Tarsus St. Paul Church,"Fidan, Şafak; Ulvi, Ali; Yiğit, Abdurahman Yasin; Hamal, Seda Nur Gamze; Yakar, Murat",pp. 753-760(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00008;jsessionid=1fz8yak6po6w2.x-ic-live-03,Cultural heritage building information modeling (HBIM) is an emerging process allowing us to reconstruct built heritage virtually. The data of a digitally documented cultural heritage building offers significant advantages as it is accessible and modifiable by all professionals involved in the same or different projects. The most important factor affecting the accuracy and precision of the HBIM model is the ability to collect complete and accurate information about the physical structure. Combining terrestrial laser scanning (TLS) and unmanned aerial vehicle (UAV) photogrammetry point clouds is one of the most efficient ways to capture accurate digital data on the building. This study provides the foundation for creating an HBIM model for cultural heritage the coupling of spatial data with TLS and UAV. This paper aims to generate synergy between TLS and UAV point cloud data and ensure that the spatial database contains sufficient data to model historical objects with HBIM tendencies.,5
"Quantifying Impacts of Regional Multiple Factors on Spatiotemporal the Mechanisms for Spatio-temporal changes of Net Primary Vegetation Productivity and Net Ecosystem Productivity: An Example in the Jianghuai River Basin, China","Chen, Huimin; Wang, Benlin; Zheng, Liangfeng; Shahtahmassebi, ZhengAmirReza",pp. 761-771(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000012/art00009;jsessionid=1fz8yak6po6w2.x-ic-live-03,"Despite much valuable research on the mechanisms for spatio-temporal changesof net primary vegetation productivity (NPP) and net ecosystem productivity (NEP), there is a paucity of information on assessing impacts of regional multiple factors on spatiotemporal researchs of NPP and NEP in the complex environment. This study attempts to bridge this information gap using the Jianghuai Basin in China as a case study. Using a field campaign, remotely sensed imagery, socioeconomic data, and meteorological parameters, we developed a framework based on the Carnegie‐Ames‐Stanford Approach (CASA) model, correlation technique, trend analysis, and landscape metrics to measure spatiotemporal changes in NPP and NEP from 2001 to 2018. The derived changes were then linked to regional multiple factors including climate, landscape factors, human activity, and land use change. The results of the research can provide a scientific basis for vegetation evaluation, ecosystem assessment, and other aspects of the region.",1
Identification of Critical Urban Clusters for Placating Urban Heat Island Effects over Fast-Growing Tropical City Regions: Estimating the Contribution of Different City Sizes in Escalating UHI Intensity,"Dutta, Kanaya; Basu, Debolina; Agrawal, Sonam",pp. 667-677(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00006;jsessionid=6if6ra2cbp0iq.x-ic-live-03,"The incessant rise of artificial surfaces has increased the temperatures of cities, distressing urban health and sustainability. Fast-growing tropical cities particularly call for an understanding of this phenomenon, known as the urban heat island (UHI). The present study was conducted to detect UHI dynamics over the National Capital Region of India. Stretching over more than 32 000 km2, this region consists of urban centers of varying sizes. Landsat thermal bands were processed to extract temperature patterns between 1999 and 2019. Urban climate change was prominent, as a 2349-km2expansion in UHI area was spotted. Urban clusters of different sizes were demarcated by applying the k-nearest neighbor algorithm on the normalized difference building index maps. This empirical analysis helped to form a logarithmic relation between city size and UHI intensity. Observed results set a framework to assess the thermal environment of numerous urban centers from any tropical country. UHI intensity values for various city sizes were computed, as they were crucial to decide the outdoor comfort zones based on the base temperature conditions of other cities. Further, the critical zones in each urban cluster were identified using the vegetation index, and scopes of landscaping were suggested based on the observed building morphologies of different local climate zones.",7
A Novel Object Detection Method for Solid Waste Incorporating a Weighted Deformable Convolution,"Xu, Xiong; Cheng, Tao; Zhao, Beibei; Wang, Chao; Tong, Xiaohua; Feng, Yongjiu; Xie, Huan; Jin, Yanmin",pp. 679-689(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00008;jsessionid=6if6ra2cbp0iq.x-ic-live-03,"Rapid detection of solid waste with remote sensing images is of great significance for environmental protection. In recent years, deep learning-based object detection methods have been widely studied. In contrast to regular objects such as airplanes or buildings, solid wastes commonly h ave arbitrary shapes with difficult‐to‐distinguish boundaries. In this study, a solid waste detection network with a weighted deformable convolution and a global context block based on Feature Pyramid Network (FPN) model was proposed. The designed feature extraction structure can help to enhance the boundary and shape features of solid waste. The effectiveness of the proposed method was verified on the well-known DetectIon in Optical Remote sensing images data set and further on a solid waste data set, which was collected by the authors manually. The experimental results show that the proposed method outperforms other traditional object detection methods and a maximum improvement of 5.27% was obtained compared to the FPN method.",1
