"Month","Item Title","Item Type","DOI","Parent Title","Parent Type","Proprietary ID","ISSN","e-ISSN","ISBN","e-ISBN","Year","Volume","Issue","Total Downloads","Article Downloads","Preprint Downloads","PDF Downloads","HTML Downloads","Subscriber Downloads","Free Downloads","Open Access Downloads","Free Trial","Total Abstract Views","Article Abstract Views","Preprint Abstract Views","Publisher"
"2024/07","Scaling Field Data to Calibrate and Validate Moderate Spatial Resolution Remote Sensing Models","Article","10.14358/pers.73.8.945","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2007","73","8","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Scan Angle Analysis of Airborne Lidar Data for Missing Return Approximation in Urban Areas","Article","10.14358/pers.23-00018r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","3","0","0","0","0","0","0","0","0","0","34","34","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Scan Problems in Digital CORONA Satellite Images from USGS Archives","Article","10.14358/pers.77.12.1257","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2011","77","12","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Scattering-Mechanism-Based Investigation of Optimal Combinations of Polarimetric SAR Frequency Bands for Land Cover Classification","Article","10.14358/pers.85.11.799","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","11","1","1","0","1","0","0","0","1","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Scene Classification of Remotely Sensed Images via Densely Connected Convolutional Neural Networks and an Ensemble Classifier","Article","10.14358/pers.87.3.295","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","4","2","2","0","2","0","0","0","2","0","16","16","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Scene-Change Detection Based on Multi-Feature-Fusion Latent Dirichlet Allocation Model for High-Spatial-Resolution Remote Sensing Imagery","Article","10.14358/pers.20-00054","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Screw Displacement-Based Bundle Block Adjustment Considering Correlation","Article","10.14358/pers.83.10.761","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","11","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seamline Determination for High Resolution Orthoimage Mosaicking Using Watershed Segmentation","Article","10.14358/pers.82.2.121","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","2","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seasonal Sensitivity Analysis of Impervious Surface Estimation with Satellite Imagery","Article","10.14358/pers.73.12.1393","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2007","73","12","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seasonal Trends in Separability of Leaf Reflectance Spectra for Ailanthus altissima and Four Other Tree Species","Article","10.14358/pers.77.8.793","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2011","77","8","2","2","0","2","0","0","0","2","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seasonal Variation in Land-Cover Classification Accuracy in a Diverse Region","Article","10.14358/pers.78.3.271","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2012","78","3","2","2","0","2","0","0","0","2","0","13","13","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insight.org– The Value of Membership in the American Society for Photogrammetry and Remote Sensing","Article","10.14358/pers.90.2.79","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","1","1","0","1","0","0","0","1","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insight:.edu","Article","10.14358/pers.83.1.15","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","1","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insight:.edu — The Impact of Certification/Licensure on Your Geospatial Career","Article","10.14358/pers.88.12.757","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","12","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insights","Article","10.14358/pers.82.10.757","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","10","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insights","Article","10.14358/pers.82.9.657","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","9","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insights","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","11","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sector Insights","Article","10.14358/pers.82.11.842","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","11","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.com —The Journey from a Ph.D. to a Successful Company","Article","10.14358/pers.89.7.401","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","0","0","0","0","0","0","0","0","0","17","17","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.comSpatial Agent: Reimagining Data & Analytics in an Increasingly Online World","Article","10.14358/pers.85.10.707","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","10","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.edu","Article","10.14358/pers.83.12.807","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","12","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.edu—Making a Difference in a Developing Country – One Student at a Time","Article","10.14358/pers.87.9.606","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.govCrisis Remote Sensing during the 2018 Lower East Rift Zone Eruption of K lauea Volcano","Article","10.14358/pers.84.12.749","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","12","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight.org — Great Lakes Remote Sensing: Binational, Petascale, Wetlands and Habitats Change Mapping","Article","10.14358/pers.89.4.205","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","4","0","0","0","0","0","0","0","0","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsight:.gov: Successful Science in Government: A Case Study in Remote Sensing","Article","10.14358/pers.85.12.857","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","12","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com","Article","10.14358/pers.84.6.337","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","6","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com","Article","10.14358/pers.84.5.239","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","5","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com","Article","10.14358/pers.83.2.77","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","2","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com – Licensing, Certification and New Technologies","Article","10.14358/pers.85.9.621","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","9","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com — How Good is that Gear? Drones versus Surveyors!","Article","10.14358/pers.86.7.409","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","7","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.comThe Future of SAR Processing is in the Cloud","Article","10.14358/pers.87.1.5","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","1","0","0","0","0","0","0","0","0","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.com—Essential Biodiversity Variables (EBVs) and Earth Observation—An Invitation to Participate","Article","10.14358/pers.87.11.792","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","11","0","0","0","0","0","0","0","0","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.edu","Article","10.14358/pers.83.1.11","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","1","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.eduLessons Learned from Capacity Building Efforts in Tropical Countries","Article","10.14358/pers.86.8.467","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","8","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.edu—Educational Needs for Rigorous Sensor Modeling and Error Budgeting","Article","10.14358/pers.83.10.657","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.edu—Integration of Varied Spatial Resolution Data","Article","10.14358/pers.86.9.525","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","9","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.mil","Article","10.14358/pers.82.12.916","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","12","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.mil","Article","10.14358/pers.83.5.333","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.milGeospatial Certification: Educating Yourself on the Benefits","Article","10.14358/pers.85.2.81","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","2","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.org","Article","10.14358/pers.83.4.261","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","4","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.org — ASPRS Certification Program","Article","10.14358/pers.83.7.467","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","7","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.orgAmeriGEOSS: A Framework for Capacity Building and Collaboration in the Americas","Article","10.14358/pers.84.8.477","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","8","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights.org—RCMRD/SERVIR Eastern & Southern Africa Collaborate with Kenya Wildlife Conservancy Association (KWCA) to Train Conservancy Managers in the use of GIS and Satellite Data for Conservation","Article","10.14358/pers.88.3.147","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","3","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","SectorInsights: The Future Professionals in Geomatics","Article","10.14358/pers.85.5.338","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","5","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seeing Our Planet Anew: Fifty Years of Landsat","Article","10.14358/pers.88.7.429","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","7","2","2","0","2","0","0","0","2","0","41","41","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seeing the Trees in the Forest","Article","10.14358/pers.70.5.589","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2004","70","5","11","11","0","11","0","0","0","11","0","129","129","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Seismic-zonation of Port-au-Prince Using Pixel- and Object-based Imaging Analysis Methods on ASTER GDEM","Article","10.14358/pers.77.9.909","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2011","77","9","1","1","0","1","0","0","0","1","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Selecting Key Features for Remote Sensing Classification by Using Decision-Theoretic Rough Set Model","Article","10.14358/pers.79.9.787","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2013","79","9","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Self-Calibration of the Stereo Vision System of the Chang'e-4 Lunar Rover Based on the Points and Lines Combined Adjustment","Article","10.14358/pers.86.3.169","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","3","3","3","0","3","0","0","0","3","0","13","13","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Self-Calibration of the Stereo Vision System on the Chang’E-5 Probe Based on Images and Robot Arm Footprints","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","11","0","0","0","0","0","0","0","0","0","19","19","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Self-Supervised Convolutional Neural Networks for Plant Reconstruction Using Stereo Imagery","Article","10.14358/pers.85.5.389","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","5","4","4","0","4","0","0","0","4","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semantic Façade Segmentation from Airborne Oblique Images","Article","10.14358/pers.85.6.425","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","6","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-Automated Disaggregation of a Conventional Soil Map Using Knowledge Driven Data Mining and Random Forests in the Sonoran Desert, USA","Article","10.14358/pers.80.4.353","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2014","80","4","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-Automated Roller Parameters Extraction from Terrestrial Lidar","Article","10.14358/pers.21-00005r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-Automatic Building Extraction from WorldView-2 Imagery Using Taguchi Optimization","Article","10.14358/pers.86.9.547","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","9","0","0","0","0","0","0","0","0","0","24","24","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-Automatic Registration of Multi-Source Satellite Imagery with Varying Geometric Resolutions","Article","10.14358/pers.71.3.325","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","3","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-Centennial of Landsat Observations & Pending Landsat 9 Launch","Article","10.14358/pers.87.8.533","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","1","1","0","1","0","0","0","1","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semi-automatic Quality Control of Topographic Data Sets","Article","10.14358/pers.78.9.959","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2012","78","9","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semiautomated Building Extraction Based on CSG Model-Image Fitting","Article","10.14358/pers.69.2.171","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2003","69","2","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semiautomatic Building Line Extraction from Ikonos Images Through Monoscopic Line Analysis","Article","10.14358/pers.72.5.541","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2006","72","5","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Semiautomatically Register MMS LiDAR Points and Panoramic Image Sequence Using Road Lamp and Lane","Article","10.14358/pers.85.11.829","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","11","2","2","0","2","0","0","0","2","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensible Field Computing","Article","10.14358/pers.73.6.651","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2007","73","6","1","1","0","1","0","0","0","1","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensing and Human Factors Research: A Review","Article","10.14358/pers.21-00012r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","1","1","1","0","1","0","0","0","1","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensitive Research of Scattering and Absorbing Aerosols on Sky Polarization Pattern","Article","10.14358/pers.86.12.767","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","12","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensitivity of Digital Landscapes to Artifact Depressions in Remotely-sensed DEMs","Article","10.14358/pers.71.9.1029","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","9","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensitivity of Hydrological Outputs from SWAT to DEM Spatial Resolution","Article","10.14358/pers.80.7.639","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2014","80","7","1","1","0","1","0","0","0","1","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sensor Development and Radiometric Correction for Agricultural Applications","Article","10.14358/pers.69.6.705","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2003","69","6","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Settlement Design, Forest Fragmentation, and Landscape Change in Rondônia, Amazônia","Article","10.14358/pers.69.7.805","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2003","69","7","2","2","0","2","0","0","0","2","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Shadow Analysis in High-Resolution Satellite Imagery of Urban Areas","Article","10.14358/pers.71.2.169","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","2","7","7","0","7","0","0","0","7","0","54","54","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Shadow Identification in High Resolution Satellite Images in the Presence of Water Regions","Article","10.14358/pers.83.2.87","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","2","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Shadow-Effect Correction in Aerial Color Imagery","Article","10.14358/pers.74.5.611","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2008","74","5","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Shaping Polyhedral Buildings by the Fusion of Vector Maps and Lidar Point Clouds","Article","10.14358/pers.73.9.1147","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2007","73","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Shaping Polyhedral Buildings by the Fusion of Vector Maps and Lidar Point Clouds","Article","10.14358/pers.74.9.1147","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2008","74","9","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Sherman Wu 1928-2020","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signals and Images: Advances and Results in Speech, Estimation, Compression, Recognition, Filtering, and Processing","Article","10.14358/pers.86.2.77","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","2","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","9","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","7","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","1","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","7","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","8","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","9","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","10","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","3","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","4","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","6","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","1","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","2","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","7","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","8","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","5","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","11","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","12","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","1","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","11","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","7","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures (SAC Column)","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures (SAC Column)","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","8","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures (SAC Column)","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","6","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures (SAC Column)","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","7","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures - Greetings from the ASPRS Student Advisory Council (SAC)!","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","1","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","Signatures Hello Student Members!","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","","","","","2016","","","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
