"Month","Item Title","Item Type","DOI","Parent Title","Parent Type","Proprietary ID","ISSN","e-ISSN","ISBN","e-ISBN","Year","Volume","Issue","Total Downloads","Article Downloads","Preprint Downloads","PDF Downloads","HTML Downloads","Subscriber Downloads","Free Downloads","Open Access Downloads","Free Trial","Total Abstract Views","Article Abstract Views","Preprint Abstract Views","Publisher"
"2024/10","Call for PE&RS Special Issue Submissions — Innovative Methods for Geospatial Data using Remote Sensing and GIS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for PE&RS Special Issue Submissions: Innovative Methods for Geospatial Data using Remote Sensing and GIS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for PE&RS Special Issue Submissions: Innovative Methods for Geospatial Data using Remote Sensing and GIS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for SubmissionsPE&RS Special Issue on Remote Sensing Monitoring for Urban Environment","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","3","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for Submissions—AI-Based Environmental Monitoring with UAV Systems","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for Submissions—AI-Based Environmental Monitoring with UAV Systems","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for Submissions—AI-Based Environmental Monitoring with UAV Systems","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","1","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for Submissions—Monitoring Earth Hazard with Remote Sensing Techniques","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Call for Submissions—PER&s Special Issue on Remote Sensing Monitoring for Urban Environment","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Car Detection from Very High-Resolution UAV Images Using Deep Learning Algorithms","Article","10.14358/pers.22-00101r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","2","10","10","0","10","0","0","0","10","0","51","51","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Cartography. A Compendium of Design Thinking for Mapmakers","Article","10.14358/pers.87.5.322","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","5","1","1","0","1","0","0","0","1","0","23","23","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Change Detection in SAR Images through Clustering Fusion Algorithm and Deep Neural Networks","Article","10.14358/pers.22-00108r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","6","3","3","0","3","0","0","0","3","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Classifying Building Roof Damage Using High Resolution Imagery for Disaster Recovery","Article","10.14358/pers.22-00106r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","7","7","0","7","0","0","0","7","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Classifying and Georeferencing Indoor Point Clouds With ArcGIS","Article","10.14358/pers.21-00048r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","3","3","0","3","0","0","0","3","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Cloud Detection in ZY-3 Multi-Angle Remote Sensing Images","Article","10.14358/pers.21-00086r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Combination of Terrestrial Laser Scanning and Unmanned Aerial Vehicle Photogrammetry for Heritage Building Information Modeling: A Case Study of Tarsus St. Paul Church","Article","10.14358/pers.23-00031r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","12","7","7","0","7","0","0","0","7","0","25","25","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Comparative Analysis of Different CNN Models for Building Segmentation from Satellite and UAV Images","Article","10.14358/pers.22-00084r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","2","3","3","0","3","0","0","0","3","0","24","24","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Comparative Assessment of Target-Detection Algorithms for Urban Targets Using Hyperspectral Data","Article","10.14358/pers.87.5.349","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","5","1","1","0","1","0","0","0","1","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Comparing the Sensitivity of Pixel-Based and Sub-Watershed-Based Analytic Hierarchy Process to Weighting Criteria for Flood Hazard Estimation","Article","10.14358/pers.21-00087r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Comparison of 3D Point Cloud Completion Networks for High Altitude Lidar Scans of Buildings","Article","10.14358/pers.23-00056r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","3","3","0","3","0","3","0","0","0","18","18","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Conjunctive Use of Landsat-8 OLI and MODIS Data for Delineation of Burned Areas","Article","10.14358/pers.21-00057r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","1","1","0","1","0","0","0","1","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Crop Monitoring System Using MODIS Time-Series Data for Within-Season Prediction of Yield and Production of US Corn and Soybeans","Article","10.14358/pers.23-00052r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","7","7","0","7","0","0","0","7","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","DORSL-FIN: A Self-supervised Neural Network for Recovering Missing Bathymetry from ICESat-2","Article","10.14358/pers.23-00011r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","9","9","0","9","0","0","0","9","0","30","30","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Debris Flow Susceptibility Evaluation Based on Multi-level Feature Extraction CNN Model: A Case Study of Nujiang Prefecture, China","Article","10.14358/pers.23-00078r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","5","1","1","0","1","0","1","0","0","0","27","27","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Deep Learning–Based Monitoring Sustainable Decision Support System for Energy Building to Smart Cities with Remote Sensing Techniques","Article","10.14358/pers.22-00010r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","9","1","1","0","1","0","0","0","1","0","21","21","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Dense Bathymetry in Turbid Coastal Zones Using Airborne Hyperspectral Images","Article","10.14358/pers.21-00015r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","0","0","0","0","0","0","0","0","0","13","13","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Detecting Geo-Positional Bias in Imagery Collected Using Small UASs","Article","10.14358/pers.20-00124","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Development of Soil-Suppressed Impervious Surface Area Index for Automatic Urban Mapping","Article","10.14358/pers.23-00043r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","2","2","0","2","0","2","0","0","0","25","25","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Development of Technique for Vehicle Specific Off-Road Trafficability Assessment Using Soil Cone Index, Water Index, and Geospatial Data","Article","10.14358/pers.21-00041r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","4","4","0","4","0","0","0","4","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Development of an Automatic Feature Point Classification Method for Three-Dimensional Mapping Around Slewing and Derricking Cranes","Article","10.14358/pers.24-00008r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","9","2","2","0","2","0","2","0","0","0","49","49","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Different Urbanization Levels Lead to Divergent Responses of Spring Phenology","Article","10.14358/pers.23-00008r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","10","1","1","0","1","0","1","0","0","0","18","18","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Diffuse Attenuation Coefficient (Kd ) from ICESat-2 ATLAS Spaceborne Lidar Using Random-Forest Regression","Article","10.14358/pers.21-00013r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","11","11","11","0","11","0","0","0","11","0","50","50","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Digital Building-Height Preparation from Satellite Stereo Images","Article","10.14358/pers.87.8.557","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Digital Surface Model Refinement Based on Projected Images","Article","10.14358/pers.87.3.181","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","3","1","1","0","1","0","0","0","1","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Digital Twins: Key to 21st-Century City Planning and Operations, Smart City Evolution","Article","10.14358/pers.88.11.677","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Discovering Potential Illegal Construction Within Building Roofs from UAV Images Using Semantic Segmentation and Object-Based Change Detection","Article","10.14358/pers.87.4.263","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","4","11","11","0","11","0","0","0","11","0","45","45","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Double Adaptive Intensity-Threshold Method for Uneven Lidar Data to Extract Road Markings","Article","10.14358/pers.20-00099","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","3","3","0","3","0","0","0","3","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Dual-branch Branch Networks Based on Contrastive Learning for Long-Tailed Remote Sensing","Article","10.14358/pers.23-00055r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","2","2","0","2","0","2","0","0","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Dynamic Linkage Between Urbanization, Electrical Power Consumption, and Suitability Analysis Using Remote Sensing and GIS Techniques","Article","10.14358/pers.21-00026r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","3","1","1","0","1","0","0","0","1","0","18","18","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Dynamic Monitoring of Ecological Quality in Eastern Ukraine Amidst the Russia‐Ukraine Conflict","Article","10.14358/pers.23-00085r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","7","2","2","0","2","0","2","0","0","0","45","45","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Dynamic Spatial Fusion of Cloud Vertical Phase from CALIPSO and CloudSat Satellite Data","Article","10.14358/pers.87.1.61","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","1","1","1","0","1","0","0","0","1","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Early Classification Method for US Corn and Soybean by Incorporating MODIS-Estimated Phenological Data and Historical Classification Maps in Random-Forest Regression Algorithm","Article","10.14358/pers.21-00003r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","10","2","2","0","2","0","0","0","2","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Ecological Functions and Human Activity Interference Evaluation in Ecological Protection Redline for Urban Environment","Article","10.14358/pers.87.6.413","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","6","1","1","0","1","0","0","0","1","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Economy Estimation of Mainland China at County-Level Based on Landsat Images and Multi-Task Deep Learning Framework","Article","10.14358/pers.86.2.99","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","2","0","0","0","0","0","0","0","0","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Edge Detection Method for High-Resolution Remote Sensing Imagery by Combining Superpixels with Dual-Threshold Edge Tracking","Article","10.14358/pers.23-00003r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","8","4","4","0","4","0","0","0","4","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Edge-Reinforced Convolutional Neural Network for Road Detection in Very-High-Resolution Remote Sensing Imagery","Article","10.14358/pers.86.3.153","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","3","1","1","0","1","0","0","0","1","0","17","17","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Effect of Latitude As a Significant Element on the Results of Direct UTM Coordinates Transformation Method","Article","10.14358/pers.22-00125r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","4","4","0","4","0","0","0","4","0","17","17","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Effect of Locust Invasion and Mitigation Using Remote Sensing Techniques: A Case Study of North Sindh Pakistan","Article","10.14358/pers.21-00025r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","1","1","1","0","1","0","0","0","1","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Effectiveness of Deep Learning Trained on SynthCity Data for Urban Point-Cloud Classification","Article","10.14358/pers.21-00021r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","7","7","0","7","0","0","0","7","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Efficient Building Inventory Extraction from Satellite Imagery for Megacities","Article","10.14358/pers.21-00053r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","2","2","0","2","0","0","0","2","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Enhanced Lunar Topographic Mapping Using Multiple Stereo Images Taken by Yutu-2 Rover with Changing Illumination Conditions","Article","10.14358/pers.87.8.567","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","1","1","0","1","0","0","0","1","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Enhancing Forest‐Steppe Ecotone Mapping Accuracy through Synthetic ApertureRadar‐Optical Remote Sensing Data Fusion and Object-based Analysis","Article","10.14358/pers.23-00070r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","7","8","8","0","8","0","0","0","8","0","44","44","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Error Analysis and Optimization of a Sky Full-Polarization Imaging Detection System","Article","10.14358/pers.87.4.273","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Estimating Regional Soil Moisture with Synergistic Use of AMSR2 and MODIS Images","Article","10.14358/pers.20-00085","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Estimating the Aboveground Biomass of Urban Trees by Combining Optical and Lidar Data: A Case Study of Hengqin, Zhuhai, China","Article","10.14358/pers.21-00045r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","3","3","0","3","0","0","0","3","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Estimation of Rock Characteristics Based on Polarization Spectra: Surface Roughness, Composition, and Density","Article","10.14358/pers.21-00014r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","1","1","0","1","0","0","0","1","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Estimation of the Forest Stand Biomass and Greenhouse Gas Emissions Using Lidar Surveys","Article","10.14358/pers.23-00006r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","8","8","0","8","0","0","0","8","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Evaluating Surface Mesh Reconstruction Using Real Data","Article","10.14358/pers.23-00007r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","10","2","2","0","2","0","2","0","0","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Evaluation of SMAP and CYGNSS Soil Moistures in Drought Prediction Using Multiple Linear Regression and GLDAS Product","Article","10.14358/pers.23-00075r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","5","1","1","0","1","0","1","0","0","0","36","36","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Evaluation of Urban Vegetation Phenology Using 250 m MODIS Vegetation Indices","Article","10.14358/pers.21-00049r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","7","3","3","0","3","0","0","0","3","0","26","26","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Examining the Integration of Landsat Operational Land Imager with Sentinel-1 and Vegetation Indices in Mapping Southern Yellow Pines (Loblolly, Shortleaf, and Virginia Pines)","Article","10.14358/pers.21-00024r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","1","0","0","0","0","0","0","0","0","0","14","14","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Expansion of Urban Impervious Surfaces in Lahore (1993–2022) Based on Gee and Remote Sensing Data","Article","10.14358/pers.23-00001r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","8","7","7","0","7","0","0","0","7","0","26","26","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Exploring Spatiotemporal Variations and Driving Factors of Urban Comprehensive Carrying Capacity in the Yangtze River Delta Urban Agglomeration","Article","10.14358/pers.22-00097r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","12","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Exploring the Addition of Airborne Lidar-DEM and Derived TPI for Urban Land Cover and Land Use Classification and Mapping","Article","10.14358/pers.21-00029r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","1","8","8","0","8","0","0","0","8","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Exploring the Performance of Different Texture Information and Polarization Features from PolSAR Images in Urban Land Cover Classification","Article","10.14358/pers.87.2.133","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","2","1","1","0","1","0","0","0","1","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Exploring the Potential of the Hyperspectral Remote Sensing Data China Orbita Zhuhai-1 in Land Cover Classification","Article","10.14358/pers.24-00034r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","10","5","5","0","5","0","5","0","0","0","142","142","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Extraction of Impervious Surface Using Sentinel-1A Time-Series Coherence Images with the Aid of a Sentinel-2A Image","Article","10.14358/pers.87.3.161","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","3","1","1","0","1","0","0","0","1","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Extraction of Terraces in Hilly Areas from Remote Sensing Images Using DEM and Improved U-Net","Article","10.14358/pers.23-00069r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","3","2","2","0","2","0","2","0","0","0","33","33","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Feature-Based Convolutional Neural Network for Very-high-resolution Urban Imagery Classification","Article","10.14358/pers.21-00055r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Feature-Point Matching for Aerial and Ground Images by Exploiting Line Segment-Based Local-Region Constraints","Article","10.14358/pers.21-00022r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","10","3","3","0","3","0","0","0","3","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Featuring the Asprs Sac Mentor‐mentee Program Pairs","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Floating Solar Park Impacts Urban Land Surface Temperature Distribution Pattern","Article","10.14358/pers.21-00083r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","4","3","3","0","3","0","0","0","3","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Focus on Geodatabases in ArcGIS Pro","Article","10.14358/pers.87.7.468","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","7","4","4","0","4","0","0","0","4","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Foreground-Aware Refinement Network for Building Extraction from Remote Sensing Images","Article","10.14358/pers.21-00081r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","0","0","0","0","0","0","0","0","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","From Local to Global — the Increased Involvement in the Asprs Virtual Conference","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Fully Convolutional Neural Network for Impervious Surface Segmentation in Mixed Urban Environment","Article","10.14358/pers.87.2.117","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","2","2","2","0","2","0","0","0","2","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GDP Spatialization in City of Zhengzhou Based on NPP/VIIRS Night-time Light and Socioeconomic Statistical Data Using Machine Learning","Article","10.14358/pers.23-00010r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","4","1","1","0","1","0","1","0","0","0","47","47","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GDP Spatialization of Zhengzhou City Based on NPP-VIIRS Night-time Light and Socioeconomic Statistical Data Using Machine Learning","SupplementaryData","10.14358/pers.23-00010r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","4","2","2","0","0","0","0","2","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Automated Delineation of Hospital Service Areas by Fahui Wang and Changzhen Wang","Article","10.14358/pers.89.8.465","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","8","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS TUTORIAL for ArcGIS Pro 3.1","Article","10.14358/pers.90.10.597","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","10","9","9","0","9","0","0","0","9","0","93","93","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.89.8.461","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","8","0","0","0","0","0","0","0","0","0","15","15","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.86.12.723","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","12","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.89.6.343","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","6","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.87.1.9","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","1","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.86.1.11","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","1","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.90.4.193","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","4","3","3","0","3","0","0","0","3","0","19","19","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.90.2.75","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","1","1","0","1","0","0","0","1","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks","Article","10.14358/pers.86.2.75","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","2","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks - When Color Matters","Article","10.14358/pers.89.9.525","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","0","0","0","0","0","0","0","0","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks - When Paper Maps Just Aren't Enough","Article","10.14358/pers.90.10.593","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","10","2","2","0","2","0","0","0","2","0","74","74","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks Hidden Talents in your Software?","Article","10.14358/pers.86.3.147","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","3","0","0","0","0","0","0","0","0","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks Slivers be Gone!","Article","10.14358/pers.90.1.5","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks Tired of Looking at Tiny Icons in TerraScan? Here's a Solution","Article","10.14358/pers.87.3.153","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","3","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","GIS Tips & Tricks ‐ Mapping the Aurora Borealis","Article","10.14358/pers.90.11.653","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","11","0","0","0","0","0","0","0","0","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
